name,value_known,value_curve_ref,value_default,value_unresolved_reason,table,source,note,provenance_origin,provenance_dev_name,provenance_source,provenance_source_authority
Meiko.TauntTotem.Talent.BuffAfterDestroyed.WindDamageIncrease,1.2,,,,AC_Hero_Meiko,base,,datamine,,,producer_bound
Meiko.TauntTotem.Talent.DamageReductionWhileOnCooldown.StoneShieldReductionScaler,0.85,,,,AC_Hero_Meiko,base,reduces the amount that stone shield is reduced when soaking damage,datamine,,,producer_bound
Meiko.TauntTotem.Talent.IncomingDamageToDamage.HealthThresholdDifference,0.35,,,,AC_Hero_Meiko,base,0.35 means 0.65 then 0.3 and then 0. Smaller differences will lead to more thresholds. E.g a difference of 0.2 -> 0.8 then 0.6 then 0.4 then 0.2 then 0,datamine,,,producer_bound
Meiko.TauntTotem.Talent.IncomingDamageToDamage.PercentageOfDamageTaken,0.15,,,,AC_Hero_Meiko,base,Percentage of the damage taken that will be accumulated to do damage,datamine,,,producer_bound
Meiko.TauntTotem.Talent.IncomingDamageToDamage.TargetCountDamageScalingThreshold,1.0,,,,AC_Hero_Meiko,base,,datamine,,,producer_bound
Meiko.TauntTotem.Talent.IncreasedHealthAndDuration.DurationMultiplier,1.5,,,,AC_Hero_Meiko,base,,datamine,,,producer_bound
Meiko.TauntTotem.Talent.IncreasedHealthAndDuration.MaxHealthMultiplier,1.5,,,,AC_Hero_Meiko,base,,datamine,,,producer_bound
Meiko.TauntTotem.TotemHealthTotalSecondaryStatModifier,2.0,,,,AC_Hero_Meiko,base,this multiplier to all secondary stats to get similar as stone shield health scaling,datamine,,,producer_bound
Meiko.TauntTotem.WindMode.Cooldown,180.0,,,,AC_Hero_Meiko,base,,datamine,,,producer_bound
Meiko.TauntTotem.WindMode.Duration,20.0,,,,AC_Hero_Meiko,base,TWIN SOULS - BULWARK,datamine,,,producer_bound
MeteorRain.Fragment.FlatDamage,240.0,,,,DungeonModifiers,base,This will scale with dungeon difficulty (and other damage scale:y things)!,datamine,,,producer_bound
MeteorRain.Fragment.LifeTime,10.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.Fragment.Radius,72.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.Fragment.Speed,1500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.Fragment.StunDuration,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.HeroBuff.MovementSpeedScaler,1.1,,,,DungeonModifiers,base,disabled,datamine,,,producer_bound
MeteorRain.HeroGainSpiritPointsPerMeteorImpact,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.IndicatorDuration,3.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.Meteor.FlatDamage,650.0,,,,DungeonModifiers,base,This will scale with dungeon difficulty (and other damage scale:y things)!,datamine,,,producer_bound
MeteorRain.Meteor.Radius,100.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.Meteor.StunDuration,4.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.PlacementMaxRadius,500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.SpawnPeriodMax,55.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
MeteorRain.SpawnPeriodMin,40.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
Mosse.ActiveAoeSuperBuff.Duration,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ActiveAoeSuperBuff.Hot.IntellectCoefficient,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ActiveAoeSuperBuff.Hot.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ActiveAoeSuperBuff.Hot.TickInterval,1.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ActiveAoeSuperBuff.Radius,1500.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ActiveAoeSuperBuff.SelfBuff.ChargeManaCostScaler,0.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ActiveAoeSuperBuff.SelfBuff.ExpertiseIncrease,0.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ActiveAoeSuperBuff.SelfBuff.HotDurationScaler,1.25,,,,AbilityConstants,base,1.25 means 25% increased duration,datamine,,,producer_bound
Mosse.ActiveAoeSuperBuff.SpiritCost,100.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Cooldown,35.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Duration,15.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Heal.IntellectCoefficient,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Heal.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Hot.Duration,15.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Hot.FirstDelay,0.5,,,,AbilityConstants,base,The time until the first HoT stack is applied,datamine,,,producer_bound
Mosse.AoeHot.Hot.IntellectCoefficient,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Hot.MaxStacks,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Hot.SecondDelay,3.0,,,,AbilityConstants,base,The time until the second HoT stack is applied / or heal,datamine,,,producer_bound
Mosse.AoeHot.Hot.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Hot.TickInterval,1.3,,,,AbilityConstants,base,For now I added a 0.3 extra delay so that the heal and the hot numbers wont show at the same time,datamine,,,producer_bound
Mosse.AoeHot.ManaCost,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeHot.Radius,400.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeKnockUp.Cooldown,60.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeKnockUp.KnockUpDuration,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeKnockUp.ManaCost,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeKnockUp.MaxHeight,200.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.AoeKnockUp.Radius,300.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.BlueButterfly.ManaCost,18.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.BlueButterfly.MaxRange,3000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.BlueButterfly.SelfBuff.HotHealScaler,1.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.BlueButterfly.SelfBuff.ManaCostScaler,0.8,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.BlueButterfly.Talent.BlueFlutterflyTargetBonus.BonusDamageReduction,0.95,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.BlueButterfly.Talent.BlueFlutterflyTargetBonus.PassiveBonusMoveSpeed,1.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.BlueButterfly.TargetBuff.HotHealScaler,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.AdditionalTargetsMaxRange,500.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.CastTime,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.Cooldown,25.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.Duration,12.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.IntellectCoefficient,0.75,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.ManaCost,21.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.MaxAdditionalTargets,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.Range,3000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.Spread,0.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedAoeDot.TickInterval,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.CastTime,1.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Cooldown,12.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.IntellectCoefficient,8.18,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.ManaCost,80.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Range,3000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Spread,0.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Talent.IncreasedHealOnLowHealthTarget.HealMultiplier,1.25,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Talent.IncreasedHealYellowButterfly.ButterflyPPM,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Talent.IncreasedHealYellowButterfly.HealMultiplier,1.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Talent.InstantHealProcc.Duration,20.0,,,,AbilityConstants,base,infinite for now,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Talent.InstantHealProcc.HealMultiplier,1.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Talent.InstantHealProcc.ManaCostReductionMultiplier,0.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetHeal.Talent.InstantHealProcc.PPM,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.CastTime,1.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.HealTotemCooldownReduction.CooldownReductionInSecondsCrit,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.HealTotemCooldownReduction.CooldownReductionInSecondsDamage,1.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.IntellectCoefficient,2.04,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.ManaCost,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.Range,3000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.Spread,0.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.Talent.ButterflyHealProc.AdditionalProjectiles,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.Talent.ButterflyHealProc.CritChanceAdder,4.0,,,,AbilityConstants,base,deprecated - Everything above 1.0 will be a crit,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.Talent.ButterflyHealProc.DelayBetweenProjectiles,0.03,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.Talent.ButterflyHealProc.PPM,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.CastedSingleTargetProjectile.Talent.DamageToMana.ManaGainOfMaxMana,0.01,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledFrontalHealCylinder.Cooldown,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledFrontalHealCylinder.IntellectCoefficient,8.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledFrontalHealCylinder.ManaBaseLoss,0.05,,,,AbilityConstants,base,Percentage of max mana,datamine,,,producer_bound
Mosse.ChanneledFrontalHealCylinder.ManaLossMultiplier,2.0,,,,AbilityConstants,base,How much the ManaBaseLoss should be multiplied with each tick,datamine,,,producer_bound
Mosse.ChanneledFrontalHealCylinder.NumOfTargetsThreshold,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledFrontalHealCylinder.Radius,90.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledFrontalHealCylinder.Range,1000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledFrontalHealCylinder.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledFrontalHealCylinder.TickInterval,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.Duration,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.ForbiddenPlacementAngle,90.0,,,,AbilityConstants,base,This is the angle of the cone in front of Mosse where no mushrooms will be placed to make sure that Mosse will never run into one on accident,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.FurthestSpawnDistanceFromTarget,50.0,,,,AbilityConstants,base,Smallest distance is the radius of the target's hit volume which means that furthest is HitVolume + FurthestSpawnDistanceFromTarget,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.Heal.IntellectCoefficient,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.Heal.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.Hot.Duration,9.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.Hot.IntellectCoefficient,0.3,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.Hot.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.Hot.TickInterval,1.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.ManaCost,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.MaxDistance,100.0,,,,AbilityConstants,base,Farthest distance that a mushroom can be placed away from Mosse,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.MinDistance,50.0,,,,AbilityConstants,base,Closest distance that a mushroom can be placed towards Mosse,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.MoveSpeed,1.25,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.MushroomActivationDelay,0.5,,,,AbilityConstants,base,The time it takes until the mushrooms can be soaked from after they have spawned,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.MushroomLifeTime,30.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChanneledHotPlacement.SpiritPointCost,0.0,,,,AbilityConstants,base,OLD,datamine,,,producer_bound
Mosse.ChargeUpAoeDispel.BaseCooldown,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeDispel.ConeAngle,45.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeDispel.Level1AmountOfCharacters,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeDispel.Level2AdditionalCooldown,1.5,,,,AbilityConstants,base,Cooldown increase,datamine,,,producer_bound
Mosse.ChargeUpAoeDispel.Level2AmountOfCharacters,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeDispel.Level3AdditionalCooldown,2.0,,,,AbilityConstants,base,Cooldown increase,datamine,,,producer_bound
Mosse.ChargeUpAoeDispel.Level3AmountOfCharacters,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeDispel.ManaCost,15.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeDispel.MaxRange,1000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Cooldown,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Heal.IntellectCoefficient,4.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Heal.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Hot.Duration,20.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Hot.Level1IntellectCoefficient,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Hot.Level2IntellectCoefficient,2.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Hot.Level3IntellectCoefficient,2.45,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Hot.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Hot.TickInterval,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.ManaCost,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpAoeHealAndHot.Radius,850.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.Avoidance,0.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.ChargeDuration,8.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.ConeAngle,90.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.Cooldown,40.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.DelayBetweenHits,0.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.DodgeChance,0.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.DotIntellectCoefficient,1.75,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.DotSpread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.DotTickInterval,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.Level1DotDuration,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.Level2DotDuration,15.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.MainIntellectCoefficient,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.ManaCost,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.ManaGainPercentagePerTarget,0.05,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.MaxRange,600.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.NumOfTargetsThreshold,8.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.SecondaryIntellectCoefficient,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpFrontalCone.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.Cooldown,45.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.ExpertiseBonus,0.15,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.Hot.IntellectCoefficient,1.9,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.Hot.Spread,0.4,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.Hot.TickInterval,0.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.LeapDuration,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.LeapHeight,300.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.Level1.Distance,500.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.Level2.Distance,1000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.Level3.Distance,2000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.ManaCost,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.ReturnTimer,5.0,,,,AbilityConstants,base,The duration that the player has to be able to teleport back to the start position,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.TrailDuration,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ChargeUpLeapAoeHealTrail.TrailWidth,500.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.AccumulatedHealScalar,0.12,,,,AbilityConstants,base,multiplier of total accumulated HoT that is added as a heal,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Cooldown,45.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Duration,16.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.ForwardDistance,150.0,,,,AbilityConstants,base,Negative values will change to back location,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.LeftDistance,150.0,,,,AbilityConstants,base,Negative values will change to right location,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.ManaCost,118.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Radius,4000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.Charges.AccumulatedHealScaler,0.08,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.Charges.MaxCharges,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.DamageAccumulation.MultiTargetAccumulationMultiplier,0.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.DamageAccumulation.SingleTargetAccumulationMultiplier,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.IncreasedEarlyPulses.HealScale,1.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.IncreasedEarlyPulses.NumberOfPulses,4.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.OverhealGivesAbsorb.AbsorbBuffDuration,15.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.OverhealGivesAbsorb.DamageScaler,0.5,,,,AbilityConstants,base,was 0.80,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.OverhealGivesAbsorb.MaxAbsorbMainStatFraction,10.0,,,,AbilityConstants,base,was 16.02,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.OverhealGivesAbsorb.OverhealScaler,0.5,,,,AbilityConstants,base,was 0.75,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.Talent.ReducedManaCost,0.75,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.DurationalAoeHealPlacement.TickInterval,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.Empowerment.BaseChargeupDuration,2.5,,,,AbilityConstants,base,OLD------------------------------------------,datamine,,,producer_bound
Mosse.Empowerment.Level1ChargeupThreshold,0.25,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.Empowerment.Level2ChargeupThreshold,0.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.Empowerment.Level3ChargeupThreshold,0.75,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.Expertise.ExpertiseHotIncrease.BaseIncrease,1.04,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.Expertise.ExpertiseHotIncrease.ExpertiseScaler,0.01,,,,AbilityConstants,base,0.01 means that 1% of expertise gives 1 * 0.01 + BaseIncrease in extra HoT healing. 2% gives 2 * 0.01 + BaseIncrease and so on,datamine,,,producer_bound
Mosse.ExplosiveMinion.AbilityMaxRange,3000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ExplosiveMinion.GrowthDuration,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ExplosiveMinion.IntellectCoefficient,2.3925,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ExplosiveMinion.LifeTime,60.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ExplosiveMinion.MaxDistanceFromMosse,6000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ExplosiveMinion.Radius,700.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ExplosiveMinion.SendOutDelayBetweenMinion,0.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ExplosiveMinion.Talent.AllyTargetHeal.Heal.IntellectCoefficient,2.31,,,,AbilityConstants,base,was 3.08,datamine,,,producer_bound
Mosse.ExplosiveMinion.Talent.AllyTargetHeal.MaxNumOfMinionsToAlly,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ExplosiveMinion.Talent.IncreasedDamage.DamageMultiplier,1.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ExplosiveMinion.TargetCountDamageScalingThreshold,8.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ForwardLeapHealSoak.Cooldown,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ForwardLeapHealSoak.FractionOfCooldownToReduceAtSoak,0.7,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ForwardLeapHealSoak.LeapDuration,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ForwardLeapHealSoak.LeapHeight,300.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ForwardLeapHealSoak.ManaCost,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ForwardLeapHealSoak.MaxRange,3000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.ForwardLeapHealSoak.MaxRangeToTarget,500.0,,,,AbilityConstants,base,What is the longest distance the target can run from its original position before not getting any healing,datamine,,,producer_bound
Mosse.HealingTotem.BurstHealReduceExponentialPerTick,0.85,,,,AbilityConstants,base,old,datamine,,,producer_bound
Mosse.HealingTotem.Cooldown,60.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.HealingTotem.Heal.HealPeriod,2.0,,,,AbilityConstants,base,heals every x time,datamine,,,producer_bound
Mosse.HealingTotem.Heal.IntellectCoefficient,5.899,,,,AbilityConstants,base,was 8.58 and then 4.29,datamine,,,producer_bound
Mosse.HealingTotem.Heal.Spread,0.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.HealingTotem.HealRadius,4000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.HealingTotem.LifeTime,14.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.HealingTotem.LowestPossibleHealScale,0.32,,,,AbilityConstants,base,Based on the old value,datamine,,,producer_bound
Mosse.HealingTotem.ManaCost,79.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.HealingTotem.MaxCharges,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.HealingTotem.Talent.ProjectileTurretDamageToHealingTotemTick.HealScale,0.25,,,,AbilityConstants,base,,datamine,,,producer_bound
Mosse.InstantSelfEscapeBuff.Buff.Duration,6.0,,,,AbilityConstants,base,,datamine,,,producer_bound
