id,mechanics_effects_ordinal,role,effect,activation
GA_Rime_InstantConeKnockback_C,1,DebuffEffectRef,GE_Rime_InstantConeKnockback_Debuff,baseline_candidate
GA_Rime_InstantConeKnockback_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_InstantSingleDamage,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Rime_InstantSingleDamage,1,DamageEffectRef,GE_Rime_InstantSingleDamage_Damage,baseline_candidate
GA_Rime_InstantSingleDamage,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_InstantSingleDamage,3,TalentInstantAndBonusDamageEffectRef,GE_Rime_CastedProjectileDamageOrbSpender_Talent_InstantAndBonusDamage_ProcStacker,talent_candidate
GA_Rime_InstantSingleDamage,4,TalentStackBuffForInstantSingleDamageCleaveRef,GE_Rime_Talent_ChanneledBeamSingleDamage_StackBuffForInstantSingleDamage_CleaveDamage,talent_candidate
GA_Rime_InstantSingleInterrupt_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Rime_InstantSingleInterrupt_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_OnTargetPulsatingAoe_C,0,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_SelfDefenceBuff_C,0,BuffEffectRef,GE_Rime_SelfDefenceBuff_SelfBuff,baseline_candidate
GA_Rime_SelfDefenceBuff_C,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Rime_SelfDefenceBuff_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_Talent_SpendersSwap_MultiTargets,0,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_Talent_SpendersSwap_SingleTarget,0,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_TargetedPeriodicProjectileAoe,0,BuffEffectRef,GE_Rime_TargetedPeriodicProjectileAoe_AoeBuff,baseline_candidate
GA_Rime_TargetedPeriodicProjectileAoe,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Rime_TargetedPeriodicProjectileAoe,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_TargetedPeriodicProjectileAoe,3,Talent ChanneledBeamSingleDamage TickRateAndDamageIncrease,GE_Rime_Talent_ChanneledBeamSingleDamage_BoostByCritProc_Proc,talent_candidate
GA_Sune_AoeMelee,0,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Sune_AoeMelee,1,HitEffectRef,GE_Sune_AoeMelee_Damage,baseline_candidate
GA_Sune_AoeMelee,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_AtTargetInstantAoe,0,AoeEffectRef,GE_Sune_AtTargetInstantAoe_Damage,baseline_candidate
GA_Sune_AtTargetInstantAoe,1,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Sune_AtTargetInstantAoe,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_AtTargetInstantAoe,3,Talent_AddsDot_Effect,GE_Sune_Talent_AtTargetInstantAoe_AddsDot_Dot,talent_candidate
GA_Sune_BuffedTargetedCastedHealOrDamage,0,BuffEffectRef,GE_Sune_BuffedTargetedCastedHealOrDamage_Buff,baseline_candidate
GA_Sune_BuffedTargetedCastedHealOrDamage,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Sune_CastedSingleTargetHeal,0,HealingEffectRef,GE_Sune_CastedSingleTargetHeal_Heal,baseline_candidate
GA_Sune_CastedSingleTargetHeal,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_DamageTransferAura,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Sune_DamageTransferAura,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_DamageTransferAura,2,SelfBuffEffectRef,GE_Sune_DamageTransferAura_SelfBuff,baseline_candidate
GA_Sune_DroppedPulseAoe,0,AoeEffectRef,GE_Sune_DroppedPulseAoe_SelfBuff,baseline_candidate
GA_Sune_DroppedPulseAoe,1,AoePulseEffectRef,GE_Sune_DroppedPulseAoe_Damage,baseline_candidate
GA_Sune_DroppedPulseAoe,2,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Sune_DroppedPulseAoe,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_DroppedPulseAoe,4,Talent_DebuffsTargets_Debuff,GE_Sune_Talent_DroppedPulseAoeDebuffsTargets_Debuff,talent_candidate
GA_Sune_InstantCleaveMelee,0,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Sune_InstantCleaveMelee,1,HitEffectRef,GE_Sune_InstantCleaveMelee_Damage,baseline_candidate
GA_Sune_InstantCleaveMelee,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_InstantConeStunAndPull,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Sune_InstantConeStunAndPull,1,DamageEffectRef,GE_Sune_InstantConeStunAndPull_Damage,baseline_candidate
GA_Sune_InstantConeStunAndPull,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_InstantConeStunAndPull,3,PullActivatorEffectRef,GE_Sune_InstantConteStunAndPull_Pull_Activator,baseline_candidate
GA_Sune_InstantConeStunAndPull,4,StunEffectRef,GE_Sune_InstantConeStunAndPull_Stun,baseline_candidate
GA_Sune_InstantSingleTargetHealOrDamage,0,DamageEffectRef,GE_Sune_InstantSingleTargetHealOrDamage_Damage,baseline_candidate
GA_Sune_InstantSingleTargetHealOrDamage,1,HealingEffectRef,GE_Sune_InstantSingleTargetHealOrDamage_Heal,baseline_candidate
GA_Sune_InstantSingleTargetHealOrDamage,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_InstantSingleTargetHealOrDamage,3,Talent_DotHot_Dot,GE_Sune_Talent_InstantSingleTargetHealOrDamage_DotHot_Dot,talent_candidate
GA_Sune_InstantSingleTargetHealOrDamage,4,Talent_DotHot_Hot,GE_Sune_Talent_InstantSingleTargetHealOrDamage_DotHot_Hot,talent_candidate
GA_Sune_MeleeAutoAttack,0,HitEffectRef,GE_Sune_MeleeAutoAttack_Damage,baseline_candidate
GA_Sune_SelfImmunityAndAoeHeal,0,ImmunityBuffEffectRef,GE_Sune_SelfImmunityAndAoeHeal_SelfBuff_Immunity,baseline_candidate
GA_Sune_SelfImmunityAndAoeHeal,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_SelfImmunityAndAoeHeal,2,SelfBuffEffectRef,GE_Sune_SelfImmunityAndAoeHeal_SelfBuff,baseline_candidate
GA_Sune_SingleTargetAbsorb,0,AbsorbEffectRef,GE_Sune_SingleTargetAbsorb_Absorb,baseline_candidate
GA_Sune_SingleTargetAbsorb,1,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Sune_SingleTargetAbsorb,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_SingleTargetDamageTransfer,0,BuffEffectRef,GE_Sune_SingleTargetDamageTransfer_Buff,baseline_candidate
GA_Sune_SingleTargetDamageTransfer,1,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Sune_SingleTargetDamageTransfer,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_SingleTargetFillerMelee,0,DamageEffectRef,GE_Sune_SingleTargetFillerMelee_Damage,baseline_candidate
GA_Sune_SingleTargetFillerMelee,1,DebuffEffectRef,GE_Sune_AoeMeleeDamageBoostAndManaRefundDebuff_Debuff,baseline_candidate
GA_Sune_SingleTargetFillerMelee,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_SingleTargetFillerMelee,3,Talent_AoeProcBuff_AoeDamageEffect,GE_Sune_Talent_SingleTargetFillerMelee_AoeProcBuff_Damage,talent_candidate
GA_Sune_SingleTargetInterrupt,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Sune_SingleTargetInterrupt,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_SingleTargetTaunt,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Sune_SingleTargetTaunt,1,DebuffEffectRef,GE_Sune_SingleTargetTaunt_Taunt,baseline_candidate
GA_Sune_SingleTargetTaunt,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_TargetedCastedHealOrDamage,0,DamageEffectRef,GE_Sune_TargetedCastedHealOrDamage_Damage,baseline_candidate
GA_Sune_TargetedCastedHealOrDamage,1,HealingEffectRef,GE_Sune_TargetedCastedHealOrDamage_Heal,baseline_candidate
GA_Sune_TargetedCastedHealOrDamage,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_TargetedLeapAoe,0,AoeDamageEffectRef,GE_Sune_TargetedLeapAoe_Damage,baseline_candidate
GA_Sune_TargetedLeapAoe,1,ChargeGameplayEffectClass,GE_Shared_ChargeCooldownNoHaste,baseline_candidate
GA_Sune_TargetedLeapAoe,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Sune_TargetedLeapAoe,3,SelfBuffEffectRef,GE_Sune_TargetedLeapAoe_SelfBuff,baseline_candidate
GA_Sune_TargetedLeapAoe,4,Talent_MoveSpeedAndArmorBuff_Effect,GE_Sune_Talent_TargetedLeapAoe_MoveSpeedAndArmorBuff_Buff,talent_candidate
GA_Sune_TargetedLeapAoe,5,Talent_ParryBuff_BuffEffect,GE_Sune_Talent_TargetedLeapAoe_ParryBuff,talent_candidate
GA_Vigor_CastedSingleTargetDamage_C,0,Damage Effect,GE_Vigor_CastedSingleTargetDamage_Damage,baseline_candidate
GA_Vigor_CastedSingleTargetDamage_C,1,TalentSingleTargetChargedHotHealAllyHealEffectRef,GE_Vigor_Talent_CastedSingleTargetDamage_SingleTargetChargedHot_HealAlly_Heal,talent_candidate
GA_Vigor_CastedSingleTargetHeal_C,0,DefaultHealEffect,GE_Vigor_CastedSingleTargetHeal_Heal,baseline_candidate
GA_Vigor_CastedSingleTargetHeal_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_ChargedMovementSpeedSelfBuff_C,0,Buff Effect,GE_Vigor_ChargedMovementSpeedSelfBuff_SelfBuff,baseline_candidate
GA_Vigor_ChargedMovementSpeedSelfBuff_C,1,ChargeGameplayEffectClass,GE_Shared_ChargeCooldownNoHaste,baseline_candidate
GA_Vigor_ChargedMovementSpeedSelfBuff_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_ChargedMovementSpeedSelfBuff_C,3,Talent Self Buff Effect,GE_PartyHealAndSelfBuff_SelfBuff,talent_candidate
GA_Vigor_ChargedMovementSpeedSelfBuff_C,4,TalentSelfBuffVisualEffect,GE_Vigor_PartyHealAndSelfBuff_Visual,talent_candidate
GA_Vigor_DamageReductionAndImmunityBuff_C,0,Buff Effect,GE_Vigor_DamageReductionAndImmunityBuff,baseline_candidate
GA_Vigor_DamageReductionAndImmunityBuff_C,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Vigor_DamageReductionAndImmunityBuff_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_InstantAoeHeal_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Vigor_InstantAoeHeal_C,1,DamageReductionTalentBuffEffectRef,GE_Vigor_Talent_InstantAoeHeal_DamageReduction_AoeBuff,talent_candidate
GA_Vigor_InstantAoeHeal_C,2,Heal Effect,GE_Vigor_InstantAoeHeal_Heal,baseline_candidate
GA_Vigor_InstantAoeHeal_C,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_InstantAoeHeal_C,4,Talent InstantAoeHeal FreePowerProc ActualProc Stacker,GE_Vigor_Talent_InstantFrontalConeDamageHeal_InstantAoeHeal_FreePowerProc_Proc,talent_candidate
GA_Vigor_InstantFrontalConeDamageHeal_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Vigor_InstantFrontalConeDamageHeal_C,1,Damage Effect Class,GE_Vigor_InstantFrontalConeDamageHeal_Damage,baseline_candidate
GA_Vigor_InstantFrontalConeDamageHeal_C,2,Heal Effect Class,GE_Vigor_InstantFrontalConeDamageHeal_Heal,baseline_candidate
GA_Vigor_InstantFrontalConeDamageHeal_C,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_InstantFrontalConeDamageHeal_C,4,Talent InstantFrontalCone Proc Effect,GE_Vigor_Talent_InstantFrontalConeDamageHeal_DotProc_Proc,talent_candidate
GA_Vigor_InstantResourceGain,0,BuffEffectRef,GE_Vigor_InstantResourceGain_Buff,baseline_candidate
GA_Vigor_InstantResourceGain,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Vigor_InstantResourceGain,2,EffectRef,GE_Vigor_InstantResourceGain,baseline_candidate
GA_Vigor_InstantResourceGain,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_PartyHealAndSelfBuff_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Vigor_PartyHealAndSelfBuff_C,1,Heal Effect,GE_Vigor_PartyHealAndSelfBuff_Heal,baseline_candidate
GA_Vigor_PartyHealAndSelfBuff_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_PartyHealAndSelfBuff_C,3,Self Buff Effect,GE_PartyHealAndSelfBuff_SelfBuff,baseline_candidate
GA_Vigor_Passive_Echo_Monitor_C,0,Relevant Echo Trigger Effect Array,GE_Vigor_CastedSingleTargetHeal_Heal,baseline_candidate
GA_Vigor_Passive_Echo_Monitor_C,1,Relevant Echo Trigger Effect Array,GE_Vigor_InstantAoeHeal_Heal,baseline_candidate
GA_Vigor_Passive_Echo_Monitor_C,2,Relevant Echo Trigger Effect Array,GE_Vigor_InstantFrontalConeDamageHeal_Heal,baseline_candidate
GA_Vigor_Passive_Echo_Monitor_C,3,Relevant Echo Trigger Effect Array,GE_Vigor_PartyHealAndSelfBuff_Heal,baseline_candidate
GA_Vigor_Passive_Echo_Monitor_C,4,Relevant Echo Trigger Effect Array,GE_Vigor_SingleTargetChargedHot_DirectHeal,baseline_candidate
GA_Vigor_Passive_Echo_Monitor_C,5,Relevant Echo Trigger Effect Array,GE_Vigor_SkillshotAoeProjectile_Heal,baseline_candidate
GA_Vigor_SingleAllyDispel_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Vigor_SingleAllyDispel_C,1,Dispel Effect,GE_Vigor_SingleAllyDispel_Dispel,baseline_candidate
GA_Vigor_SingleAllyDispel_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_SingleTargetAbsorb,0,BuffEffectRef,GE_Vigor_SingleTargetAbsorb_Absorb,baseline_candidate
GA_Vigor_SingleTargetAbsorb,1,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Vigor_SingleTargetAbsorb,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_SingleTargetAbsorb,3,SpiritProcBuff_NextRuneSpenderIncreasedPower EffectRef,GE_Vigor_Talent_SpiritProcBuff_NextRuneSpenderIncreasedPower_Proc,baseline_candidate
GA_Vigor_SingleTargetChargedHot_C,0,Direct Heal Effect,GE_Vigor_SingleTargetChargedHot_DirectHeal,baseline_candidate
GA_Vigor_SingleTargetChargedHot_C,1,Echo Heal Effect,GE_Vigor_SingleTargetEchoProccer_Buff,baseline_candidate
GA_Vigor_SingleTargetChargedHot_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_SingleTargetChargedHot_C,3,SpiritProcBuff_NextRuneSpenderIncreasedPower EffectRef,GE_Vigor_Talent_SpiritProcBuff_NextRuneSpenderIncreasedPower_Proc,baseline_candidate
GA_Vigor_SingleTargetDot_C,0,DotEffect,GE_Vigor_SingleTargetDot_Dot,baseline_candidate
GA_Vigor_SingleTargetDot_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_SingleTargetDot_C,2,SpiritProcBuff_NextRuneSpenderIncreasedPower EffectRef,GE_Vigor_Talent_SpiritProcBuff_NextRuneSpenderIncreasedPower_Proc,baseline_candidate
GA_Vigor_SingleTargetDot_C,3,TalentAllyHealEffectRef,GE_Vigor_Talent_SingleTargetDot_BuffActiveAdditionalDirectDamage_DamageHealsAlly_Heal,talent_candidate
GA_Vigor_SkillshotAoeProjectile,0,Active Proc Effect,GE_Vigor_SkillshotAoeProjectile_ActiveProjectileProc,baseline_candidate
GA_Vigor_SkillshotAoeProjectile,1,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Vigor_SkillshotAoeProjectile,2,DamageEffectRef,GE_Vigor_SkillshotAoeProjectile_Damage,baseline_candidate
GA_Vigor_SkillshotAoeProjectile,3,HealingEffectRef,GE_Vigor_SkillshotAoeProjectile_Heal,baseline_candidate
GA_Vigor_SkillshotAoeProjectile,4,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Vigor_SkillshotAoeProjectile,5,SpiritProcBuff_NextRuneSpenderIncreasedPower EffectRef,GE_Vigor_Talent_SpiritProcBuff_NextRuneSpenderIncreasedPower_Proc,baseline_candidate
GA_Warmaster_AoeIncite,0,AoeBuffRef,GE_Warmaster_AoeIncite_FriendlyAura_Buff,baseline_candidate
GA_Warmaster_AoeIncite,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Warmaster_AoeIncite,2,SelfBuffRef,GE_Warmaster_AoeIncite_SelfBuff,baseline_candidate
GA_Warmaster_AoeIncite,3,TargetDebuffRef,GE_Warmaster_AoeIncite_InciteTarget,baseline_candidate
GA_Warmaster_BouncyProjectile_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Warmaster_BouncyProjectile_C,1,DamageEffectRef,GE_Warmaster_BouncyProjectile_Damage,baseline_candidate
GA_Warmaster_BouncyProjectile_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_DefenceBuff_C,0,BuffEffectRef,GE_Warmaster_DefenceBuff_Buff,baseline_candidate
GA_Warmaster_DefenceBuff_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_HeavyMelee_C,0,CleaveEffectRef,GE_Warmaster_HeavyMelee_CleaveDamage,baseline_candidate
GA_Warmaster_HeavyMelee_C,1,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Warmaster_HeavyMelee_C,2,DamageEffectRef,GE_Warmaster_HeavyMelee_Damage,baseline_candidate
GA_Warmaster_HeavyMelee_C,3,MeleeCleaveBonusProcEffectRef,GE_Warmaster_MeleeCleaveBonusProc,baseline_candidate
GA_Warmaster_HeavyMelee_C,4,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_InstantMeleeCleave,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Warmaster_InstantMeleeCleave,1,DamageEffectRef,GE_Warmaster_InstantMeleeCleave_Damage,baseline_candidate
GA_Warmaster_InstantMeleeCleave,2,DebuffEffectRef,GE_Warmaster_InstantMeleeCleave_BleedDebuff,baseline_candidate
GA_Warmaster_InstantMeleeCleave,3,EnfeebleEffectRef,GE_Warmaster_InstantMeleeCleave_BleedDebuff_EnfeeblingEffect,baseline_candidate
GA_Warmaster_InstantMeleeCleave,4,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_InstantMeleeCleave,5,PassiveHealthRegenEffectRef,GE_Warmaster_PassiveHealthRegen,baseline_candidate
GA_Warmaster_InstantMeleeCleave,6,Talent AttackSpeedSlowDebuff Ref,GE_Warmaster_Talent_InstantMeleeCleave_ReducedAttackSpeed_Debuff,talent_candidate
GA_Warmaster_LightMelee_C,0,DamageEffectRef,GE_Warmaster_LightMelee_Damage,baseline_candidate
GA_Warmaster_LightMelee_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_LightMelee_C,2,Talent MeleeCleave Tier2 MeleeCleaveDamageIncreaseFreeCastProc Effect,GE_Warmaster_Talent_MeleeCleave_Tier2_MeleeCleaveDamageIncreaseFreeCastProc,talent_candidate
GA_Warmaster_MeleeAoeSlow_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Warmaster_MeleeAoeSlow_C,1,DamageEffectRef,GE_Warmaster_MeleeAoeSlow_Damage,baseline_candidate
GA_Warmaster_MeleeAoeSlow_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_MeleeAoeSlow_C,3,RegularDebuffEffectRef,GE_Warmaster_MeleeAoeSlow_Debuff,baseline_candidate
GA_Warmaster_MeleeAoeSlow_C,4,TalentStunEffectRef,GE_Warmaster_MeleeAoeSlow_Stun,talent_candidate
GA_Warmaster_MeleeAoeSlow_C,5,VisibleDebuffEffectRef,GE_Warmaster_MeleeAoeSlow_DebuffIcon,baseline_candidate
GA_Warmaster_MeleeAutoAttack_C,0,HitEffectRef,GE_Warmaster_MeleeAutoAttack_Damage,baseline_candidate
GA_Warmaster_MeleeCleave_C,0,AbsorbEffectRef,GE_Warmaster_MeleeCleave_Absorb,baseline_candidate
GA_Warmaster_MeleeCleave_C,1,CleaveEffectRef,GE_Warmaster_MeleeCleave_CleaveDamage,baseline_candidate
GA_Warmaster_MeleeCleave_C,2,DamageEffectRef,GE_Warmaster_MeleeCleave_Damage,baseline_candidate
GA_Warmaster_MeleeCleave_C,3,DamageReductionEffectRef,GE_Warmaster_MeleeCleave_ReducedIncomingDamageFromTarget_Debuff,baseline_candidate
GA_Warmaster_MeleeCleave_C,4,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_MeleeInterrupt_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Warmaster_MeleeInterrupt_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_MoveSpeedBuff,0,AllyBuffEffectRef,GE_Warmaster_MoveSpeedBuff_AllyBuff,baseline_candidate
GA_Warmaster_MoveSpeedBuff,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Warmaster_MoveSpeedBuff,2,MeleeCleaveAbsorbBuffEffect Ref,GE_Warmaster_MeleeCleave_AbsorbBuff_SelfBuff,baseline_candidate
GA_Warmaster_MoveSpeedBuff,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_MoveSpeedBuff,4,SelfBuffEffectRef,GE_Warmaster_MoveSpeedBuff_SelfBuff,baseline_candidate
GA_Warmaster_MoveToTargetStun_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Warmaster_MoveToTargetStun_C,1,DebuffEffectRef,GE_Warmaster_MoveToTargetStun_Stun,baseline_candidate
GA_Warmaster_MoveToTargetStun_C,2,HitEffectRef,GE_Warmaster_MoveToTargetStun_Damage,baseline_candidate
GA_Warmaster_MoveToTargetStun_C,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_MoveToTargetStun_C,4,Talent Move Speed Effect,GE_Warmaster_Talent_MoveToTargetStun_IncreasedMoveSpeed,talent_candidate
GA_Warmaster_NoResourceLossSelfBuff_C,0,BuffEffectRef,GE_Warmaster_NoResourceLossSelfBuff_Buff,baseline_candidate
GA_Warmaster_NoResourceLossSelfBuff_C,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Warmaster_NoResourceLossSelfBuff_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_RangedTaunt_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Warmaster_RangedTaunt_C,1,DebuffEffectRef,GE_Warmaster_RangedTaunt_Debuff,baseline_candidate
GA_Warmaster_RangedTaunt_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Warmaster_ShieldSelfBuff,0,BuffEffectRef,GE_Warmaster_ShieldSelfBuff_Buff,baseline_candidate
GA_Warmaster_ShieldSelfBuff,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GE_Firemage_PlacedProjectileAoe_DirectDamageBased_Dot,0,DamageEffectRef,GE_Firemage_PlacedProjectileAoe_Damage,baseline_candidate
GE_Firemage_PlacedProjectileAoe_DirectDamageBased_Dot,1,DotEffectRef,GE_Firemage_PlacedProjectileAoe_DirectDamageBased_Dot,baseline_candidate
