id,namespace,tag,numeric_id,provenance_origin,provenance_dev_name,provenance_source,provenance_source_authority
GameplayEffect/GE_Mosse_InstantSelfEscapeBuff_ManaCost,GameplayEffect,GE_Mosse_InstantSelfEscapeBuff_ManaCost,2201,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_InstantSelfEscapeBuff_ReduceThreat,GameplayEffect,GE_Mosse_InstantSelfEscapeBuff_ReduceThreat,1469,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Passive_HealingMushroomPlacement_Heal,GameplayEffect,GE_Mosse_Passive_HealingMushroomPlacement_Heal,1453,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Passive_IncreasedMoveSpeed_Buff,GameplayEffect,GE_Mosse_Passive_IncreasedMoveSpeed_Buff,1452,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Passive_PartyStaminaBuff_Buff,GameplayEffect,GE_Mosse_Passive_PartyStaminaBuff_Buff,2731,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PinkButterfly_Double_Chargeup,GameplayEffect,GE_Mosse_PinkButterfly_Double_Chargeup,1450,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PinkButterfly_Double_FlashHeal,GameplayEffect,GE_Mosse_PinkButterfly_Double_FlashHeal,1449,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PinkButterfly_Double_Hot,GameplayEffect,GE_Mosse_PinkButterfly_Double_Hot,1448,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PinkButterfly_Double_Hot_ApplyTalentEffectToOwner,GameplayEffect,GE_Mosse_PinkButterfly_Double_Hot_ApplyTalentEffectToOwner,3137,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PinkButterfly_Double_ManaCost,GameplayEffect,GE_Mosse_PinkButterfly_Double_ManaCost,1447,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PinkButterfly_Idle,GameplayEffect,GE_Mosse_PinkButterfly_Idle,1446,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PinkButterfly_Simple_Hot,GameplayEffect,GE_Mosse_PinkButterfly_Simple_Hot,1445,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PinkButterfly_Simple_ManaCost,GameplayEffect,GE_Mosse_PinkButterfly_Simple_ManaCost,1444,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PlacedAoeBuff_Cost,GameplayEffect,GE_Mosse_PlacedAoeBuff_Cost,1443,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PlacedAoeBuff_DamageReductionBuff,GameplayEffect,GE_Mosse_PlacedAoeBuff_DamageReductionBuff,1442,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_PlacedAoeBuff_IncreasedHealingTakenBuff,GameplayEffect,GE_Mosse_PlacedAoeBuff_IncreasedHealingTakenBuff,2269,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_ProjectileTurret_Damage,GameplayEffect,GE_Mosse_ProjectileTurret_Damage,1440,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_ProjectileTurrets_ManaCost,GameplayEffect,GE_Mosse_ProjectileTurrets_ManaCost,1441,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SharedHealthBuff_Buff,GameplayEffect,GE_Mosse_SharedHealthBuff_Buff,1439,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SharedHealthBuff_Cost,GameplayEffect,GE_Mosse_SharedHealthBuff_Cost,1438,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SharedHealthBuff_HealthDistributer,GameplayEffect,GE_Mosse_SharedHealthBuff_HealthDistributer,1437,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SharedHealthBuff_HealthDistributer_Damage,GameplayEffect,GE_Mosse_SharedHealthBuff_HealthDistributer_Damage,3136,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SharedHealthBuff_HealthDistributer_Heal,GameplayEffect,GE_Mosse_SharedHealthBuff_HealthDistributer_Heal,3135,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SharedHealthBuff_HealthSyncBuff,GameplayEffect,GE_Mosse_SharedHealthBuff_HealthSyncBuff,1436,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SingleTargetCastedDamageReductionBuff,GameplayEffect,GE_Mosse_SingleTargetCastedDamageReductionBuff,1484,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SingleTargetCastedDamageReductionBuff_CastingCost,GameplayEffect,GE_Mosse_SingleTargetCastedDamageReductionBuff_CastingCost,1483,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SingleTargetDispel_Dispel,GameplayEffect,GE_Mosse_SingleTargetDispel_Dispel,1435,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SingleTargetDispel_ManaCost,GameplayEffect,GE_Mosse_SingleTargetDispel_ManaCost,1434,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SingleTargetDot_Dot,GameplayEffect,GE_Mosse_SingleTargetDot_Dot,1432,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_SingleTargetDot_ManaCost,GameplayEffect,GE_Mosse_SingleTargetDot_ManaCost,1431,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_BlueFlutterflyTargetBonus_DamageReduction_OnTargetEffect,GameplayEffect,GE_Mosse_Talent_BlueFlutterflyTargetBonus_DamageReduction_OnTargetEffect,1422,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_BlueFlutterflyTargetBonus_DamageTakenReduction,GameplayEffect,GE_Mosse_Talent_BlueFlutterflyTargetBonus_DamageTakenReduction,2291,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_BlueFlutterflyTargetBonus_MoveSpeedIncrease,GameplayEffect,GE_Mosse_Talent_BlueFlutterflyTargetBonus_MoveSpeedIncrease,1421,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_BlueFlutterflyTargetBonus_MoveSpeedIncrease_OnSelfEffect,GameplayEffect,GE_Mosse_Talent_BlueFlutterflyTargetBonus_MoveSpeedIncrease_OnSelfEffect,1420,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_ButterflyHeal_CastedSingleTargetProjectile_Proc_Buff,GameplayEffect,GE_Mosse_Talent_ButterflyHeal_CastedSingleTargetProjectile_Proc_Buff,1419,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_ButterflyLowHealth_Buff_Cooldown,GameplayEffect,GE_Mosse_Talent_ButterflyLowHealth_Buff_Cooldown,3134,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_ButterflyLowHealth_Buff_Effect,GameplayEffect,GE_Mosse_Talent_ButterflyLowHealth_Buff_Effect,3133,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_Dot_CastedSingleTargetHeal_Proc_Buff,GameplayEffect,GE_Mosse_Talent_Dot_CastedSingleTargetHeal_Proc_Buff,1418,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_DurationalAoeHealPlacement_ManaRegenAndSpirit_Buff,GameplayEffect,GE_Mosse_Talent_DurationalAoeHealPlacement_ManaRegenAndSpirit_Buff,2235,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_DurationalAoeHealPlacement_OverhealGivesAbsorb_AbsorbBuff,GameplayEffect,GE_Mosse_Talent_DurationalAoeHealPlacement_OverhealGivesAbsorb_AbsorbBuff,2172,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_ExplosiveMinion_AllyTargetHeal_Heal,GameplayEffect,GE_Mosse_Talent_ExplosiveMinion_AllyTargetHeal_Heal,2241,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_ExplosiveMinion_AoeHeal,GameplayEffect,GE_Mosse_Talent_ExplosiveMinion_AoeHeal,1430,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_ExplosiveMinion_AoeHeal_Hot,GameplayEffect,GE_Mosse_Talent_ExplosiveMinion_AoeHeal_Hot,2085,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_ExplosiveMinion_IncreasedDamage,GameplayEffect,GE_Mosse_Talent_ExplosiveMinion_IncreasedDamage,1428,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_IncreasedHealOnLowHealthTarget,GameplayEffect,GE_Mosse_Talent_IncreasedHealOnLowHealthTarget,1427,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_IncreasedMaxMana,GameplayEffect,GE_Mosse_Talent_IncreasedMaxMana,2234,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_IncreasedMovementSpeed,GameplayEffect,GE_Mosse_Talent_IncreasedMovementSpeed,2233,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_InstantSelfEscapeBuff_ReducedIncomingDamage,GameplayEffect,GE_Mosse_Talent_InstantSelfEscapeBuff_ReducedIncomingDamage,1429,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_MagicDamageReduction,GameplayEffect,GE_Mosse_Talent_MagicDamageReduction,2064,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_PinkButterflyDouble_IncreaseHealingToSimplePinkFlutterfly_OwnerEffect,GameplayEffect,GE_Mosse_Talent_PinkButterflyDouble_IncreaseHealingToSimplePinkFlutterfly_OwnerEffect,3132,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_PinkButterfly_Double_IncreasedHotDuration,GameplayEffect,GE_Mosse_Talent_PinkButterfly_Double_IncreasedHotDuration,1426,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_PinkButterfly_Double_ManaCostReduceBuffOnOtherAbilityCommit_Buff,GameplayEffect,GE_Mosse_Talent_PinkButterfly_Double_ManaCostReduceBuffOnOtherAbilityCommit_Buff,3131,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_PinkButterfly_Double_MaxHealthIncreaseOnCrit,GameplayEffect,GE_Mosse_Talent_PinkButterfly_Double_MaxHealthIncreaseOnCrit,2292,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_PinkButterfly_Double_MaxHealthIncreaseWhileActive,GameplayEffect,GE_Mosse_Talent_PinkButterfly_Double_MaxHealthIncreaseWhileActive,2422,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_PinkButterfly_Simple_IncreasedTickSpeed,GameplayEffect,GE_Mosse_Talent_PinkButterfly_Simple_IncreasedTickSpeed,1425,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_PinkButterfly_Simple_IncreasedTickSpeed_Duration,GameplayEffect,GE_Mosse_Talent_PinkButterfly_Simple_IncreasedTickSpeed_Duration,1424,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_PlacedAoeBuff_IncreasedDamageReduction,GameplayEffect,GE_Mosse_Talent_PlacedAoeBuff_IncreasedDamageReduction,2468,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_ReducedIncomingAoeDamage,GameplayEffect,GE_Mosse_Talent_ReducedIncomingAoeDamage,1423,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_TargetAbsorb,GameplayEffect,GE_Mosse_Talent_TargetAbsorb,2240,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_TurretChannelHeal_FocusTargetIncreasedDamage_DamageIncrease,GameplayEffect,GE_Mosse_Talent_TurretChannelHeal_FocusTargetIncreasedDamage_DamageIncrease,2239,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_TurretChannelHeal_FocusTargetIncreasedDamage_OwnerEffect,GameplayEffect,GE_Mosse_Talent_TurretChannelHeal_FocusTargetIncreasedDamage_OwnerEffect,3130,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_TurretChannelHeal_ReducedSpeedAoeDebuff_AttackSpeedDebuff,GameplayEffect,GE_Mosse_Talent_TurretChannelHeal_ReducedSpeedAoeDebuff_AttackSpeedDebuff,3129,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_TurretChannelHeal_ReducedSpeedAoeDebuff_Debuff,GameplayEffect,GE_Mosse_Talent_TurretChannelHeal_ReducedSpeedAoeDebuff_Debuff,2309,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_Talent_TurretChannelHeal_ReducedSpeedAoeDebuff_SlowDebuff,GameplayEffect,GE_Mosse_Talent_TurretChannelHeal_ReducedSpeedAoeDebuff_SlowDebuff,3128,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_TurretChannelHeal_AbsorbBuff,GameplayEffect,GE_Mosse_TurretChannelHeal_AbsorbBuff,2198,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_TurretChannelHeal_ChannelHandler,GameplayEffect,GE_Mosse_TurretChannelHeal_ChannelHandler,2197,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_TurretChannelHeal_Debuff,GameplayEffect,GE_Mosse_TurretChannelHeal_Debuff,2232,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_TurretChannelHeal_HealBuff,GameplayEffect,GE_Mosse_TurretChannelHeal_HealBuff,1417,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_TurretChannelHeal_ManaCost,GameplayEffect,GE_Mosse_TurretChannelHeal_ManaCost,1433,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_TurretChannelHeal_TurretCounter,GameplayEffect,GE_Mosse_TurretChannelHeal_TurretCounter,2196,datamine,,,legacy_unbound
GameplayEffect/GE_Mosse_YellowButterflies_HoT,GameplayEffect,GE_Mosse_YellowButterflies_HoT,1451,datamine,,,legacy_unbound
GameplayEffect/GE_Mount_Mounted,GameplayEffect,GE_Mount_Mounted,1,datamine,,,legacy_unbound
GameplayEffect/GE_NPCAttributesBase,GameplayEffect,GE_NPCAttributesBase,155,datamine,,,legacy_unbound
GameplayEffect/GE_NPC_MalevolentSpirits_BeamEffect,GameplayEffect,GE_NPC_MalevolentSpirits_BeamEffect,40,datamine,,,legacy_unbound
GameplayEffect/GE_NPC_MalevolentSpirits_OnDeathAbility_ReplenishHealthandMana_Effect,GameplayEffect,GE_NPC_MalevolentSpirits_OnDeathAbility_ReplenishHealthandMana_Effect,39,datamine,,,legacy_unbound
GameplayEffect/GE_NPC_MalevolentSpirits_Spirit_Buff,GameplayEffect,GE_NPC_MalevolentSpirits_Spirit_Buff,38,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_CastedRangedProjectile_Damage,GameplayEffect,GE_NP_BossHellcaller_CastedRangedProjectile_Damage,756,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_CastedRangedProjectile_PreferSomeoneElse,GameplayEffect,GE_NP_BossHellcaller_CastedRangedProjectile_PreferSomeoneElse,2184,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_ChainLightning_Damage,GameplayEffect,GE_NP_BossHellcaller_ChainLightning_Damage,764,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_GrowingCircleCast_Damage,GameplayEffect,GE_NP_BossHellcaller_GrowingCircleCast_Damage,755,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_Hide,GameplayEffect,GE_NP_BossHellcaller_Hide,763,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_MeleeAutoAttack_Damage,GameplayEffect,GE_NP_BossHellcaller_MeleeAutoAttack_Damage,754,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_MinHealth,GameplayEffect,GE_NP_BossHellcaller_MinHealth,762,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_PeriodicDamage_Buff,GameplayEffect,GE_NP_BossHellcaller_PeriodicDamage_Buff,2379,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_PeriodicDamage_Damage,GameplayEffect,GE_NP_BossHellcaller_PeriodicDamage_Damage,2378,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_Retreat_Stun,GameplayEffect,GE_NP_BossHellcaller_Retreat_Stun,761,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_SetHealth,GameplayEffect,GE_NP_BossHellcaller_SetHealth,760,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_SoakDebuff_Damage,GameplayEffect,GE_NP_BossHellcaller_SoakDebuff_Damage,759,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_SoakDebuff_Debuff,GameplayEffect,GE_NP_BossHellcaller_SoakDebuff_Debuff,758,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_SoakDebuff_Stun,GameplayEffect,GE_NP_BossHellcaller_SoakDebuff_Stun,757,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_TankDebuff_Damage,GameplayEffect,GE_NP_BossHellcaller_TankDebuff_Damage,2372,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_TankDebuff_MagicDamageIncrease,GameplayEffect,GE_NP_BossHellcaller_TankDebuff_MagicDamageIncrease,2371,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BossHellcaller_TankSlamCone_AoeDamage,GameplayEffect,GE_NP_BossHellcaller_TankSlamCone_AoeDamage,2377,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BullyBasher_Biggest_Buff,GameplayEffect,GE_NP_BullyBasher_Biggest_Buff,753,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BullyBasher_BuffAllies_Buff,GameplayEffect,GE_NP_BullyBasher_BuffAllies_Buff,752,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BullyBasher_MeleeAutoAttack_Damage,GameplayEffect,GE_NP_BullyBasher_MeleeAutoAttack_Damage,751,datamine,,,legacy_unbound
GameplayEffect/GE_NP_BullyBasher_TankSlam_Damage,GameplayEffect,GE_NP_BullyBasher_TankSlam_Damage,750,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Facestabber_AttachedAttack_Damage,GameplayEffect,GE_NP_Facestabber_AttachedAttack_Damage,749,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Facestabber_CastProjectile_Damage,GameplayEffect,GE_NP_Facestabber_CastProjectile_Damage,748,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Facestabber_Jump_Attack_HeroDebuff,GameplayEffect,GE_NP_Facestabber_Jump_Attack_HeroDebuff,2427,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Facestabber_MeleeAutoAttack_Damage,GameplayEffect,GE_NP_Facestabber_MeleeAutoAttack_Damage,747,datamine,,,legacy_unbound
GameplayEffect/GE_NP_HalfMancatcher_Grip_BlockOtherGripsEffect,GameplayEffect,GE_NP_HalfMancatcher_Grip_BlockOtherGripsEffect,746,datamine,,,legacy_unbound
GameplayEffect/GE_NP_HalfMancatcher_Grip_ChainProjectile,GameplayEffect,GE_NP_HalfMancatcher_Grip_ChainProjectile,745,datamine,,,legacy_unbound
GameplayEffect/GE_NP_HalfMancatcher_Grip_Damage,GameplayEffect,GE_NP_HalfMancatcher_Grip_Damage,744,datamine,,,legacy_unbound
GameplayEffect/GE_NP_HalfMancatcher_Grip_Immobilize,GameplayEffect,GE_NP_HalfMancatcher_Grip_Immobilize,743,datamine,,,legacy_unbound
GameplayEffect/GE_NP_HalfMancatcher_Grip_Slow,GameplayEffect,GE_NP_HalfMancatcher_Grip_Slow,742,datamine,,,legacy_unbound
GameplayEffect/GE_NP_HalfMancatcher_MeleeAutoAttack_Damage,GameplayEffect,GE_NP_HalfMancatcher_MeleeAutoAttack_Damage,741,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Shinchopper_MeleeAutoAttack_Damage,GameplayEffect,GE_NP_Shinchopper_MeleeAutoAttack_Damage,740,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Stormscreamer_CastProjectile_Damage,GameplayEffect,GE_NP_Stormscreamer_CastProjectile_Damage,738,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Stormscreamer_CastedAoeProjectile_CollisionEffect,GameplayEffect,GE_NP_Stormscreamer_CastedAoeProjectile_CollisionEffect,739,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Stormscreamer_CastedAoeProjectile_Zap,GameplayEffect,GE_NP_Stormscreamer_CastedAoeProjectile_Zap,2071,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Stormscreamer_MeleeAutoAttack_Damage,GameplayEffect,GE_NP_Stormscreamer_MeleeAutoAttack_Damage,737,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Stormscreamer_PeriodicDamage_Buff,GameplayEffect,GE_NP_Stormscreamer_PeriodicDamage_Buff,736,datamine,,,legacy_unbound
GameplayEffect/GE_NP_Stormscreamer_PeriodicDamage_Damage,GameplayEffect,GE_NP_Stormscreamer_PeriodicDamage_Damage,735,datamine,,,legacy_unbound
GameplayEffect/GE_PR_AttachedChains_Attach_Immobilize,GameplayEffect,GE_PR_AttachedChains_Attach_Immobilize,734,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BarbarousLasher_MeleeAutoAttack_Damage,GameplayEffect,GE_PR_BarbarousLasher_MeleeAutoAttack_Damage,733,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BarbarousLasher_ReflectDamage,GameplayEffect,GE_PR_BarbarousLasher_ReflectDamage,732,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BarbarousLasher_ShatterArmor_Damage,GameplayEffect,GE_PR_BarbarousLasher_ShatterArmor_Damage,731,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BarbarousLasher_ShatterArmor_Debuff,GameplayEffect,GE_PR_BarbarousLasher_ShatterArmor_Debuff,730,datamine,,,legacy_unbound
GameplayEffect/GE_PR_Bilgerat_MeleeAutoAttack_Damage,GameplayEffect,GE_PR_Bilgerat_MeleeAutoAttack_Damage,729,datamine,,,legacy_unbound
GameplayEffect/GE_PR_Bilgerat_MoveAwayDestroy_Activator,GameplayEffect,GE_PR_Bilgerat_MoveAwayDestroy_Activator,728,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BlunderbussPirate_MeleeAutoAttack_Damage,GameplayEffect,GE_PR_BlunderbussPirate_MeleeAutoAttack_Damage,2130,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BlunderbussPirate_Passive_FullStackDamageDebuff_AoeDamage_Damage,GameplayEffect,GE_PR_BlunderbussPirate_Passive_FullStackDamageDebuff_AoeDamage_Damage,727,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BlunderbussPirate_RangedAutoAttack_Damage,GameplayEffect,GE_PR_BlunderbussPirate_RangedAutoAttack_Damage,726,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BlunderbussPirate_RangedDamageDebuff_Damage,GameplayEffect,GE_PR_BlunderbussPirate_RangedDamageDebuff_Damage,725,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BlunderbussPirate_RangedDamageDebuff_Debuff,GameplayEffect,GE_PR_BlunderbussPirate_RangedDamageDebuff_Debuff,724,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BlunderbussPirate_RangedDamageDebuff_FullStackDebuff,GameplayEffect,GE_PR_BlunderbussPirate_RangedDamageDebuff_FullStackDebuff,723,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_CannonBarrage_AoeDamage,GameplayEffect,GE_PR_BossAnchor_CannonBarrage_AoeDamage,722,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_CannonBarrage_GrantPassive,GameplayEffect,GE_PR_BossAnchor_CannonBarrage_GrantPassive,721,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_CastedGrowingTankWave_Damage,GameplayEffect,GE_PR_BossAnchor_CastedGrowingTankWave_Damage,720,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_CastedGrowingTankWave_Slow,GameplayEffect,GE_PR_BossAnchor_CastedGrowingTankWave_Slow,719,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_DebuffDoTSlow_Damage,GameplayEffect,GE_PR_BossAnchor_DebuffDoTSlow_Damage,710,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_HighTideTether_Tethered,GameplayEffect,GE_PR_BossAnchor_HighTideTether_Tethered,718,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_HighTide_BossBuff,GameplayEffect,GE_PR_BossAnchor_HighTide_BossBuff,717,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_HighTide_Damage,GameplayEffect,GE_PR_BossAnchor_HighTide_Damage,716,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_HighTide_KillPlayers,GameplayEffect,GE_PR_BossAnchor_HighTide_KillPlayers,715,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_HighTide_NpcsIgnorePush,GameplayEffect,GE_PR_BossAnchor_HighTide_NpcsIgnorePush,2320,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_HighTide_PostAbilityAutoAttackPadding,GameplayEffect,GE_PR_BossAnchor_HighTide_PostAbilityAutoAttackPadding,2376,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_HighTide_SlowAndKillMyMinions,GameplayEffect,GE_PR_BossAnchor_HighTide_SlowAndKillMyMinions,2319,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_HighTide_SlowAndKillNPCs,GameplayEffect,GE_PR_BossAnchor_HighTide_SlowAndKillNPCs,714,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_MeleeAutoAttack_AreaHit_Damage,GameplayEffect,GE_PR_BossAnchor_MeleeAutoAttack_AreaHit_Damage,709,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_MeleeAutoAttack_Damage,GameplayEffect,GE_PR_BossAnchor_MeleeAutoAttack_Damage,708,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_PeriodicMultiSoak_Debuff,GameplayEffect,GE_PR_BossAnchor_PeriodicMultiSoak_Debuff,2456,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_PeriodicMultiSoak_Dot,GameplayEffect,GE_PR_BossAnchor_PeriodicMultiSoak_Dot,2455,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_PeriodicMultiSoak_InstantAoeDamage,GameplayEffect,GE_PR_BossAnchor_PeriodicMultiSoak_InstantAoeDamage,2474,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_Reinforcements_AoeDamage,GameplayEffect,GE_PR_BossAnchor_Reinforcements_AoeDamage,713,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_Reinforcements_GrantPassive,GameplayEffect,GE_PR_BossAnchor_Reinforcements_GrantPassive,712,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_Reinforcements_MinionBuff,GameplayEffect,GE_PR_BossAnchor_Reinforcements_MinionBuff,2318,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossAnchor_Reinforcements_SpawnMoreStuff,GameplayEffect,GE_PR_BossAnchor_Reinforcements_SpawnMoreStuff,711,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossPirateCaptain_AutoAttackMelee_Damage,GameplayEffect,GE_PR_BossPirateCaptain_AutoAttackMelee_Damage,685,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossPirateCaptain_BecomeGhost_HealToFull,GameplayEffect,GE_PR_BossPirateCaptain_BecomeGhost_HealToFull,701,datamine,,,legacy_unbound
GameplayEffect/GE_PR_BossPirateCaptain_BecomeGhost_NoMinHealth,GameplayEffect,GE_PR_BossPirateCaptain_BecomeGhost_NoMinHealth,700,datamine,,,legacy_unbound
