id,encoding,x,value
MC_BloodGuard,dense,119.0,405.31
MC_BloodGuard,dense,120.0,413.42
MC_BloodGuard,dense,121.0,421.69
MC_BloodGuard,dense,122.0,430.12
MC_BloodGuard,dense,123.0,438.72
MC_BloodGuard,dense,124.0,447.5
MC_BloodGuard,dense,125.0,456.45
MC_BloodGuard,dense,126.0,465.58
MC_BloodGuard,dense,127.0,474.89
MC_BloodGuard,dense,128.0,484.39
MC_BloodGuard,dense,129.0,494.08
MC_BloodGuard,dense,130.0,503.96
MC_BloodGuard,dense,131.0,514.04
MC_BloodGuard,dense,132.0,524.32
MC_BloodGuard,dense,133.0,534.8
MC_BloodGuard,dense,134.0,545.5
MC_BloodGuard,dense,135.0,556.41
MC_BloodGuard,dense,136.0,567.54
MC_BloodGuard,dense,137.0,578.89
MC_BloodGuard,dense,138.0,590.47
MC_BloodGuard,dense,139.0,602.27
MC_BloodGuard,dense,140.0,614.32
MC_BloodGuard,dense,141.0,626.61
MC_BloodGuard,dense,142.0,639.14
MC_BloodGuard,dense,143.0,651.92
MC_BloodGuard,dense,144.0,664.96
MC_BloodGuard,dense,145.0,678.26
MC_BloodGuard,dense,146.0,691.82
MC_BloodGuard,dense,147.0,705.66
MC_BloodGuard,dense,148.0,719.77
MC_BloodGuard,dense,149.0,734.17
MC_BloodGuard,dense,150.0,748.85
MC_BloodGuard,dense,151.0,763.83
MC_BloodHound,dense,1.0,1.0
MC_BloodHound,dense,2.0,1.31
MC_BloodHound,dense,3.0,1.85
MC_BloodHound,dense,4.0,2.6
MC_BloodHound,dense,5.0,3.67
MC_BloodHound,dense,6.0,4.05
MC_BloodHound,dense,7.0,4.66
MC_BloodHound,dense,8.0,6.11
MC_BloodHound,dense,9.0,8.0
MC_BloodHound,dense,10.0,10.49
MC_BloodHound,dense,11.0,11.23
MC_BloodHound,dense,12.0,11.96
MC_BloodHound,dense,13.0,14.47
MC_BloodHound,dense,14.0,17.51
MC_BloodHound,dense,15.0,21.18
MC_BloodHound,dense,16.0,21.92
MC_BloodHound,dense,17.0,22.98
MC_BloodHound,dense,18.0,26.77
MC_BloodHound,dense,19.0,31.19
MC_BloodHound,dense,20.0,36.34
MC_BloodHound,dense,21.0,37.37
MC_BloodHound,dense,22.0,39.61
MC_BloodHound,dense,23.0,41.99
MC_BloodHound,dense,24.0,44.51
MC_BloodHound,dense,25.0,47.18
MC_BloodHound,dense,26.0,50.01
MC_BloodHound,dense,27.0,53.01
MC_BloodHound,dense,28.0,56.19
MC_BloodHound,dense,29.0,59.56
MC_BloodHound,dense,30.0,63.13
MC_BloodHound,dense,31.0,66.92
MC_BloodHound,dense,32.0,68.93
MC_BloodHound,dense,33.0,71.0
MC_BloodHound,dense,34.0,73.12
MC_BloodHound,dense,35.0,75.32
MC_BloodHound,dense,36.0,77.58
MC_BloodHound,dense,37.0,79.91
MC_BloodHound,dense,38.0,81.5
MC_BloodHound,dense,39.0,83.13
MC_BloodHound,dense,40.0,84.8
MC_BloodHound,dense,41.0,86.49
MC_BloodHound,dense,42.0,88.22
MC_BloodHound,dense,43.0,89.99
MC_BloodHound,dense,44.0,91.79
MC_BloodHound,dense,45.0,93.62
MC_BloodHound,dense,46.0,95.49
MC_BloodHound,dense,47.0,97.4
MC_BloodHound,dense,48.0,99.35
MC_BloodHound,dense,49.0,101.34
MC_BloodHound,dense,50.0,103.37
MC_BloodHound,dense,51.0,105.43
MC_BloodHound,dense,52.0,107.54
MC_BloodHound,dense,53.0,109.69
MC_BloodHound,dense,54.0,111.89
MC_BloodHound,dense,55.0,114.12
MC_BloodHound,dense,56.0,116.41
MC_BloodHound,dense,57.0,118.74
MC_BloodHound,dense,58.0,121.11
MC_BloodHound,dense,59.0,123.53
MC_BloodHound,dense,60.0,126.0
MC_BloodHound,dense,61.0,128.52
MC_BloodHound,dense,62.0,131.09
MC_BloodHound,dense,63.0,133.72
MC_BloodHound,dense,64.0,136.39
MC_BloodHound,dense,65.0,139.12
MC_BloodHound,dense,66.0,141.9
MC_BloodHound,dense,67.0,144.74
MC_BloodHound,dense,68.0,147.63
MC_BloodHound,dense,69.0,150.59
MC_BloodHound,dense,70.0,153.6
MC_BloodHound,dense,71.0,156.67
MC_BloodHound,dense,72.0,159.8
MC_BloodHound,dense,73.0,163.0
MC_BloodHound,dense,74.0,166.26
MC_BloodHound,dense,75.0,169.58
MC_BloodHound,dense,76.0,172.98
MC_BloodHound,dense,77.0,176.43
MC_BloodHound,dense,78.0,179.96
MC_BloodHound,dense,79.0,183.56
MC_BloodHound,dense,80.0,187.23
MC_BloodHound,dense,81.0,190.98
MC_BloodHound,dense,82.0,194.8
MC_BloodHound,dense,83.0,198.69
MC_BloodHound,dense,84.0,202.67
MC_BloodHound,dense,85.0,206.72
MC_BloodHound,dense,86.0,210.86
MC_BloodHound,dense,87.0,215.07
MC_BloodHound,dense,88.0,219.37
MC_BloodHound,dense,89.0,223.76
MC_BloodHound,dense,90.0,228.24
MC_BloodHound,dense,91.0,232.8
MC_BloodHound,dense,92.0,237.46
MC_BloodHound,dense,93.0,242.21
MC_BloodHound,dense,94.0,247.05
MC_BloodHound,dense,95.0,251.99
MC_BloodHound,dense,96.0,257.03
MC_BloodHound,dense,97.0,262.17
MC_BloodHound,dense,98.0,267.42
MC_BloodHound,dense,99.0,272.76
MC_BloodHound,dense,100.0,278.22
MC_BloodHound,dense,101.0,283.78
MC_BloodHound,dense,102.0,289.46
MC_BloodHound,dense,103.0,295.25
MC_BloodHound,dense,104.0,301.15
MC_BloodHound,dense,105.0,307.18
MC_BloodHound,dense,106.0,313.32
MC_BloodHound,dense,107.0,319.59
MC_BloodHound,dense,108.0,325.98
MC_BloodHound,dense,109.0,332.5
MC_BloodHound,dense,110.0,339.15
MC_BloodHound,dense,111.0,345.93
MC_BloodHound,dense,112.0,352.85
MC_BloodHound,dense,113.0,359.91
MC_BloodHound,dense,114.0,367.11
MC_BloodHound,dense,115.0,374.45
MC_BloodHound,dense,116.0,381.94
MC_BloodHound,dense,117.0,389.57
MC_BloodHound,dense,118.0,397.37
MC_BloodHound,dense,119.0,405.31
MC_BloodHound,dense,120.0,413.42
MC_BloodHound,dense,121.0,421.69
MC_BloodHound,dense,122.0,430.12
MC_BloodHound,dense,123.0,438.72
MC_BloodHound,dense,124.0,447.5
MC_BloodHound,dense,125.0,456.45
MC_BloodHound,dense,126.0,465.58
MC_BloodHound,dense,127.0,474.89
MC_BloodHound,dense,128.0,484.39
MC_BloodHound,dense,129.0,494.08
MC_BloodHound,dense,130.0,503.96
MC_BloodHound,dense,131.0,514.04
MC_BloodHound,dense,132.0,524.32
MC_BloodHound,dense,133.0,534.8
MC_BloodHound,dense,134.0,545.5
MC_BloodHound,dense,135.0,556.41
MC_BloodHound,dense,136.0,567.54
MC_BloodHound,dense,137.0,578.89
MC_BloodHound,dense,138.0,590.47
MC_BloodHound,dense,139.0,602.27
MC_BloodHound,dense,140.0,614.32
MC_BloodHound,dense,141.0,626.61
MC_BloodHound,dense,142.0,639.14
MC_BloodHound,dense,143.0,651.92
MC_BloodHound,dense,144.0,664.96
MC_BloodHound,dense,145.0,678.26
MC_BloodHound,dense,146.0,691.82
MC_BloodHound,dense,147.0,705.66
MC_BloodHound,dense,148.0,719.77
MC_BloodHound,dense,149.0,734.17
MC_BloodHound,dense,150.0,748.85
MC_BloodHound,dense,151.0,763.83
MC_BloodSummoner,dense,1.0,1.0
MC_BloodSummoner,dense,2.0,1.31
MC_BloodSummoner,dense,3.0,1.85
MC_BloodSummoner,dense,4.0,2.6
MC_BloodSummoner,dense,5.0,3.67
MC_BloodSummoner,dense,6.0,4.05
MC_BloodSummoner,dense,7.0,4.66
MC_BloodSummoner,dense,8.0,6.11
MC_BloodSummoner,dense,9.0,8.0
MC_BloodSummoner,dense,10.0,10.49
MC_BloodSummoner,dense,11.0,11.23
MC_BloodSummoner,dense,12.0,11.96
MC_BloodSummoner,dense,13.0,14.47
MC_BloodSummoner,dense,14.0,17.51
MC_BloodSummoner,dense,15.0,21.18
MC_BloodSummoner,dense,16.0,21.92
MC_BloodSummoner,dense,17.0,22.98
MC_BloodSummoner,dense,18.0,26.77
MC_BloodSummoner,dense,19.0,31.19
MC_BloodSummoner,dense,20.0,36.34
MC_BloodSummoner,dense,21.0,37.37
MC_BloodSummoner,dense,22.0,39.61
MC_BloodSummoner,dense,23.0,41.99
MC_BloodSummoner,dense,24.0,44.51
MC_BloodSummoner,dense,25.0,47.18
MC_BloodSummoner,dense,26.0,50.01
MC_BloodSummoner,dense,27.0,53.01
MC_BloodSummoner,dense,28.0,56.19
MC_BloodSummoner,dense,29.0,59.56
MC_BloodSummoner,dense,30.0,63.13
MC_BloodSummoner,dense,31.0,66.92
MC_BloodSummoner,dense,32.0,68.93
MC_BloodSummoner,dense,33.0,71.0
MC_BloodSummoner,dense,34.0,73.12
MC_BloodSummoner,dense,35.0,75.32
MC_BloodSummoner,dense,36.0,77.58
MC_BloodSummoner,dense,37.0,79.91
MC_BloodSummoner,dense,38.0,81.5
MC_BloodSummoner,dense,39.0,83.13
MC_BloodSummoner,dense,40.0,84.8
MC_BloodSummoner,dense,41.0,86.49
MC_BloodSummoner,dense,42.0,88.22
MC_BloodSummoner,dense,43.0,89.99
MC_BloodSummoner,dense,44.0,91.79
MC_BloodSummoner,dense,45.0,93.62
MC_BloodSummoner,dense,46.0,95.49
MC_BloodSummoner,dense,47.0,97.4
MC_BloodSummoner,dense,48.0,99.35
MC_BloodSummoner,dense,49.0,101.34
MC_BloodSummoner,dense,50.0,103.37
MC_BloodSummoner,dense,51.0,105.43
MC_BloodSummoner,dense,52.0,107.54
MC_BloodSummoner,dense,53.0,109.69
MC_BloodSummoner,dense,54.0,111.89
MC_BloodSummoner,dense,55.0,114.12
MC_BloodSummoner,dense,56.0,116.41
MC_BloodSummoner,dense,57.0,118.74
MC_BloodSummoner,dense,58.0,121.11
MC_BloodSummoner,dense,59.0,123.53
MC_BloodSummoner,dense,60.0,126.0
MC_BloodSummoner,dense,61.0,128.52
MC_BloodSummoner,dense,62.0,131.09
MC_BloodSummoner,dense,63.0,133.72
MC_BloodSummoner,dense,64.0,136.39
MC_BloodSummoner,dense,65.0,139.12
MC_BloodSummoner,dense,66.0,141.9
MC_BloodSummoner,dense,67.0,144.74
MC_BloodSummoner,dense,68.0,147.63
MC_BloodSummoner,dense,69.0,150.59
MC_BloodSummoner,dense,70.0,153.6
MC_BloodSummoner,dense,71.0,156.67
MC_BloodSummoner,dense,72.0,159.8
MC_BloodSummoner,dense,73.0,163.0
MC_BloodSummoner,dense,74.0,166.26
MC_BloodSummoner,dense,75.0,169.58
MC_BloodSummoner,dense,76.0,172.98
MC_BloodSummoner,dense,77.0,176.43
MC_BloodSummoner,dense,78.0,179.96
MC_BloodSummoner,dense,79.0,183.56
MC_BloodSummoner,dense,80.0,187.23
MC_BloodSummoner,dense,81.0,190.98
MC_BloodSummoner,dense,82.0,194.8
MC_BloodSummoner,dense,83.0,198.69
MC_BloodSummoner,dense,84.0,202.67
MC_BloodSummoner,dense,85.0,206.72
MC_BloodSummoner,dense,86.0,210.86
MC_BloodSummoner,dense,87.0,215.07
MC_BloodSummoner,dense,88.0,219.37
MC_BloodSummoner,dense,89.0,223.76
MC_BloodSummoner,dense,90.0,228.24
MC_BloodSummoner,dense,91.0,232.8
MC_BloodSummoner,dense,92.0,237.46
MC_BloodSummoner,dense,93.0,242.21
MC_BloodSummoner,dense,94.0,247.05
MC_BloodSummoner,dense,95.0,251.99
MC_BloodSummoner,dense,96.0,257.03
MC_BloodSummoner,dense,97.0,262.17
MC_BloodSummoner,dense,98.0,267.42
MC_BloodSummoner,dense,99.0,272.76
MC_BloodSummoner,dense,100.0,278.22
MC_BloodSummoner,dense,101.0,283.78
MC_BloodSummoner,dense,102.0,289.46
MC_BloodSummoner,dense,103.0,295.25
MC_BloodSummoner,dense,104.0,301.15
MC_BloodSummoner,dense,105.0,307.18
MC_BloodSummoner,dense,106.0,313.32
MC_BloodSummoner,dense,107.0,319.59
MC_BloodSummoner,dense,108.0,325.98
MC_BloodSummoner,dense,109.0,332.5
MC_BloodSummoner,dense,110.0,339.15
MC_BloodSummoner,dense,111.0,345.93
MC_BloodSummoner,dense,112.0,352.85
MC_BloodSummoner,dense,113.0,359.91
MC_BloodSummoner,dense,114.0,367.11
MC_BloodSummoner,dense,115.0,374.45
MC_BloodSummoner,dense,116.0,381.94
MC_BloodSummoner,dense,117.0,389.57
MC_BloodSummoner,dense,118.0,397.37
MC_BloodSummoner,dense,119.0,405.31
MC_BloodSummoner,dense,120.0,413.42
MC_BloodSummoner,dense,121.0,421.69
MC_BloodSummoner,dense,122.0,430.12
MC_BloodSummoner,dense,123.0,438.72
MC_BloodSummoner,dense,124.0,447.5
MC_BloodSummoner,dense,125.0,456.45
MC_BloodSummoner,dense,126.0,465.58
MC_BloodSummoner,dense,127.0,474.89
MC_BloodSummoner,dense,128.0,484.39
MC_BloodSummoner,dense,129.0,494.08
MC_BloodSummoner,dense,130.0,503.96
MC_BloodSummoner,dense,131.0,514.04
MC_BloodSummoner,dense,132.0,524.32
MC_BloodSummoner,dense,133.0,534.8
MC_BloodSummoner,dense,134.0,545.5
MC_BloodSummoner,dense,135.0,556.41
MC_BloodSummoner,dense,136.0,567.54
MC_BloodSummoner,dense,137.0,578.89
MC_BloodSummoner,dense,138.0,590.47
MC_BloodSummoner,dense,139.0,602.27
MC_BloodSummoner,dense,140.0,614.32
MC_BloodSummoner,dense,141.0,626.61
MC_BloodSummoner,dense,142.0,639.14
MC_BloodSummoner,dense,143.0,651.92
MC_BloodSummoner,dense,144.0,664.96
MC_BloodSummoner,dense,145.0,678.26
MC_BloodSummoner,dense,146.0,691.82
MC_BloodSummoner,dense,147.0,705.66
MC_BloodSummoner,dense,148.0,719.77
MC_BloodSummoner,dense,149.0,734.17
MC_BloodSummoner,dense,150.0,748.85
MC_BloodSummoner,dense,151.0,763.83
MC_BossGuardian,dense,1.0,1.0
MC_BossGuardian,dense,2.0,1.31
MC_BossGuardian,dense,3.0,1.85
MC_BossGuardian,dense,4.0,2.6
MC_BossGuardian,dense,5.0,3.67
MC_BossGuardian,dense,6.0,4.05
MC_BossGuardian,dense,7.0,4.66
MC_BossGuardian,dense,8.0,6.11
MC_BossGuardian,dense,9.0,8.0
MC_BossGuardian,dense,10.0,10.49
MC_BossGuardian,dense,11.0,11.23
MC_BossGuardian,dense,12.0,11.96
MC_BossGuardian,dense,13.0,14.47
MC_BossGuardian,dense,14.0,17.51
MC_BossGuardian,dense,15.0,21.18
MC_BossGuardian,dense,16.0,21.92
MC_BossGuardian,dense,17.0,22.98
MC_BossGuardian,dense,18.0,26.77
MC_BossGuardian,dense,19.0,31.19
MC_BossGuardian,dense,20.0,36.34
MC_BossGuardian,dense,21.0,37.37
MC_BossGuardian,dense,22.0,39.61
MC_BossGuardian,dense,23.0,41.99
MC_BossGuardian,dense,24.0,44.51
MC_BossGuardian,dense,25.0,47.18
MC_BossGuardian,dense,26.0,50.01
MC_BossGuardian,dense,27.0,53.01
MC_BossGuardian,dense,28.0,56.19
MC_BossGuardian,dense,29.0,59.56
MC_BossGuardian,dense,30.0,63.13
MC_BossGuardian,dense,31.0,66.92
MC_BossGuardian,dense,32.0,68.93
MC_BossGuardian,dense,33.0,71.0
MC_BossGuardian,dense,34.0,73.12
MC_BossGuardian,dense,35.0,75.32
MC_BossGuardian,dense,36.0,77.58
MC_BossGuardian,dense,37.0,79.91
MC_BossGuardian,dense,38.0,81.5
MC_BossGuardian,dense,39.0,83.13
MC_BossGuardian,dense,40.0,84.8
MC_BossGuardian,dense,41.0,86.49
MC_BossGuardian,dense,42.0,88.22
MC_BossGuardian,dense,43.0,89.99
MC_BossGuardian,dense,44.0,91.79
MC_BossGuardian,dense,45.0,93.62
MC_BossGuardian,dense,46.0,95.49
MC_BossGuardian,dense,47.0,97.4
MC_BossGuardian,dense,48.0,99.35
MC_BossGuardian,dense,49.0,101.34
MC_BossGuardian,dense,50.0,103.37
MC_BossGuardian,dense,51.0,105.43
MC_BossGuardian,dense,52.0,107.54
MC_BossGuardian,dense,53.0,109.69
MC_BossGuardian,dense,54.0,111.89
MC_BossGuardian,dense,55.0,114.12
MC_BossGuardian,dense,56.0,116.41
MC_BossGuardian,dense,57.0,118.74
MC_BossGuardian,dense,58.0,121.11
MC_BossGuardian,dense,59.0,123.53
MC_BossGuardian,dense,60.0,126.0
MC_BossGuardian,dense,61.0,128.52
MC_BossGuardian,dense,62.0,131.09
MC_BossGuardian,dense,63.0,133.72
MC_BossGuardian,dense,64.0,136.39
MC_BossGuardian,dense,65.0,139.12
MC_BossGuardian,dense,66.0,141.9
MC_BossGuardian,dense,67.0,144.74
MC_BossGuardian,dense,68.0,147.63
MC_BossGuardian,dense,69.0,150.59
MC_BossGuardian,dense,70.0,153.6
MC_BossGuardian,dense,71.0,156.67
MC_BossGuardian,dense,72.0,159.8
MC_BossGuardian,dense,73.0,163.0
MC_BossGuardian,dense,74.0,166.26
MC_BossGuardian,dense,75.0,169.58
MC_BossGuardian,dense,76.0,172.98
MC_BossGuardian,dense,77.0,176.43
MC_BossGuardian,dense,78.0,179.96
MC_BossGuardian,dense,79.0,183.56
MC_BossGuardian,dense,80.0,187.23
MC_BossGuardian,dense,81.0,190.98
MC_BossGuardian,dense,82.0,194.8
MC_BossGuardian,dense,83.0,198.69
MC_BossGuardian,dense,84.0,202.67
MC_BossGuardian,dense,85.0,206.72
MC_BossGuardian,dense,86.0,210.86
MC_BossGuardian,dense,87.0,215.07
MC_BossGuardian,dense,88.0,219.37
MC_BossGuardian,dense,89.0,223.76
MC_BossGuardian,dense,90.0,228.24
MC_BossGuardian,dense,91.0,232.8
MC_BossGuardian,dense,92.0,237.46
MC_BossGuardian,dense,93.0,242.21
MC_BossGuardian,dense,94.0,247.05
MC_BossGuardian,dense,95.0,251.99
MC_BossGuardian,dense,96.0,257.03
MC_BossGuardian,dense,97.0,262.17
MC_BossGuardian,dense,98.0,267.42
MC_BossGuardian,dense,99.0,272.76
MC_BossGuardian,dense,100.0,278.22
MC_BossGuardian,dense,101.0,283.78
MC_BossGuardian,dense,102.0,289.46
MC_BossGuardian,dense,103.0,295.25
MC_BossGuardian,dense,104.0,301.15
MC_BossGuardian,dense,105.0,307.18
MC_BossGuardian,dense,106.0,313.32
MC_BossGuardian,dense,107.0,319.59
MC_BossGuardian,dense,108.0,325.98
MC_BossGuardian,dense,109.0,332.5
MC_BossGuardian,dense,110.0,339.15
MC_BossGuardian,dense,111.0,345.93
MC_BossGuardian,dense,112.0,352.85
MC_BossGuardian,dense,113.0,359.91
MC_BossGuardian,dense,114.0,367.11
MC_BossGuardian,dense,115.0,374.45
MC_BossGuardian,dense,116.0,381.94
MC_BossGuardian,dense,117.0,389.57
MC_BossGuardian,dense,118.0,397.37
MC_BossGuardian,dense,119.0,405.31
MC_BossGuardian,dense,120.0,413.42
MC_BossGuardian,dense,121.0,421.69
MC_BossGuardian,dense,122.0,430.12
MC_BossGuardian,dense,123.0,438.72
MC_BossGuardian,dense,124.0,447.5
MC_BossGuardian,dense,125.0,456.45
MC_BossGuardian,dense,126.0,465.58
MC_BossGuardian,dense,127.0,474.89
MC_BossGuardian,dense,128.0,484.39
MC_BossGuardian,dense,129.0,494.08
MC_BossGuardian,dense,130.0,503.96
MC_BossGuardian,dense,131.0,514.04
MC_BossGuardian,dense,132.0,524.32
MC_BossGuardian,dense,133.0,534.8
MC_BossGuardian,dense,134.0,545.5
MC_BossGuardian,dense,135.0,556.41
MC_BossGuardian,dense,136.0,567.54
MC_BossGuardian,dense,137.0,578.89
MC_BossGuardian,dense,138.0,590.47
MC_BossGuardian,dense,139.0,602.27
MC_BossGuardian,dense,140.0,614.32
MC_BossGuardian,dense,141.0,626.61
MC_BossGuardian,dense,142.0,639.14
MC_BossGuardian,dense,143.0,651.92
MC_BossGuardian,dense,144.0,664.96
MC_BossGuardian,dense,145.0,678.26
MC_BossGuardian,dense,146.0,691.82
MC_BossGuardian,dense,147.0,705.66
MC_BossGuardian,dense,148.0,719.77
MC_BossGuardian,dense,149.0,734.17
MC_BossGuardian,dense,150.0,748.85
MC_BossGuardian,dense,151.0,763.83
MC_WanderingGhostGuard,dense,1.0,1.0
MC_WanderingGhostGuard,dense,2.0,1.31
MC_WanderingGhostGuard,dense,3.0,1.85
MC_WanderingGhostGuard,dense,4.0,2.6
MC_WanderingGhostGuard,dense,5.0,3.67
MC_WanderingGhostGuard,dense,6.0,4.05
MC_WanderingGhostGuard,dense,7.0,4.66
MC_WanderingGhostGuard,dense,8.0,6.11
MC_WanderingGhostGuard,dense,9.0,8.0
MC_WanderingGhostGuard,dense,10.0,10.49
MC_WanderingGhostGuard,dense,11.0,11.23
MC_WanderingGhostGuard,dense,12.0,11.96
MC_WanderingGhostGuard,dense,13.0,14.47
MC_WanderingGhostGuard,dense,14.0,17.51
MC_WanderingGhostGuard,dense,15.0,21.18
MC_WanderingGhostGuard,dense,16.0,21.92
MC_WanderingGhostGuard,dense,17.0,22.98
MC_WanderingGhostGuard,dense,18.0,26.77
MC_WanderingGhostGuard,dense,19.0,31.19
MC_WanderingGhostGuard,dense,20.0,36.34
MC_WanderingGhostGuard,dense,21.0,37.37
MC_WanderingGhostGuard,dense,22.0,39.61
MC_WanderingGhostGuard,dense,23.0,41.99
MC_WanderingGhostGuard,dense,24.0,44.51
MC_WanderingGhostGuard,dense,25.0,47.18
MC_WanderingGhostGuard,dense,26.0,50.01
MC_WanderingGhostGuard,dense,27.0,53.01
MC_WanderingGhostGuard,dense,28.0,56.19
MC_WanderingGhostGuard,dense,29.0,59.56
MC_WanderingGhostGuard,dense,30.0,63.13
MC_WanderingGhostGuard,dense,31.0,66.92
MC_WanderingGhostGuard,dense,32.0,68.93
MC_WanderingGhostGuard,dense,33.0,71.0
MC_WanderingGhostGuard,dense,34.0,73.12
MC_WanderingGhostGuard,dense,35.0,75.32
MC_WanderingGhostGuard,dense,36.0,77.58
MC_WanderingGhostGuard,dense,37.0,79.91
MC_WanderingGhostGuard,dense,38.0,81.5
MC_WanderingGhostGuard,dense,39.0,83.13
MC_WanderingGhostGuard,dense,40.0,84.8
MC_WanderingGhostGuard,dense,41.0,86.49
MC_WanderingGhostGuard,dense,42.0,88.22
MC_WanderingGhostGuard,dense,43.0,89.99
MC_WanderingGhostGuard,dense,44.0,91.79
MC_WanderingGhostGuard,dense,45.0,93.62
MC_WanderingGhostGuard,dense,46.0,95.49
MC_WanderingGhostGuard,dense,47.0,97.4
MC_WanderingGhostGuard,dense,48.0,99.35
MC_WanderingGhostGuard,dense,49.0,101.34
MC_WanderingGhostGuard,dense,50.0,103.37
MC_WanderingGhostGuard,dense,51.0,105.43
MC_WanderingGhostGuard,dense,52.0,107.54
MC_WanderingGhostGuard,dense,53.0,109.69
MC_WanderingGhostGuard,dense,54.0,111.89
MC_WanderingGhostGuard,dense,55.0,114.12
MC_WanderingGhostGuard,dense,56.0,116.41
MC_WanderingGhostGuard,dense,57.0,118.74
MC_WanderingGhostGuard,dense,58.0,121.11
MC_WanderingGhostGuard,dense,59.0,123.53
MC_WanderingGhostGuard,dense,60.0,126.0
MC_WanderingGhostGuard,dense,61.0,128.52
MC_WanderingGhostGuard,dense,62.0,131.09
MC_WanderingGhostGuard,dense,63.0,133.72
MC_WanderingGhostGuard,dense,64.0,136.39
MC_WanderingGhostGuard,dense,65.0,139.12
MC_WanderingGhostGuard,dense,66.0,141.9
MC_WanderingGhostGuard,dense,67.0,144.74
MC_WanderingGhostGuard,dense,68.0,147.63
MC_WanderingGhostGuard,dense,69.0,150.59
MC_WanderingGhostGuard,dense,70.0,153.6
MC_WanderingGhostGuard,dense,71.0,156.67
MC_WanderingGhostGuard,dense,72.0,159.8
MC_WanderingGhostGuard,dense,73.0,163.0
MC_WanderingGhostGuard,dense,74.0,166.26
MC_WanderingGhostGuard,dense,75.0,169.58
MC_WanderingGhostGuard,dense,76.0,172.98
MC_WanderingGhostGuard,dense,77.0,176.43
MC_WanderingGhostGuard,dense,78.0,179.96
MC_WanderingGhostGuard,dense,79.0,183.56
MC_WanderingGhostGuard,dense,80.0,187.23
MC_WanderingGhostGuard,dense,81.0,190.98
MC_WanderingGhostGuard,dense,82.0,194.8
MC_WanderingGhostGuard,dense,83.0,198.69
MC_WanderingGhostGuard,dense,84.0,202.67
MC_WanderingGhostGuard,dense,85.0,206.72
MC_WanderingGhostGuard,dense,86.0,210.86
MC_WanderingGhostGuard,dense,87.0,215.07
MC_WanderingGhostGuard,dense,88.0,219.37
MC_WanderingGhostGuard,dense,89.0,223.76
MC_WanderingGhostGuard,dense,90.0,228.24
MC_WanderingGhostGuard,dense,91.0,232.8
MC_WanderingGhostGuard,dense,92.0,237.46
MC_WanderingGhostGuard,dense,93.0,242.21
MC_WanderingGhostGuard,dense,94.0,247.05
MC_WanderingGhostGuard,dense,95.0,251.99
MC_WanderingGhostGuard,dense,96.0,257.03
MC_WanderingGhostGuard,dense,97.0,262.17
MC_WanderingGhostGuard,dense,98.0,267.42
MC_WanderingGhostGuard,dense,99.0,272.76
MC_WanderingGhostGuard,dense,100.0,278.22
MC_WanderingGhostGuard,dense,101.0,283.78
MC_WanderingGhostGuard,dense,102.0,289.46
MC_WanderingGhostGuard,dense,103.0,295.25
MC_WanderingGhostGuard,dense,104.0,301.15
MC_WanderingGhostGuard,dense,105.0,307.18
MC_WanderingGhostGuard,dense,106.0,313.32
MC_WanderingGhostGuard,dense,107.0,319.59
MC_WanderingGhostGuard,dense,108.0,325.98
MC_WanderingGhostGuard,dense,109.0,332.5
MC_WanderingGhostGuard,dense,110.0,339.15
MC_WanderingGhostGuard,dense,111.0,345.93
MC_WanderingGhostGuard,dense,112.0,352.85
MC_WanderingGhostGuard,dense,113.0,359.91
MC_WanderingGhostGuard,dense,114.0,367.11
MC_WanderingGhostGuard,dense,115.0,374.45
MC_WanderingGhostGuard,dense,116.0,381.94
MC_WanderingGhostGuard,dense,117.0,389.57
MC_WanderingGhostGuard,dense,118.0,397.37
MC_WanderingGhostGuard,dense,119.0,405.31
MC_WanderingGhostGuard,dense,120.0,413.42
MC_WanderingGhostGuard,dense,121.0,421.69
MC_WanderingGhostGuard,dense,122.0,430.12
MC_WanderingGhostGuard,dense,123.0,438.72
MC_WanderingGhostGuard,dense,124.0,447.5
MC_WanderingGhostGuard,dense,125.0,456.45
MC_WanderingGhostGuard,dense,126.0,465.58
MC_WanderingGhostGuard,dense,127.0,474.89
MC_WanderingGhostGuard,dense,128.0,484.39
MC_WanderingGhostGuard,dense,129.0,494.08
MC_WanderingGhostGuard,dense,130.0,503.96
MC_WanderingGhostGuard,dense,131.0,514.04
MC_WanderingGhostGuard,dense,132.0,524.32
MC_WanderingGhostGuard,dense,133.0,534.8
MC_WanderingGhostGuard,dense,134.0,545.5
MC_WanderingGhostGuard,dense,135.0,556.41
MC_WanderingGhostGuard,dense,136.0,567.54
MC_WanderingGhostGuard,dense,137.0,578.89
MC_WanderingGhostGuard,dense,138.0,590.47
MC_WanderingGhostGuard,dense,139.0,602.27
MC_WanderingGhostGuard,dense,140.0,614.32
MC_WanderingGhostGuard,dense,141.0,626.61
MC_WanderingGhostGuard,dense,142.0,639.14
MC_WanderingGhostGuard,dense,143.0,651.92
MC_WanderingGhostGuard,dense,144.0,664.96
MC_WanderingGhostGuard,dense,145.0,678.26
MC_WanderingGhostGuard,dense,146.0,691.82
MC_WanderingGhostGuard,dense,147.0,705.66
MC_WanderingGhostGuard,dense,148.0,719.77
MC_WanderingGhostGuard,dense,149.0,734.17
MC_WanderingGhostGuard,dense,150.0,748.85
MC_WanderingGhostGuard,dense,151.0,763.83
