id,source_category,dispellable,duration_policy,ui_name,ui_description,stacking,period,provenance_origin,provenance_dev_name,provenance_source
GE_Meiko_FrontalAoeDebuff_Damage,hero,true,,,,,,datamine,,
GE_Meiko_FrontalAoeDebuff_Stun,hero,true,HasDuration,Stunned,Stunned for a short duration.,AggregateBySource,,datamine,,
GE_Meiko_HIghDamageCleave_SelfHeal,hero,true,,,,,,datamine,,
GE_Meiko_HighDamageCleave_Damage,hero,true,,,,,,datamine,,
GE_Meiko_InstantSelfDefensive_HealBonusTracker,hero,true,Infinite,,,AggregateByTarget,,datamine,,
GE_Meiko_InstantSelfDefensive_SelfHeal,hero,true,,,,,,datamine,,
GE_Meiko_MeleeAutoAttack_Damage,hero,true,,,,,,datamine,,
GE_Meiko_MeleeDamageImmediateSelfBuff_Damage,hero,true,,,,,,datamine,,
GE_Meiko_MeleeDamageImmediateSelfBuff_SelfBuff,hero,true,HasDuration,Spirited Strikes,+20% Magic Damage Reduction and +5% Parry.,AggregateBySource,,datamine,,
GE_Meiko_MeleeDamageLowHealthSelfBuff_Damage,hero,true,,,,,,datamine,,
GE_Meiko_MeleeDamageLowHealthSelfBuff_SelfBuff,hero,true,Infinite,Earthfall,Your next <bold>Earthfist Barrage</> cast deals 100% increased damage.,AggregateBySource,,datamine,,
GE_Meiko_MeleeDamageSelfBuff_Damage,hero,true,,,,,,datamine,,
GE_Meiko_MeleeDamageSelfBuff_SelfBuff,hero,true,Infinite,Stormfall,Your next <bold>Lashing Stormkick</> damage is increased by 100%.,AggregateBySource,,datamine,,
GE_Meiko_MeleeDown_Damage,hero,true,,,,,,datamine,,
GE_Meiko_MeleeInterrupt_Interrupt,hero,true,,,,,,datamine,,
GE_Meiko_MeleeInterrupt_Lockout,hero,true,,Interrupted,Cannot cast spells for a short duration.,,,datamine,,
GE_Meiko_MeleeLeft_Damage,hero,true,,,,,,datamine,,
GE_Meiko_MeleeRight_Damage,hero,true,,,,,,datamine,,
GE_Meiko_MoveToLocationAoeDamage_Cost,hero,true,,,,,,datamine,,
GE_Meiko_MoveToLocationAoeDamage_Damage,hero,true,,,,,,datamine,,
GE_Meiko_MoveToLocationAoeDamage_Dot,hero,true,Infinite,Shatter Earth,Taking damage over time.,,1.0,datamine,,
GE_Meiko_PlaceHolderFinisher_Cost,hero,true,,,,,,datamine,,
GE_Meiko_RangedTaunt_Debuff,hero,true,HasDuration,Taunted,Forced to attack Meiko.,AggregateBySource,,datamine,,
GE_Meiko_SpiritProc_IncreasedArmorBuff,hero,true,HasDuration,Spirit Armor,You have 20% more Armor.,AggregateBySource,,datamine,,
GE_Meiko_Talent_ChargedForwardDash_AoeSlow_Debuff,hero,true,HasDuration,Slipstream,Movement speed reduced by 50%.,AggregateBySource,,datamine,,
GE_Meiko_Talent_ChargedForwardDash_MoveSpeedIncrease,hero,true,HasDuration,Talent Increased Movement Speed,,AggregateBySource,,datamine,,
GE_Meiko_Talent_ConsumedBuffsToDefensiveBuff_Buff,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Meiko_Talent_ConsumedBuffsToDefensiveBuff_Stacker,hero,true,,Warden of the Temple,"At 3 stacks, your next Palm Finisher is enhanced.",AggregateBySource,,datamine,,
GE_Meiko_Talent_DamageSoakBuff_IncreasedIncomingHealing_Buff,hero,true,HasDuration,Resonance of Earth,,AggregateBySource,,datamine,,
GE_Meiko_Talent_DurationalAoeDamageBuff_FinisherIncreasedDodgeChance_DodgeChance,hero,true,HasDuration,Harsh Winds,20% increased dodge chance until next dodge,AggregateBySource,,datamine,,
GE_Meiko_Talent_DurationalAoeDamageBuff_IncreasedDamage,hero,true,Infinite,,,,,datamine,,
GE_Meiko_Talent_DurationalAoeDamageBuff_ReducedAttackSpeed_Debuff,hero,true,HasDuration,Harsh Winds,Attack Speed reduced by 20%.,AggregateBySource,,datamine,,
GE_Meiko_Talent_Earth_IncreasedDamage,hero,true,Infinite,,,,,datamine,,
GE_Meiko_Talent_Finishers_IncreasedDamage,hero,true,Infinite,,,,,datamine,,
GE_Meiko_Talent_HighDamageCleave_IncreasedCriticalChance,hero,true,Infinite,,,,,datamine,,
GE_Meiko_Talent_IncreasedMovementSpeed,hero,true,Infinite,,,,,datamine,,
GE_Meiko_Talent_InstantSelfDefensive_ApplyHot_Hot,hero,true,HasDuration,Peacefield,Healing over time.,AggregateByTarget,1.0,datamine,,
GE_Meiko_Talent_InstantSelfDefensive_DamageReductionLessHeal,hero,true,HasDuration,Everlasting Spirit,You take 0.7% less damage per stack,AggregateBySource,,datamine,,
GE_Meiko_Talent_InstantSelfDefensive_DamageReductionLessHel_Damage,hero,true,,Everlasting Spirit: Pulse,Periodically deal damage to nearby enemies.,,,datamine,,
GE_Meiko_Talent_MeleeDamageImmediateSelfBuff_Absorb,hero,true,HasDuration,Shield of Pain,Meiko receives 200% of the damage done by her Sucker Punch as Absorption.,AggregateBySource,,datamine,,
GE_Meiko_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_Buff,hero,true,HasDuration,Forbidden Technique,,AggregateBySource,,datamine,,
GE_Meiko_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_Damage,hero,true,,,,,,datamine,,
GE_Meiko_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_Debuff,hero,true,HasDuration,Forbidden Technique,"Accumulates 18% of all damage Meiko deals to the target. Once the debuff expires, is removed due to reapplication, or if the enemy dies while the debuff is active - Meiko is healed for the accumulated amount and the same amount explodes outward to all nearby enemies in an 800 radius.",AggregateBySource,,datamine,,
GE_Meiko_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_Heal,hero,true,,,,,,datamine,,
GE_Meiko_Talent_ReducedIncomingMagicDamage,hero,true,Infinite,,,,,datamine,,
GE_Meiko_Talent_TauntTotem_BuffAfterDestroyed_Buff,hero,true,HasDuration,Earthen Skin,,AggregateBySource,,datamine,,
GE_Meiko_Talent_TauntTotem_DamageReductionWhileCooldown_Buff,hero,true,Infinite,Harmonic Residual,Your <bold>Stone Shield</> diminishes at 85% of the normal rate when soaking damage.,AggregateBySource,,datamine,,
GE_Meiko_Talent_TauntTotem_IncomingDamageToDamage_Damage,hero,true,,,,,,datamine,,
GE_Meiko_Talent_TauntTotem_IncreasedHealthAndDuration,hero,true,Infinite,,,,,datamine,,
GE_Meiko_TauntTotem_SelfBuff,hero,true,HasDuration,Twin Souls: Bulwark,Your <bold>Sibling of Earth</> is active.,,,datamine,,
GE_Meiko_TauntTotem_Taunt,hero,true,Infinite,Taunted,Forced to attack Meiko's Totem,,,datamine,,
GE_Mosse_BlueButterfly_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_BlueButterfly_SelfBuff,hero,false,Infinite,Fluttercall: Embrace,Your abilities have <bold>20% reduced Mana cost</> and all <bold>Flutterfly Healing</> you do is increased by 50%.,,,datamine,,
GE_Mosse_BlueButterfly_TargetBuff,hero,false,Infinite,Fluttercall: Protect,<bold>Flutterfly Healing</> taken increased by <bold>100%</>.,,,datamine,,
GE_Mosse_CastedSingleTargetProjectile_Damage,hero,true,,,,,,datamine,,
GE_Mosse_CastedSingleTargetProjectile_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_DurationalAoeHealPlacement_Heal,hero,true,,,,,,datamine,,
GE_Mosse_DurationalAoeHealPlacement_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_DurationalAoeHealPlacement_VisualEffect,hero,true,Infinite,Heart Bloom,Heart Bloom is Active.,,,datamine,,
GE_Mosse_ExplosiveMinion_Damage,hero,true,,,,,,datamine,,
GE_Mosse_ExplosiveMinion_Stacker,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Mosse_HealingAoeTotem_Heal,hero,true,,,,,,datamine,,
GE_Mosse_HealingAoeTotem_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_InstantSelfEscapeBuff_Buff,hero,true,HasDuration,Hidden Trail,Movement Speed increased by 50%.,,,datamine,,
GE_Mosse_InstantSelfEscapeBuff_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_InstantSelfEscapeBuff_ReduceThreat,hero,true,,,,,,datamine,,
GE_Mosse_Passive_IncreasedMoveSpeed_Buff,hero,true,Infinite,Speed of Nature,Mosse's animal form gives her 10% increased movement speed.,AggregateBySource,,datamine,,
GE_Mosse_Passive_PartyStaminaBuff_Buff,hero,true,Infinite,Natural Selection,+25% Stamina,,,datamine,,
GE_Mosse_PinkButterfly_Double_Chargeup,hero,true,HasDuration,Fluttercall: Restore Life - Pollinating,,,,datamine,,
GE_Mosse_PinkButterfly_Double_FlashHeal,hero,true,,,,,,datamine,,
GE_Mosse_PinkButterfly_Double_Hot,hero,true,HasDuration,Fluttercall: Restore Life,Healing you over time.,AggregateBySource,1.5,datamine,,
GE_Mosse_PinkButterfly_Double_Hot_ApplyTalentEffectToOwner,hero,true,Infinite,,,,,datamine,,
GE_Mosse_PinkButterfly_Double_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_PinkButterfly_Idle,hero,true,Infinite,,,,,datamine,,
GE_Mosse_PinkButterfly_Simple_Hot,hero,false,Infinite,Fluttercall: Heal,Heals you every 3 sec.,,3.0,datamine,,
GE_Mosse_PinkButterfly_Simple_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_PlacedAoeBuff_Cost,hero,true,,,,,,datamine,,
GE_Mosse_PlacedAoeBuff_IncreasedHealingTakenBuff,hero,true,Infinite,Safe Haven,All healing taken increased by 40%.,,,datamine,,
GE_Mosse_ProjectileTurret_Damage,hero,true,,,,,,datamine,,
GE_Mosse_ProjectileTurrets_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_SharedHealthBuff_Buff,hero,true,HasDuration,Fluttercall: Jubilee,The health of all heroes is evenly distributed throughout the group every 2 seconds.,AggregateByTarget,,datamine,,
GE_Mosse_SharedHealthBuff_Cost,hero,true,,,,,,datamine,,
GE_Mosse_SharedHealthBuff_HealthDistributer_Damage,hero,true,,,,,,datamine,,
GE_Mosse_SharedHealthBuff_HealthDistributer_Heal,hero,true,,,,,,datamine,,
GE_Mosse_SharedHealthBuff_HealthSyncBuff,hero,true,Infinite,,,AggregateByTarget,,datamine,,
GE_Mosse_SingleTargetCastedDamageReductionBuff,hero,true,HasDuration,Ironleaf Ward,All damage taken reduced by 20%,AggregateByTarget,,datamine,,
GE_Mosse_SingleTargetCastedDamageReductionBuff_CastingCost,hero,true,,,,,,datamine,,
GE_Mosse_SingleTargetDispel_Dispel,hero,true,,,,,,datamine,,
GE_Mosse_SingleTargetDispel_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_Talent_BlueFlutterflyTargetBonus_DamageReduction_OnTargetEffect,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_BlueFlutterflyTargetBonus_DamageTakenReduction,hero,true,Infinite,Bluey's Gambit,5% Reduced damage taken,,,datamine,,
GE_Mosse_Talent_ButterflyHeal_CastedSingleTargetProjectile_Proc_Buff,hero,false,Infinite,Sprouting Nettles,Your next <bold>Nettlebolt</> shoots 3 projectiles and each has a +400% critical chance.,AggregateByTarget,,datamine,,
GE_Mosse_Talent_ButterflyLowHealth_Buff_Cooldown,hero,true,HasDuration,Saving Grace: Exhausted,You have recently benefited from <bold>Saving Grace</>.,AggregateByTarget,,datamine,,
GE_Mosse_Talent_ButterflyLowHealth_Buff_Effect,hero,true,HasDuration,Saving Grace,All <bold>Heal Over Time</> healing from <bold>Flutterflies</> taken is increased by 100%.,AggregateByTarget,,datamine,,
GE_Mosse_Talent_DurationalAoeHealPlacement_OverhealGivesAbsorb_AbsorbBuff,hero,true,HasDuration,Unyielding Bloom,Absorbing damage,AggregateBySource,,datamine,,
GE_Mosse_Talent_ExplosiveMinion_AllyTargetHeal_Heal,hero,true,,Bloomin' Boomshrooms,"Your <rt.absorb>Shroomsplosion</> ability can now target allies, sending up to 3 <bold>Boomshrooms</> to detonate on them, instantly healing them for <rt.heal>308% Intellect</> each.

When targeting allies in this way, the <bold>Boomshroom</> still deals its normal damage to nearby enemies.",,,datamine,,
GE_Mosse_Talent_ExplosiveMinion_IncreasedDamage,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_IncreasedHealOnLowHealthTarget,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_IncreasedMovementSpeed,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_InstantSelfEscapeBuff_ReducedIncomingDamage,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_MagicDamageReduction,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_PinkButterflyDouble_IncreaseHealingToSimplePinkFlutterfly_OwnerEffect,hero,true,,,,AggregateBySource,,datamine,,
GE_Mosse_Talent_PinkButterfly_Double_IncreasedHotDuration,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_PinkButterfly_Double_ManaCostReduceBuffOnOtherAbilityCommit_Buff,hero,true,HasDuration,Every Other Flutter,Your next cast of <bold>Fluttercall: Restore Life</> has <bold>25% reduced Mana cost</>.,AggregateByTarget,,datamine,,
GE_Mosse_Talent_PinkButterfly_Double_MaxHealthIncreaseWhileActive,hero,true,Infinite,,,AggregateByTarget,,datamine,,
GE_Mosse_Talent_PinkButterfly_Simple_IncreasedTickSpeed,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_PinkButterfly_Simple_IncreasedTickSpeed_Duration,hero,true,HasDuration,,,,,datamine,,
GE_Mosse_Talent_PlacedAoeBuff_IncreasedDamageReduction,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_ReducedIncomingAoeDamage,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_TargetAbsorb,hero,true,HasDuration,Natural Protector,"Absorbs incoming damage.

Damage dealt to the absorb is reduced by 20%.",AggregateByTarget,,datamine,,
GE_Mosse_Talent_TurretChannelHeal_FocusTargetIncreasedDamage_DamageIncrease,hero,true,Infinite,,,,,datamine,,
GE_Mosse_Talent_TurretChannelHeal_FocusTargetIncreasedDamage_OwnerEffect,hero,true,,,,,,datamine,,
GE_Mosse_Talent_TurretChannelHeal_ReducedSpeedAoeDebuff_AttackSpeedDebuff,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Mosse_Talent_TurretChannelHeal_ReducedSpeedAoeDebuff_Debuff,hero,true,Infinite,Rowdy Rootsap,The target has 20% reduced attack speed and 50% reduced movement speed.,,,datamine,,
GE_Mosse_Talent_TurretChannelHeal_ReducedSpeedAoeDebuff_SlowDebuff,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Mosse_TurretChannelHeal_Debuff,hero,true,HasDuration,Enfeebling Rootsap,Dealing 20% reduced damage,,,datamine,,
GE_Mosse_TurretChannelHeal_ManaCost,hero,true,,,,,,datamine,,
GE_Mosse_TurretChannelHeal_TurretCounter,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Mount_Mounted,mount,false,Infinite,Mounted,Movement Speed increased by 100%,,,datamine,,
GE_NPCAttributesBase,shared,true,Infinite,,,,,datamine,,
GE_NPC_MalevolentSpirits_OnDeathAbility_ReplenishHealthandMana_Effect,dungeon_modifier,true,,,,,,datamine,,
GE_NPC_MalevolentSpirits_Spirit_Buff,dungeon_modifier,true,Infinite,Malevolent Spirit: Protect,50% reduced damage taken. 20% increased haste,,,datamine,,
GE_NP_BossHellcaller_CastedRangedProjectile_Damage,ability_system,true,,,,,,datamine,,
GE_NP_BossHellcaller_CastedRangedProjectile_PreferSomeoneElse,ability_system,true,HasDuration,,,,,datamine,,
GE_NP_BossHellcaller_ChainLightning_Damage,ability_system,true,,,,,,datamine,,
GE_NP_BossHellcaller_GrowingCircleCast_Damage,ability_system,true,,,,,,datamine,,
GE_NP_BossHellcaller_Hide,ability_system,true,Infinite,,,,,datamine,,
GE_NP_BossHellcaller_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_NP_BossHellcaller_MinHealth,ability_system,true,Infinite,,,,,datamine,,
GE_NP_BossHellcaller_PeriodicDamage_Buff,ability_system,true,Infinite,Storm's Conduit,Lightning periodically jolts nearby heroes for magic damage.,,,datamine,,
GE_NP_BossHellcaller_PeriodicDamage_Damage,ability_system,true,,,,,,datamine,,
GE_NP_BossHellcaller_Retreat_Stun,ability_system,true,HasDuration,Stunned,You are stunned.,,,datamine,,
GE_NP_BossHellcaller_SetHealth,ability_system,true,,,,,,datamine,,
GE_NP_BossHellcaller_SoakDebuff_Damage,ability_system,true,,,,,,datamine,,
GE_NP_BossHellcaller_SoakDebuff_Debuff,ability_system,false,HasDuration,Lightning Rod,"Taking Lightning Damage over time.

The damage is split for each target within the radius.",,,datamine,,
GE_NP_BossHellcaller_TankSlamCone_AoeDamage,ability_system,true,,,,,,datamine,,
GE_NP_BullyBasher_BuffAllies_Buff,ability_system,true,HasDuration,Together Stronk!,Taking 20% reduced damage.,AggregateByTarget,,datamine,,
GE_NP_BullyBasher_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_NP_BullyBasher_TankSlam_Damage,ability_system,true,,,,,,datamine,,
GE_NP_Facestabber_AttachedAttack_Damage,ability_system,true,,,,,,datamine,,
GE_NP_Facestabber_CastProjectile_Damage,ability_system,true,,,,,,datamine,,
GE_NP_Facestabber_Jump_Attack_HeroDebuff,ability_system,true,HasDuration,,,,,datamine,,
GE_NP_Facestabber_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_NP_HalfMancatcher_Grip_BlockOtherGripsEffect,ability_system,true,Infinite,,,,,datamine,,
GE_NP_HalfMancatcher_Grip_ChainProjectile,ability_system,false,HasDuration,,,AggregateByTarget,,datamine,,
GE_NP_HalfMancatcher_Grip_Damage,ability_system,true,,,,,,datamine,,
GE_NP_HalfMancatcher_Grip_Immobilize,ability_system,false,HasDuration,Pulled,,AggregateByTarget,,datamine,,
GE_NP_HalfMancatcher_Grip_Slow,ability_system,false,HasDuration,Leg Pulled,65% reduced movement speed.,AggregateByTarget,,datamine,,
GE_NP_HalfMancatcher_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_NP_Shinchopper_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_NP_Stormscreamer_CastProjectile_Damage,ability_system,true,,,,,,datamine,,
GE_NP_Stormscreamer_CastedAoeProjectile_CollisionEffect,ability_system,true,,,,,,datamine,,
GE_NP_Stormscreamer_CastedAoeProjectile_Zap,ability_system,true,,,,,,datamine,,
GE_NP_Stormscreamer_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_NP_Stormscreamer_PeriodicDamage_Buff,ability_system,true,HasDuration,Sky Zapper,Lightning periodically strikes nearby Heroes for magic damage.,,,datamine,,
GE_NP_Stormscreamer_PeriodicDamage_Damage,ability_system,true,,,,,,datamine,,
GE_PR_AttachedChains_Attach_Immobilize,ability_system,false,HasDuration,Shackle Shot,You are immobilized.,AggregateByTarget,,datamine,,
GE_PR_BarbarousLasher_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BarbarousLasher_ReflectDamage,ability_system,false,Infinite,Wicked Thorns,15% of all damage taken is also dealt to the attacker.,,,datamine,,
GE_PR_BarbarousLasher_ShatterArmor_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BarbarousLasher_ShatterArmor_Debuff,ability_system,false,HasDuration,Crush Armor,Armor is reduced by 10%.,AggregateByTarget,,datamine,,
GE_PR_Bilgerat_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BlunderbussPirate_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BlunderbussPirate_Passive_FullStackDamageDebuff_AoeDamage_Damage,ability_system,true,,,,,1.0,datamine,,
GE_PR_BlunderbussPirate_RangedAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BlunderbussPirate_RangedDamageDebuff_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BlunderbussPirate_RangedDamageDebuff_Debuff,ability_system,false,HasDuration,Soulpowder Curse,4 stacks of Soulpowder Curse will cause Soulpowder Explosion.,AggregateByTarget,,datamine,,
GE_PR_BlunderbussPirate_RangedDamageDebuff_FullStackDebuff,ability_system,false,HasDuration,Soulpowder Shot,"Explodes on expiration, dealing <bold>Magic</> damage to all nearby heroes.",,,datamine,,
GE_PR_BossAnchor_CannonBarrage_AoeDamage,ability_system,true,,,,,,datamine,,
GE_PR_BossAnchor_CannonBarrage_GrantPassive,ability_system,false,Infinite,,,,,datamine,,
GE_PR_BossAnchor_CastedGrowingTankWave_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossAnchor_CastedGrowingTankWave_Slow,ability_system,true,HasDuration,Wavestomp: Soggy Breaches,Your movement speed is reduced by 70% and your Haste is reduced by 30%.,AggregateByTarget,,datamine,,
GE_PR_BossAnchor_HighTideTether_Tethered,ability_system,true,Infinite,Anchored,You are tethered to the anchor.,,,datamine,,
GE_PR_BossAnchor_HighTide_BossBuff,ability_system,true,Infinite,Anchored,The Anchor is immune to the tide.,,,datamine,,
GE_PR_BossAnchor_HighTide_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossAnchor_HighTide_KillPlayers,ability_system,false,HasDuration,,,,,datamine,,
GE_PR_BossAnchor_HighTide_NpcsIgnorePush,ability_system,true,HasDuration,,,,,datamine,,
GE_PR_BossAnchor_HighTide_PostAbilityAutoAttackPadding,ability_system,true,HasDuration,,,,,datamine,,
GE_PR_BossAnchor_HighTide_SlowAndKillMyMinions,ability_system,false,HasDuration,,,,,datamine,,
GE_PR_BossAnchor_MeleeAutoAttack_AreaHit_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossAnchor_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossAnchor_PeriodicMultiSoak_Debuff,ability_system,true,HasDuration,Keelhaul,Reduces incoming healing by 20% per stack. Deals damage over time,AggregateByTarget,,datamine,,
GE_PR_BossAnchor_PeriodicMultiSoak_Dot,ability_system,true,HasDuration,Keelhaul,Reduces incoming healing by 20% per stack. Deals damage over time,AggregateByTarget,1.0,datamine,,
GE_PR_BossAnchor_PeriodicMultiSoak_InstantAoeDamage,ability_system,true,,,,,,datamine,,
GE_PR_BossAnchor_Reinforcements_AoeDamage,ability_system,true,,,,,,datamine,,
GE_PR_BossAnchor_Reinforcements_GrantPassive,ability_system,false,Infinite,,,,,datamine,,
GE_PR_BossAnchor_Reinforcements_MinionBuff,ability_system,true,Infinite,,,,,datamine,,
GE_PR_BossAnchor_Reinforcements_SpawnMoreStuff,ability_system,false,Infinite,Reinforced,Summons more minions when using Reinforce,AggregateByTarget,,datamine,,
GE_PR_BossPirateCaptain_AutoAttackMelee_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossPirateCaptain_BecomeGhost_HealToFull,ability_system,true,,,,,,datamine,,
GE_PR_BossPirateCaptain_BecomeGhost_NoMinHealth,ability_system,true,Infinite,,,,,datamine,,
GE_PR_BossPirateCaptain_BecomeGhost_Transition,ability_system,true,Infinite,,,,,datamine,,
GE_PR_BossPirateCaptain_CannonAoe_Damage,ability_system,true,,,,,1.0,datamine,,
GE_PR_BossPirateCaptain_CannonAoe_Stun,ability_system,false,HasDuration,Spectral Cannon: Stun,Stunned.,,,datamine,,
GE_PR_BossPirateCaptain_DebuffAoePool_PlacementAoeDamage,ability_system,true,,,,,,datamine,,
GE_PR_BossPirateCaptain_DebuffAoePool_PlacementDebuff,ability_system,false,HasDuration,Touch of Death,"Upon expiration, places an area of effect under the Heroes feet that slows and deals damage over time.",,,datamine,,
GE_PR_BossPirateCaptain_DebuffAoePool_PoolDamage,ability_system,false,Infinite,Touch of Death,Movement speed is decreased by 50% and deals periodic damage.,,1.0,datamine,,
GE_PR_BossPirateCaptain_DebuffAoePool_PoolSlow,ability_system,false,Infinite,,,,,datamine,,
GE_PR_BossPirateCaptain_DonutAoe_Fade,ability_system,true,HasDuration,,,,,datamine,,
GE_PR_BossPirateCaptain_EmtpyArenaChannel_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossPirateCaptain_EmtpyArenaChannel_Intermission,ability_system,true,Infinite,,,,,datamine,,
GE_PR_BossPirateCaptain_ObstacleCourse_DontSendBack,ability_system,false,HasDuration,,,,,datamine,,
GE_PR_BossPirateCaptain_ObstacleCourse_Dot,ability_system,false,Infinite,Sever Souls,Taking periodic damage.,,1.0,datamine,,
GE_PR_BossPirateCaptain_ObstacleCourse_PlayerGhost,ability_system,false,Infinite,Severed Soul,"Run back the bow to collect your soul.

Unable to use abilities.
Movement Speed increased by 50%.",,,datamine,,
GE_PR_BossPirateCaptain_ObstacleCourse_ReturnBuff,ability_system,true,HasDuration,Returned Buff,Your soul has returned and has reinvigorated itself with 20% increased damage and healing,,,datamine,,
GE_PR_BossPirateCaptain_QuickShots_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossPirateCaptain_Spin_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossPirateCaptain_Spin_ShootDamage,ability_system,true,,,,,,datamine,,
GE_PR_BossPirateCaptain_Spin_ShootDebuff,ability_system,true,HasDuration,Soulpowder Shot,"Explodes on expiration, dealing <bold>Magic</> damage to all nearby heroes.",,,datamine,,
GE_PR_BossPirateCaptain_Spin_ShootDebuff_AoeDamage_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossPirateCaptain_Spin_Slow,ability_system,true,Infinite,,,,,datamine,,
GE_PR_BossPirateCaptain_Split_Dot,ability_system,false,Infinite,Captain's Orders!,Taking <bold>Necrotic Damage</> while standing on the wrong side of the ship.,,1.0,datamine,,
GE_PR_BossPirateCaptain_Split_Left,ability_system,false,HasDuration,,,,,datamine,,
GE_PR_BossPirateCaptain_Split_Right,ability_system,false,HasDuration,,,,,datamine,,
GE_PR_BossTreasureDemon_AutoAttackMelee_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossTreasureDemon_BallMoverDebuff,ability_system,false,HasDuration,Curse of the Covetous,You have the ball! attack it to move the ball to pickup coins!,,,datamine,,
GE_PR_BossTreasureDemon_Ball_AbsorbedCoin,ability_system,false,Infinite,Amassed Treasure,,AggregateByTarget,,datamine,,
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_Stun,ability_system,true,HasDuration,Knockout,Stunned.,,,datamine,,
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_UntargetableEffect,ability_system,true,Infinite,,,,,datamine,,
GE_PR_BossTreasureDemon_Ball_ForceClientUpdateOnSpawn,ability_system,true,HasDuration,,,,,datamine,,
GE_PR_BossTreasureDemon_Ball_Knocback_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossTreasureDemon_Ball_Knocback_Immune,ability_system,true,HasDuration,,,,,datamine,,
GE_PR_BossTreasureDemon_Bleed_Dot,ability_system,true,HasDuration,Bleed,You are taking physical damage over time.,AggregateByTarget,1.0,datamine,,
GE_PR_BossTreasureDemon_CastedRangedProjectile_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossTreasureDemon_Cone_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossTreasureDemon_Cone_Fear,ability_system,true,HasDuration,Crushing Darkness,Feared.,AggregateByTarget,,datamine,,
GE_PR_BossTreasureDemon_Nova_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossTreasureDemon_PunchBall_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossTreasureDemon_ScatterCoins_Damage,ability_system,true,,,,,,datamine,,
GE_PR_BossTreasureDemon_ScatterCoins_DamageAura,ability_system,false,Infinite,Cursed Treasure,You are taking damage over time.,,1.0,datamine,,
GE_PR_BossTreasureDemon_SuckInCoins_Heal,ability_system,true,,,,,,datamine,,
