id,guid,hero,name,gameplay_ability_asset,enabled_in_game,category,damage_school,attack_range,offensive,description,dynamic_description,cost_effect,global_cooldown_effect,icon_id,icon_kind,icon_width,icon_height,provenance_origin,provenance_dev_name,provenance_source
GA_Mara_ChargedTeleportBehindTarget_C,fb6ea0aa-76ba-52f0-a6b4-ac5aa0e59221,Mara,Stalker Step,GA_Mara_ChargedTeleportBehindTarget_C,true,Movement,,,,"Instantly teleport behind target enemy or player and increase your movement speed by <rt.bold>50%</> for 4 seconds.

<rt.absorb>Stalker Step</> does not break <rt.effect>Stealth</>.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,Mara_Stalkerstep,AbilityIcon,512,512,datamine,,
GA_Mara_CopyCharacterDamage_C,ec94e4fe-31d8-5b70-94c4-2df3f120ef81,Mara,Matriarch Macabre,GA_Mara_CopyCharacterDamage_C,true,Spirit,,,,"For the next 20 seconds, you deal <rt.warning>20% more damage</> and your <rt.absorb>Queen's Fang</> and <rt.absorb>Arachnid Assault</> abilities summon two shadowy clones that both imitate the attack for 50% of your power.

<rt.absorb>SPIRIT ABILITY</>
<rt.greyitalic>When you activate your Spirit ability you gain </><rt.absorb> Spirit of Heroism</><rt.greyitalic>, granting +30% Haste for 20 sec.</>",,GE_Mara_CopyCharacterDamage_Cost,,Mara_Spirit,AbilityIcon,256,256,datamine,,
GA_Mara_HeavyAttackSpender_C,61a8558c-1a7c-51f3-b900-5cfd39a757b6,Mara,Queen's Fang,GA_Mara_HeavyAttackSpender_C,true,Power,Physical,,true,,"Deals <rt.warning>{QueenFangDmg}</> to target enemy. Damage increased for each combo point spent.

<rt.meikoability1>1 Combo Point: +20% damage</>
<rt.meikoability1>2 Combo Points: +40% damage</>
<rt.meikoability1>3 Combo Points: +60% damage</>
<rt.meikoability1>4 Combo Points: +80% damage</>
<rt.meikoability1>5 Combo Points: +100% damage</>
<rt.meikoability1>6 Combo Points: +120% damage</>",GE_Mara_HeavyAttackSpender_Cost,GE_GlobalCooldownStatic,Mara_SingleTargetFinisher,AbilityIcon,256,256,datamine,,
GA_Mara_MeleeInterrupt_C,3258646e-d6d3-51ce-a3b0-8d184cc947f3,Mara,Kick,GA_Mara_MeleeInterrupt_C,true,Utility,Physical,,,"<rt.absorb>Interrupt</> the target's spellcasting and prevent it from casting for 4 sec. 
Must interrupt a spell, or it will have no effect.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,Mara_Kick,AbilityIcon,256,256,datamine,,
GA_Mara_ResetCooldownRefillResouces_C,ded7363f-233c-5876-8fd9-265630cca62e,Mara,Final Stratagem,GA_Mara_ResetCooldownRefillResources_C,true,Major,,,,"Your <rt.mana>Energy</> and <rt.mana>Combo Points</> are instantly refilled and all your <rt.absorb>Hero Ability</> cooldowns are reset.

<rt.meikoability2>Can be used during Global Cooldown.</>",,,,Mara_Strategem,AbilityIcon,512,512,datamine,,
GA_Mara_SelfDefenceBuff_C,e2538202-368e-57e7-8bc0-8099ff3ea227,Mara,Shadow Ward,GA_Mara_SelfDefenceBuff_C,true,Defensive,,,,"You take <rt.absorb>40% reduced damage</> for 4 seconds.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,Mara_Defensive,AbilityIcon,512,512,datamine,,
GA_Mara_Stealth_C,f203ba48-565f-5672-aed3-a9cba5a69874,Mara,Brooding Shadows,GA_Mara_Stealth_C,true,Utility,,,,,"Instantly enter <rt.absorb>Stealth</>, making it difficult for enemies to detect you. When used in combat, <rt.absorb>Brooding Shadows</> triggers its cooldown.

<rt.meikoability2>Can be used during Global Cooldown</>

<rt.absorb>Brooding Shadows</> gains <rt.meikoability2>Cooldown Acceleration</> equal to your Haste.

<rt.absorb>CORE</>
Your <rt.absorb>Backstab</>, <rt.absorb>Widow's Bite</> and <rt.absorb>Skittering Blades</> abilities each apply poison when used from stealth. These poisons are treated as coming from a <rt.absorb>CORE</> ability.

<rt.absorb>Backstab - Caustic Poison:</>
Instantly deal <rt.warning>{CausticDmg}</> poison damage and generate <rt.meikoability1>6 Combo Points</>. <rt.absorb>Caustic Poison</> has <rt.warning>+100% Critical Strike chance</>.

<rt.absorb>Widow's Bite - Seething Poison:</>
Applies Seething Poison to the target, dealing <rt.warning>{SeethingDmg}</> poison damage <rt.bold>every</> <rt.warning>{SeetingPeriod}</> <rt.bold>seconds for 60 seconds</>. While Seething Poison is active on any enemy, it takes <rt.warning>20% more damage</> from your <rt.absorb>Hemorrhaging Strike Bleed</> and you gain <rt.effect>Predator's Rush</>, granting you <rt.mana>20% increased Energy Regeneration</>. Seething Poison <rt.bold>can only be active on 1 target at a time</>.

<rt.absorb>Skittering Blades - Volatile Poison</>:
Applies Volatile Poison to all enemies hit by your Skittering Blades, dealing <rt.warning>{VolatileTotalDmg}</> poison damage over 6 seconds. Upon expiration, Volatile Poison erupts dealing <rt.warning>{VolatileAoeDmg}</> poison damage to the target.

<rt.effect>CREEPING DEATH</>
<rt.absorb>Caustic Poison</>, <rt.absorb>Seething Poisons</>, and <rt.absorb>Volatile Poison</> deal <rt.warning>0.5% increased</> <rt.effect>Poison damage</> for every <rt.warning>1% Haste you have</>.",,,Mara_stealth,AbilityIcon,512,512,datamine,,
GA_Mara_StrongerBehindAttackBuilder_C,ab8761ab-8138-5b09-90d2-88b7f8a238c7,Mara,Backstab,GA_Mara_StrongerBehindAttackBuilder_C,true,Basic,Physical,,true,,"Deals <rt.warning>{BackstabDmg}</> damage to target enemy. Deals <rt.warning>40% more damage when attacking from behind</>.

<rt.meikoability1>Generates 2 Combo Points. Critical Strikes generate 3 Combo Points.</>",GE_Mara_StrongerBehindAttackBuilder_Cost,GE_GlobalCooldownStatic,Mara_backstab,AbilityIcon,512,512,datamine,,
GA_Mara_StunSpender_C,4909d7bd-f50e-5f34-b487-145f94e1d914,Mara,Web Crack,GA_Mara_StunSpender_C,true,Control,Physical,,true,"Instantly <rt.effect>Stun</> target enemy for 4 seconds.

<rt.meikoability2>Can be used during Global Cooldown.</>",,,,Mara_Stun,AbilityIcon,256,256,datamine,,
GA_Mara_Talent_ResetCooldownRefillResources_AbilityReplacer_C,56c7238d-bdd1-52bb-a0e9-8f660d83f077,Mara,Macabre Stratagem,GA_Mara_Talent_ResetCooldownRefillResources_AbilityReplacer_NewAbility_C,true,,,,,"You gain <rt.effect>Matriarch Macabre</> for <rt.bold>10 seconds</>.

If used while <rt.absorb>Matriarch Macabre</> is already active, its duration is extended by <rt.bold>10 seconds</>.",,,,T_Nhance_RPG_Shadow_16,AbilityIcon,256,256,datamine,,
GA_Meiko_AoePull_C,6f784590-9cce-528d-891f-56861ea4d663,Meiko,Cyclone,GA_Meiko_AoePull_C,true,Control,Physical,,true,"Create a <rt.absorb>Cyclone</> of strong winds that instantly pulls in all enemies within the radius to you.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Meiko_Massgrip,AbilityIcon,256,256,datamine,,
GA_Meiko_ChanneledHeavyDamage_C,99677105-500b-5137-96d2-b1b70127c4bd,Meiko,Earthfist Barrage,GA_Meiko_ChanneledHeavyDamage_C,true,Power,Physical,,true,,"Pummel your target with 4 quick punches, dealing <rt.warning>{EarthBarrTickDmg}</> physical damage <rt.bold>every</> <rt.warning>{EarthBarrPeriod}</> <rt.bold>seconds</>, leading in to a final powerful uppercut for <rt.warning>{EarthBarrFinalDmg}</> damage.

You can move while channeling <rt.absorb>Earthfist Barrage</>.

<rt.absorb>Earthfist Barrage</> heals you for <rt.heal>50% of the damage it deals</>.

<rt.bold>AFFECTED BY EARTHFALL</>
<rt.absorb>Earthfist Barrage</> deals <rt.warning>+100% increased damage</> when it can consume a stack of <rt.mana>Earthfall</>.

<rt.meikoability2>Can be used during Global Cooldown</>",,,Meiko_AbilityIcon_09,AbilityIcon,1024,1024,datamine,,
GA_Meiko_ChargedForwardDash_C,392c52b0-0579-5781-9dd8-c7deae8572c5,Meiko,Gust,GA_Meiko_ChargedForwardDash_C,true,Movement,,,,"Quickly travel forward a short distance.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,Meiko_AbilityIcon_10,AbilityIcon,1024,1024,datamine,,
GA_Meiko_DamageSoakBuff_C,8156c19e-e593-52a8-a42c-56e97f339309,Meiko,Stone Shield,GA_Meiko_DamageSoakBuff_C,true,Defensive,,,true,,"Summon 3 protective stones around you that spin in a wide circle, dealing <rt.warning>{StoneShieldDmg}</> physical damage <rt.warning>4 times</> to all nearby enemies.

Your armor is increased by <rt.bold>20%</> for every 1 stone that is active on you, up to a maximum of <rt.bold>60%</> increased armor with 3 stones.

While at least one stone is active, they <rt.heal>soak 35% of all damage you take</>.

<rt.mana>Each stone has a health value (</><rt.heal>{StoneShieldHealth}</><rt.mana>) equal to {AgiCoefficient} agility. Every 1% of Critical Strike, Haste, Expertise, and Spirit you have further increases the final amount by 2%</>.

<rt.absorb>Stone Shield</> gains <rt.meikoability2>Cooldown Acceleration</> equal to your Haste.

<rt.meikoability2>Can be used during Global Cooldown</>",,,T_Meiko_StoneShield,AbilityIcon,256,256,datamine,,
GA_Meiko_DurationalAoeDamageBuff_C,5f1838c5-9008-5a6a-a956-411c30db2211,Meiko,Spirited Vortex,GA_Meiko_DurationalAoeDamageBuff_C,true,Core,Physical,,true,,"Meiko creates a vortex of winds around her, providing <rt.mana>+15% Dodge Chance</> and dealing <rt.warning>{SpiritVortexDmg}</> damage <rt.bold>every</> <rt.warning>{SpiritVortexPeriod}</> <rt.bold>seconds for 30 seconds</> to all nearby enemies.

Enemies that take damage from <rt.absorb>Spirited Vortex</> have <rt.effect>35% reduced Movement Speed</> for 5 seconds.

<rt.meikoability2>Can be used during Global Cooldown</>",,,Meiko_AbilityIcon_07,AbilityIcon,1024,1024,datamine,,
GA_Meiko_DurationalMultipleTeleportDamage_New,66f99672-00dd-5b8f-aca5-74b462d3b87a,Meiko,Twin Souls: Army of One,GA_Meiko_DurationalMultipleTeleportDamage_New_C,true,Spirit,,,true,,"You split your soul into the <rt.meikoability2>Sibling of Wind</> and the <rt.meikoability3>Sibling of Earth</> for 20 seconds. You deal <rt.warning>20% more damage</> for the duration.

<rt.meikoability3>SIBLING OF EARTH (controlled)</>
While <rt.absorb>Twin Souls: Army of One</> is active, the Sibling of Earth takes <rt.absorb>40% reduced damage</>.

<rt.meikoability2>SIBLING OF WIND</>
The Sibling of Wind swiftly teleports to, and strikes, nearby enemies up to 40 times dealing <rt.warning>{ArmyOneDmg}</> damage with each strike.

<rt.meikoability2>Can be used during Global Cooldown</>

<rt.absorb>SPIRIT ABILITY</>
<rt.greyitalic>When you activate your Spirit ability you gain </><rt.absorb>Spirit of Heroism</><rt.greyitalic>, granting +30% Haste for 20 seconds.</>",GE_Meiko_DurationalMultipleTeleportDamage_SpiritCost,,T_Meiko_SpiritUltimate,AbilityIcon,512,512,datamine,,
GA_Meiko_FrontalAoeDebuff_C,fe98e56f-3939-505e-8d16-2d415a175439,Meiko,Stone Stomp,GA_Meiko_FrontalAoeDebuff_C,true,Control,Physical,,true,,"Send a shockwave through the ground in front of you, dealing <rt.warning>{StoneStompDmg}</> damage to enemies in its wake and <rt.absorb>Stunning</> them for 3 sec.

<rt.meikoability2>Can be used during Global Cooldown</>",,,Meiko_AbilityIcon_11,AbilityIcon,1024,1024,datamine,,
GA_Meiko_HighDamageCleave_C,91c4d620-ccd4-5d91-9ac4-d83510de67fe,Meiko,Lashing Stormkick,GA_Meiko_HighDamageCleave_C,true,Power,Physical,,true,,"Perform a roundhouse kick, dealing <rt.warning>{LashStrmDmg}</> damage to your target and nearby enemies.

<rt.absorb>Lashing Stormkick</> heals you for <rt.heal>50% of the damage it deals</>.

<rt.bold>AFFECTED BY STORMFALL</>
<rt.absorb>Lashing Stormkick</> deals <rt.warning>+100% increased damage</> when it can consume a stack of <rt.mana>Stormfall</>.

<rt.meikoability2>Can be used during Global Cooldown</>",,,Meiko_AbilityIcon_08,AbilityIcon,1024,1024,datamine,,
GA_Meiko_InstantSelfDefensive_C,86762671-0ebb-5d49-a58b-9b907c6ecc22,Meiko,Serenity,GA_Meiko_InstantSelfDefensive_C,true,Utility,Magic,,,,"Instantly heal yourself for <rt.heal>{SerenityHeal}</>.

Each time you <rt.bold>Auto Attack</> an enemy, your <rt.absorb>Serenity</> gains <rt.heal>+40% increased healing</>, stacking up to 50 times.

<rt.meikoability2>Can be used during Global Cooldown</>",,,T_Meiko_Selfheal,AbilityIcon,256,256,datamine,,
GA_Meiko_MeleeAutoAttack_C,157da6ef-7e97-5e2a-aa97-4c2ca7433d95,Meiko,Attack,GA_Meiko_MeleeAutoAttack_C,true,,Physical,,true,,,,,T_Nhance_RPG_Icons_HolyHand,AbilityIcon,256,256,datamine,,
GA_Meiko_MeleeDamageImmediateSelfBuff_C,80fcc003-4d9d-5080-af08-eb53f80eb4a8,Meiko,Double Palm Strike,GA_Meiko_MeleeDamageImmediateSelfBuff_C,true,Core,Physical,,true,,"Strike target enemy with both palms, dealing <rt.warning>{DoublePalmDmg}</> damage. Grants <rt.absorb>Spirited Strikes</> for 30 seconds.

<rt.absorb>SPIRITED STRIKES</>
+20% Magic Damage Reduction
+5% Parry

<rt.meikoability2>Can be used during Global Cooldown</>",,,Meiko_AbilityIcon_04,AbilityIcon,1024,1024,datamine,,
GA_Meiko_MeleeDamageLowHealthSelfBuff_C,c27e9d06-7c44-5e4b-b671-ff62e9503e54,Meiko,Rising Earth,GA_Meiko_MeleeDamageLowHealthSelfBuff_C,true,Core,Physical,,true,,"Uppercut target enemy, dealing <rt.warning>{RisingEarthDmg}</>. Grants you 2 charges of <rt.mana>Earthfall</>.

<rt.absorb>Earthfall</>
Your next <rt.bold>Earthfist Barrage</> deals 100% increased damage.

<rt.meikoability2>Can be used during Global Cooldown</>",,,Meiko_AbilityIcon_06,AbilityIcon,1024,1024,datamine,,
GA_Meiko_MeleeDamageSelfBuff_C,bd1e75a2-f00a-53da-9347-07876a2c319c,Meiko,Rising Storm,GA_Meiko_MeleeDamageSelfBuff_C,true,Core,Physical,,true,,"Perform a powerful jump kick, dealing <rt.warning>{RisingStrmDmg}</> damage to your target and nearby enemies. Grants you 2 charges of <rt.mana>Stormfall</>.

<rt.absorb>Stormfall</>
Your next <rt.bold>Lashing Stormkick</> deals 100% increased damage.

<rt.meikoability2>Can be used during Global Cooldown</>",,,Meiko_AbilityIcon_05,AbilityIcon,1024,1024,datamine,,
GA_Meiko_MeleeDown_C,fda868fe-111c-5ff0-8d39-adc3561446be,Meiko,Wind Kick,GA_Meiko_MeleeDown_C,true,Basic,Physical,,true,,"Deals <rt.warning>{WindKickDmg}</> damage to your target and other enemies near your target.

Grants access to <rt.meikoability2>Kick Technique</> finishers.

<rt.mana>Combo Builder</>",,GE_GlobalCooldownStatic,Meiko_AbilityIcon_02,AbilityIcon,1024,1024,datamine,,
GA_Meiko_MeleeInterrupt,1cc3725a-b4a9-5328-b973-9451111359e7,Meiko,Stagger,GA_Meiko_MeleeInterrupt_C,true,Utility,Physical,,,"<rt.absorb>Interrupt</> the target's spellcasting and prevent it from casting for 4 sec. 
Must interrupt a spell, or it will have no effect.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Meiko_Interrupt,AbilityIcon,256,256,datamine,,
GA_Meiko_MeleeLeft_C,fd17a7f5-b8d5-57fd-911d-2471d24c855c,Meiko,Spirit Palm,GA_Meiko_MeleeLeft_C,true,Basic,Physical,,true,,"Deals <rt.warning>{SpiritPalmDmg}</> damage to target enemy.

Grants access to <rt.meikoability1>Palm Technique</> finishers.

<rt.mana>Combo Builder</>",,GE_GlobalCooldownStatic,Meiko_AbilityIcon_01,AbilityIcon,1024,1024,datamine,,
GA_Meiko_MeleeRight_C,c5e08e21-2c45-566b-acfc-a906463c2e09,Meiko,Earth Fist,GA_Meiko_MeleeRight_C,true,Basic,Physical,,true,,"Deals <rt.warning>{EarthFistDmg}</> damage to target enemy.

Grants access to <rt.meikoability3>Fist Technique</> finishers.

<rt.mana>Combo Builder</>",,GE_GlobalCooldownStatic,Meiko_AbilityIcon_03,AbilityIcon,1024,1024,datamine,,
GA_Meiko_MoveToLocationAoeDamage_C,5c749572-ba83-5888-823f-01b81bc720be,Meiko,Shatter Earth,GA_Meiko_MoveToLocationAoeDamage_C,true,Major,Physical,,true,,"Leap and slam the ground at a target location, dealing <rt.warning>{ShatterEarthAoeDmg}</> damage to all enemies in the area and leaving an area of quaking earth for 6 seconds that deals <rt.warning>{ShatterEarthTickDmg}</> damage <rt.bold>every</> <rt.warning>{ShatterEarthPeriod}</> <rt.bold>seconds</> to any enemy standing in in the effect.",GE_Meiko_MoveToLocationAoeDamage_Cost,GE_GlobalCooldownStatic,T_Meiko_SlamStun,AbilityIcon,256,256,datamine,,
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,c1a55d80-0b9e-5b1c-aea9-de0a3e74c05f,Meiko,Stone Shield,GA_Meiko_Passive_DamageSoakBuff_Monitor_C,true,,,,,,,,,T_Meiko_StoneShield,AbilityIcon,256,256,datamine,,
GA_Meiko_Passive_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_C,e0e0d18a-56c3-521e-bb80-45070d0efa40,Meiko,Forbidden Technique,GA_Meiko_Passive_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_C,true,,,,,"Your <rt.absorb>Double Palm Strike</> finisher applies <bold>Forbidden Technique</> to the target for 15 seconds.

<bold>Forbidden Technique</> accumulates 18% of all damage you deal to the target. Once it expires, is removed, or if the enemy dies while it is active -  the accumulated amount explodes on the target and onto nearby enemies. You are healed for 100% of the damage dealt by <bold>Forbidden Technique</>.

You can only have one <bold>Forbidden Technique</> active at any time.",,,,Meiko_AbilityIcon_04,AbilityIcon,1024,1024,datamine,,
GA_Meiko_PlaceHolderFinisher_C,e17d6973-53e3-5f05-8bfb-56d5836d7a1a,Meiko,Fighting Techniques,GA_Meiko_PlaceHolderFinisher_C,true,,,,,"Grants access to <rt.mana>Finishing Moves</>  based on <rt.mana>Combo Builders</> used:

<rt.meikoability2>Finisher Techniques can be used during Global Cooldown</>

<rt.meikoability1>PALM TECHNIQUES</> 
<rt.meikoability1>Double Palm Strike</> (CORE ABILITY)
• Grants <rt.bold>+20% Magic Damage reduction</> & <rt.bold>+5% Parry</> for 30 sec.
<rt.meikoability1>Spirited Vortex</>  (CORE ABILITY)
• Conjures a Vortex around you that provides <rt.bold>+15% Dodge</>, deals damage to nearby enemies over 30 seconds, and reduces their movement speed by 35% for 5 seconds.

<rt.meikoability2>KICK TECHNIQUES</> 
<rt.meikoability2>Rising Storm</> (CORE ABILITY)
• Deals damage to the target and grants <rt.bold>2 Stormfall</> charges, increasing the damage of your next 2 Lashing Stormkicks by 100%.
<rt.meikoability2>Lashing Stormkick</> (POWER ABILITY)
• Deals damage to target and nearby enemies nearby. Heals you for 50% of the damage it deals.

<rt.meikoability3>FIST TECHNIQUES</> 
<rt.meikoability3>Rising Earth</> (CORE ABILITY)
• Deals damage to the target and grants <rt.bold>2 Earthfall</> charges, increasing the damage of your next 2 Earthfist Barrages by 100%.
<rt.meikoability3>Earthfist Barrage</> (POWER ABILITY)
• Pummels target enemy over 1 second and heals you for 50% of the damage it deals.",,GE_Meiko_PlaceHolderFinisher_Cost,,Tex_SpellBook03_73,AbilityIcon,256,256,datamine,,
GA_Meiko_RangedTaunt_C,88392d70-0e3d-5cdf-a52f-b6b2268fbc7a,Meiko,Taunt,GA_Meiko_RangedTaunt_C,true,Utility,Physical,,true,"<rt.absorb>Taunt</> the target, forcing it to attack you for 6 sec.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Meiko_Taunt,AbilityIcon,256,256,datamine,,
GA_Meiko_TauntTotem,2fc854f6-dac5-55a8-bda3-33e7ff072fa7,Meiko,Twin Souls: Bulwark,GA_Meiko_TauntTotem_C,true,Major,,,,,"Split your soul into the <rt.meikoability2>Sibling of Wind</> and the <rt.meikoability3>Sibling of Earth</> for up to 20 seconds. You are in control of the <rt.meikoability2>Sibling of Wind</>.

<rt.meikoability3>SIBLING OF EARTH</>
While active, the <rt.meikoability3>Sibling of Earth</> forces all enemies within a 1000 radius to attack it. The <rt.meikoability3>Sibling of Earth's</> Health <rt.heal>({TotemMaxHealth})</> is equal to your maximum health, increased by 2% for every 1% Critical Strike, Haste, Expertise, and Spirit you have.",,,T_Meiko_TauntTotem,AbilityIcon,256,256,datamine,,
GA_Mosse_BlueButterfly_Recall,3ed90275-633d-5b3b-904b-c6372dde644c,Mosse,Fluttercall: Embrace,GA_Mosse_BlueButterfly_Recall_C,true,Utility,Magic.Nature,Ranged,,"Recall your <rt.bold>Blue Flutterfly</> to you.

While the <rt.bold>Blue Flutterfly</> is on you, Your <rt.meikoability1>Flutterfly Healing</> on all allies is <rt.heal>increased by 50%</> and all your abilities have <rt.mana>20% reduced mana cost</>.

While your <rt.bold>Blue Flutterfly</> is attached to an ally, that player receives <rt.heal>100% increased healing</> from your <rt.meikoability1>Flutterfly Healing</> effects.",,,GE_GlobalCooldown,T_Mosse_BlueButterfly,AbilityIcon,256,256,datamine,,
GA_Mosse_BlueButterfly_SendOut,85fa60e1-bf8b-556a-a3ec-78e27370d9ee,Mosse,Fluttercall: Protect,GA_Mosse_BlueButterfly_SendOut_C,true,Utility,Magic.Nature,Ranged,,"Send your <rt.mana>Blue Flutterfly</> to protect target ally.

While your <rt.bold>Blue Flutterfly</> is attached to an ally, that player receives <rt.heal>100% increased healing</> from your <rt.meikoability1>Flutterfly Healing</> effects.

While the <rt.bold>Blue Flutterfly</> is on you, Your <rt.meikoability1>Flutterfly Healing</> on all allies is <rt.heal>increased by 50%</> and all your abilities have <rt.mana>20% reduced mana cost</>.",,GE_Mosse_BlueButterfly_ManaCost,GE_GlobalCooldown,T_Mosse_BlueButterfly,AbilityIcon,256,256,datamine,,
GA_Mosse_CastedSingleTargetProjectile_C,83d40cee-adcc-59ee-b072-78f2595d21db,Mosse,Nettlebolt,GA_Mosse_CastedSingleTargetProjectile_C,true,Basic,Magic.Nature,Ranged,true,,"Cast a bolt of nettles at target enemy, dealing <rt.warning>{NettleDmg}</> damage to them.

<rt.absorb>Nettlebolt</> replenishes the <rt.mana>Mana Cost</> it spends once it deals damage to an enemy.

<rt.Absorb>Petal Germination</>
The cooldown of your <rt.absorb>Life Petal</> is reduced by 1.5 seconds each time you deal damage with <rt.absorb>Nettlebolt</> and 3 seconds if it critically strikes.",GE_Mosse_CastedSingleTargetProjectile_ManaCost,GE_GlobalCooldown,Sylvie_AbilityIcon_02,AbilityIcon,256,256,datamine,,
GA_Mosse_DurationalAoeHealPlacement_C,46c80f02-84a1-5402-93a0-7295ac8a2a03,Mosse,Heart Bloom,GA_Mosse_DurationalAoeHealPlacement_C,true,Power,,,,"Conjure a <rt.absorb>Heart Bloom</> at your side that stores <rt.meikoability1>12% of all Flutterfly healing</> you do inside it.

Every 2 seconds, the <rt.absorb>Heart Bloom</> releases a pulse, healing all allies within 4000 radius for an amount equal to the healing it has stored. Lasts 16 seconds.

<rt.absorb>Heart Bloom</> spawns <rt.effect>3 Boomshrooms</> when it withers.",,GE_Mosse_DurationalAoeHealPlacement_ManaCost,GE_GlobalCooldown,T_Mosse_Bigheal,AbilityIcon,256,256,datamine,,
GA_Mosse_ExplosiveMinion_C,416eb519-f1ec-5d99-a19e-4d042289c548,Mosse,Shroomsplosion,GA_Mosse_ExplosiveMinion_C,true,Core,Magic.Nature,,true,,"Command all mature <rt.absorb>Boomshrooms</> to attack causing them to leap at target enemy and explode, dealing <rt.warning>{ShroomSplDmg}</> magic damage to the target and nearby enemies.

<rt.absorb>Boomshrooms</>
Each time one of your plants expire, budding <rt.absorb>Boomshrooms</> start growing in that location. After 3 seconds, the <rt.absorb>Boomshroom</> has reached full maturity and is ready to be called into battle.",,GE_GlobalCooldown,T_Mosse_Boomshroom,AbilityIcon,256,256,datamine,,
GA_Mosse_HealingAoeTotem,c13f88b0-a025-5411-9236-e2fdbc29099b,Mosse,Life Petal,GA_Mosse_HealingAoeTotem_C,true,Power,Magic.Nature,,,,"A <rt.absorb>Life Petal</> sprouts up near you, healing one ally for {LifePetalTickHeal} <rt.bold>every</> <rt.heal>{LifePetalPeriod}</> <rt.bold>seconds</> for 14 seconds, preferring the ally with the lowest health.

<rt.absorb>Life Petal's</> healing wanes over time, healing for less the longer it has been active.

<rt.absorb>Life Petal</> gains <rt.meikoability2>Cooldown Acceleration</> equal to your Haste.

<rt.absorb>Life Petal</> spawns <rt.effect>2 Boomshrooms</> when it withers.",GE_Mosse_HealingAoeTotem_ManaCost,GE_GlobalCooldown,T_Mosse_Lifepetal,AbilityIcon,512,512,datamine,,
GA_Mosse_InstantSelfEscapeBuff,6669f15f-c5ed-5634-b1ae-dcf88c5a36a4,Mosse,Hidden Trail,GA_Mosse_InstantSelfEscapeBuff_C,true,Defensive,Magic.Nature,,,"Your Movement Speed is increased by 50% for 6 seconds.

<rt.absorb>Demure</>
Upon activating <rt.absorb>Hidden Trail</> your threat is reduced by 50% with all enemies.

<rt.meikoability2>Can be used during Global Cooldown</>",,GE_Mosse_InstantSelfEscapeBuff_ManaCost,,T_Mosse_Hide,AbilityIcon,256,256,datamine,,
GA_Mosse_PinkButterfly_Double,8fa3fbf1-3a85-5250-b7e6-6d2a9a9f9c65,Mosse,Fluttercall: Restore Life,GA_Mosse_PinkButterfly_Double_C,true,Core,Magic.Nature,Ranged,,,"Beckon two <rt.meikoability1>Pink Flutterflies</> to dance around target ally. <rt.bold>After</> <rt.heal>{RestoreLifeDelay}</> <rt.bold>seconds</>, the target is instantly healed for {RestoreLifeDirectHeal} plus an additional {RestoreLifeHotHeal} <rt.bold>every</> <rt.heal>{RestoreLifeHotPeriod}</> <rt.bold>seconds</> for 15 seconds.

All healing done by <rt.absorb>Fluttercall: Restore Life</> counts as <rt.meikoability1>Flutterfly Healing</>.",GE_Mosse_PinkButterfly_Double_ManaCost,GE_GlobalCooldown,T_Nhance_RPG_Shadow_58,AbilityIcon,256,256,datamine,,
GA_Mosse_PinkButterfly_Simple,85f0b459-0915-53f6-8eab-c294a39ef674,Mosse,Fluttercall: Heal,GA_Mosse_PinkButterfly_Simple_C,true,Core,Magic.Nature,Ranged,,,"Assign one of your <rt.meikoability1>Pink Flutterflies</> to an ally, healing them for {FlutterHeal} <rt.bold>every</> <rt.heal>{FlutterHealPeriod}</> <rt.bold>seconds</> until it is called away.

All healing done by <rt.absorb>Fluttercall: Heal</> counts as <rt.meikoability1>Flutterfly Healing</>.",GE_Mosse_PinkButterfly_Simple_ManaCost,GE_GlobalCooldown,Sylvie_AbilityIcon_03,AbilityIcon,256,256,datamine,,
GA_Mosse_PlacedAoeBuff,df9ea28a-7392-53f6-8551-dd53cdf0b496,Mosse,Safe Haven,GA_Mosse_PlacedAoeBuff_C,true,Major,Magic.Nature,,,"Place a <rt.absorb>Safe Haven</> in target location. For the next 15 seconds, all allies standing within the radius have <rt.absorb>40% increased healing taken</>.",,GE_Mosse_PlacedAoeBuff_Cost,GE_GlobalCooldown,T_Mosse_LinkCD,AbilityIcon,512,512,datamine,,
