id,effects_ordinal,asset,duration_policy,activation
GA_Mosse_SharedHealthBuff_C,0,GE_Mosse_SharedHealthBuff_Buff,HasDuration,unresolved
GA_Mosse_SharedHealthBuff_C,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_SharedHealthBuff_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_SharedHealthBuff_C,3,GE_Mosse_SharedHealthBuff_Cost,,unresolved
GA_Mosse_SharedHealthBuff_C,4,GE_Mosse_SharedHealthBuff_Buff,HasDuration,unresolved
GA_Mosse_SharedHealthBuff_C,5,GE_Mosse_SharedHealthBuff_Cost,,unresolved
GA_Mosse_SingleTargetCastedDamageReduction,0,GE_Mosse_SingleTargetCastedDamageReductionBuff,HasDuration,unresolved
GA_Mosse_SingleTargetCastedDamageReduction,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mosse_SingleTargetCastedDamageReduction,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_SingleTargetCastedDamageReduction,3,GE_Mosse_SingleTargetCastedDamageReductionBuff_CastingCost,,unresolved
GA_Mosse_SingleTargetCastedDamageReduction,4,GE_Mosse_SingleTargetCastedDamageReductionBuff,HasDuration,unresolved
GA_Mosse_SingleTargetCastedDamageReduction,5,GE_Mosse_SingleTargetCastedDamageReductionBuff_CastingCost,,unresolved
GA_Mosse_SingleTargetDispel_C,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_SingleTargetDispel_C,1,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Mosse_SingleTargetDispel_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_SingleTargetDispel_C,3,GE_Mosse_SingleTargetDispel_ManaCost,,unresolved
GA_Mosse_SingleTargetDispel_C,4,GE_Mosse_SingleTargetDispel_ManaCost,,unresolved
GA_Mosse_TurretChannelHeal,0,GE_Mosse_TurretChannelHeal_Debuff,HasDuration,unresolved
GA_Mosse_TurretChannelHeal,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mosse_TurretChannelHeal,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_TurretChannelHeal,3,GE_Mosse_TurretChannelHeal_ManaCost,,unresolved
GA_Mosse_TurretChannelHeal,4,GE_Mosse_TurretChannelHeal_Debuff,HasDuration,unresolved
GA_Mosse_TurretChannelHeal,5,GE_Mosse_TurretChannelHeal_ManaCost,,unresolved
GA_Rime_AutoProjectileOnResourceGainBuff,0,GE_Rime_AutoProjectileOnResourceGainBuff_Buff,HasDuration,unresolved
GA_Rime_AutoProjectileOnResourceGainBuff,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Rime_AutoProjectileOnResourceGainBuff,2,GE_Rime_AutoProjectileOnResourceGainBuff_Buff,HasDuration,unresolved
GA_Rime_CastedDebuffAoeDamage,0,GE_Rime_CastedDebuffAoeDamage_Debuff,HasDuration,unresolved
GA_Rime_CastedDebuffAoeDamage,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Rime_CastedDebuffAoeDamage,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Rime_CastedDebuffAoeDamage,3,GE_Rime_CastedDebuffAoeDamage_Debuff,HasDuration,unresolved
GA_Rime_CastedProjectileDamageFiller,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Rime_CastedProjectileDamageOrbSpender,0,GE_Rime_CastedProjectileDamageOrbSpender_Talent_InstantAndBonusDamage_ProcStacker,Infinite,unresolved
GA_Rime_CastedProjectileDamageOrbSpender,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Rime_CastedProjectileDamageOrbSpender,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_CastedProjectileDamageOrbSpender,3,GE_Rime_CastedProjectileDamageOrbSpender_Cost,,unresolved
GA_Rime_CastedProjectileDamageOrbSpender,4,GE_Rime_CastedProjectileDamageOrbSpender_Cost,,unresolved
GA_Rime_ChanneledBeamSingleDamage,0,GE_Rime_Talent_CleaveBuildUpPerTick_VisualBuff,HasDuration,unresolved
GA_Rime_ChanneledBeamSingleDamage,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Rime_ChanneledBeamSingleDamage,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Rime_ChanneledBeamSingleDamage,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_DamageAsAoeHealingBuff,0,GE_Rime_DamageAsAoeHealingBuff_SelfBuff,HasDuration,unresolved
GA_Rime_DamageAsAoeHealingBuff,1,GE_Rime_DamageAsAoeHealingBuff_SpiritBuff,HasDuration,unresolved
GA_Rime_DamageAsAoeHealingBuff,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Rime_DamageAsAoeHealingBuff,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_DamageAsAoeHealingBuff,4,GE_Rime_DamageAsAoeHealingBuff_SelfBuff,HasDuration,unresolved
GA_Rime_DamageAsAoeHealingBuff,5,GE_Rime_DamageAsAoeHealingBuff_SpiritBuff,HasDuration,unresolved
GA_Rime_DashForward_C,0,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_FullResourcesSelfBuff,0,GE_Rime_FullResourcesSelfBuff_Buff,HasDuration,unresolved
GA_Rime_FullResourcesSelfBuff,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_FullResourcesSelfBuff,2,GE_Rime_FullResourcesSelfBuff_SpiritCost,,unresolved
GA_Rime_FullResourcesSelfBuff,3,GE_Rime_FullResourcesSelfBuff_Buff,HasDuration,unresolved
GA_Rime_FullResourcesSelfBuff,4,GE_Rime_FullResourcesSelfBuff_SpiritCost,,unresolved
GA_Rime_InstantConeKnockback_C,0,GE_Rime_InstantConeKnockback_Debuff,HasDuration,unresolved
GA_Rime_InstantConeKnockback_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Rime_InstantConeKnockback_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_InstantConeKnockback_C,3,GE_Rime_InstantConeKnockback_Debuff,HasDuration,unresolved
GA_Rime_InstantSingleDamage,0,GE_Rime_CastedProjectileDamageOrbSpender_Talent_InstantAndBonusDamage_ProcStacker,Infinite,unresolved
GA_Rime_InstantSingleDamage,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Rime_InstantSingleDamage,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Rime_InstantSingleDamage,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_InstantSingleDamage,4,GE_Rime_Talent_InstantSingleDamage_FreeCast_Proc,HasDuration,unresolved
GA_Rime_InstantSingleInterrupt_C,0,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Rime_InstantSingleInterrupt_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_InstantSingleInterrupt_C,2,GE_Rime_InstantSingleInterrupt_Lockout,,unresolved
GA_Rime_OnTargetPulsatingAoe_C,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Rime_OnTargetPulsatingAoe_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_OnTargetPulsatingAoe_C,2,GE_Rime_OnTargetPulsatingAoe_Cost,,unresolved
GA_Rime_OnTargetPulsatingAoe_C,3,GE_Rime_OnTargetPulsatingAoe_Cost,,unresolved
GA_Rime_SelfDefenceBuff_C,0,GE_Rime_SelfDefenceBuff_SelfBuff,HasDuration,unresolved
GA_Rime_SelfDefenceBuff_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Rime_SelfDefenceBuff_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_SelfDefenceBuff_C,3,GE_Rime_SelfDefenceBuff_SelfBuff,HasDuration,unresolved
GA_Rime_Talent_SpendersSwap_MultiTargets,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Rime_Talent_SpendersSwap_MultiTargets,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_Talent_SpendersSwap_MultiTargets,2,GE_Rime_Talent_SpendersSwap_Cost,,unresolved
GA_Rime_Talent_SpendersSwap_MultiTargets,3,GE_Rime_Talent_SpendersSwap_Cost,,unresolved
GA_Rime_Talent_SpendersSwap_SingleTarget,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Rime_Talent_SpendersSwap_SingleTarget,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_Talent_SpendersSwap_SingleTarget,2,GE_Rime_Talent_SpendersSwap_Cost,,unresolved
GA_Rime_Talent_SpendersSwap_SingleTarget,3,GE_Rime_Talent_SpendersSwap_Cost,,unresolved
GA_Rime_TargetedPeriodicProjectileAoe,0,GE_Rime_Talent_ChanneledBeamSingleDamage_BoostByCritProc_Proc,HasDuration,unresolved
GA_Rime_TargetedPeriodicProjectileAoe,1,GE_Rime_TargetedPeriodicProjectileAoe_AoeBuff,HasDuration,unresolved
GA_Rime_TargetedPeriodicProjectileAoe,2,GE_GlobalCooldown,HasDuration,unresolved
GA_Rime_TargetedPeriodicProjectileAoe,3,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Rime_TargetedPeriodicProjectileAoe,4,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Rime_TargetedPeriodicProjectileAoe,5,GE_Rime_TargetedPeriodicProjectileAoe_Cost,,unresolved
GA_Rime_TargetedPeriodicProjectileAoe,6,GE_Rime_TargetedPeriodicProjectileAoe_AoeBuff,HasDuration,unresolved
GA_Rime_TargetedPeriodicProjectileAoe,7,GE_Rime_TargetedPeriodicProjectileAoe_Cost,,unresolved
GA_Sune_AoeMelee,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Sune_AoeMelee,1,GE_Shared_Cooldown_HasteScale,HasDuration,unresolved
GA_Sune_AoeMelee,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_AtTargetInstantAoe,0,GE_Sune_Talent_AtTargetInstantAoe_AddsDot_Dot,HasDuration,unresolved
GA_Sune_AtTargetInstantAoe,1,GE_Shared_Cooldown_HasteScale,HasDuration,unresolved
GA_Sune_AtTargetInstantAoe,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_AtTargetInstantAoe,3,GE_Sune_AtTargetInstantAoe_ManaCost,,unresolved
GA_Sune_AtTargetInstantAoe,4,GE_Sune_AtTargetInstantAoe_ManaCost,,unresolved
GA_Sune_BuffedTargetedCastedHealOrDamage,0,GE_Sune_BuffedTargetedCastedHealOrDamage_Buff,HasDuration,unresolved
GA_Sune_BuffedTargetedCastedHealOrDamage,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Sune_BuffedTargetedCastedHealOrDamage,2,GE_Sune_BuffedTargetedCastedHealOrDamage_Buff,HasDuration,unresolved
GA_Sune_CastedSingleTargetHeal,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Sune_CastedSingleTargetHeal,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_CastedSingleTargetHeal,2,GE_Sune_CastedSingleTargetHeal_ManaCost,,unresolved
GA_Sune_CastedSingleTargetHeal,3,GE_Sune_CastedSingleTargetHeal_ManaCost,,unresolved
GA_Sune_DamageTransferAura,0,GE_Sune_DamageTransferAura_SelfBuff,Infinite,unresolved
GA_Sune_DamageTransferAura,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Sune_DamageTransferAura,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_DamageTransferAura,3,GE_Sune_DamageTransferAura_ManaCost,,unresolved
GA_Sune_DamageTransferAura,4,GE_Sune_DamageTransferAura_AllyBuff,Infinite,unresolved
GA_Sune_DamageTransferAura,5,GE_Sune_DamageTransferAura_ManaCost,,unresolved
GA_Sune_DamageTransferAura,6,GE_Sune_DamageTransferAura_SelfBuff,Infinite,unresolved
GA_Sune_DroppedPulseAoe,0,GE_Sune_DroppedPulseAoe_SelfBuff,Infinite,unresolved
GA_Sune_DroppedPulseAoe,1,GE_Sune_Talent_DroppedPulseAoeDebuffsTargets_Debuff,Infinite,unresolved
GA_Sune_DroppedPulseAoe,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Sune_DroppedPulseAoe,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_DroppedPulseAoe,4,GE_Sune_DroppedPulseAoe_ManaCost,,unresolved
GA_Sune_DroppedPulseAoe,5,GE_Sune_DroppedPulseAoe_ManaCost,,unresolved
GA_Sune_DroppedPulseAoe,6,GE_Sune_DroppedPulseAoe_SelfBuff,Infinite,unresolved
GA_Sune_InstantCleaveMelee,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Sune_InstantCleaveMelee,1,GE_Shared_Cooldown_HasteScale,HasDuration,unresolved
GA_Sune_InstantCleaveMelee,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_InstantConeStunAndPull,0,GE_Sune_InstantConeStunAndPull_Stun,HasDuration,unresolved
GA_Sune_InstantConeStunAndPull,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Sune_InstantConeStunAndPull,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_InstantConeStunAndPull,3,GE_Sune_InstantConeStunAndPull_Stun,HasDuration,unresolved
GA_Sune_InstantSingleTargetHealOrDamage,0,GE_Sune_Talent_InstantSingleTargetHealOrDamage_DotHot_Dot,HasDuration,unresolved
GA_Sune_InstantSingleTargetHealOrDamage,1,GE_Sune_Talent_InstantSingleTargetHealOrDamage_DotHot_Hot,HasDuration,unresolved
GA_Sune_InstantSingleTargetHealOrDamage,2,GE_GlobalCooldown,HasDuration,unresolved
GA_Sune_InstantSingleTargetHealOrDamage,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_InstantSingleTargetHealOrDamage,4,GE_Sune_InstantSingleTargetHealOrDamage_ResourceCost,,unresolved
GA_Sune_InstantSingleTargetHealOrDamage,5,GE_Sune_InstantSingleTargetHealOrDamage_ResourceCost,,unresolved
GA_Sune_SelfImmunityAndAoeHeal,0,GE_Sune_SelfImmunityAndAoeHeal_SelfBuff_Immunity,HasDuration,unresolved
GA_Sune_SelfImmunityAndAoeHeal,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_SelfImmunityAndAoeHeal,2,GE_Sune_SelfImmunityAndAoeHeal_SpiritPointCost,,unresolved
GA_Sune_SelfImmunityAndAoeHeal,3,GE_Sune_SelfImmunityAndAoeHeal_SelfBuff_DamageReduction,HasDuration,unresolved
GA_Sune_SelfImmunityAndAoeHeal,4,GE_Sune_SelfImmunityAndAoeHeal_SelfBuff_Immunity,HasDuration,unresolved
GA_Sune_SelfImmunityAndAoeHeal,5,GE_Sune_SelfImmunityAndAoeHeal_SpiritPointCost,,unresolved
GA_Sune_SingleTargetAbsorb,0,GE_Sune_SingleTargetAbsorb_Absorb,HasDuration,unresolved
GA_Sune_SingleTargetAbsorb,1,GE_Shared_Cooldown_HasteScale,HasDuration,unresolved
GA_Sune_SingleTargetAbsorb,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_SingleTargetAbsorb,3,GE_Sune_SingleTargetAbsorb_ManaCost,,unresolved
GA_Sune_SingleTargetAbsorb,4,GE_Sune_SingleTargetAbsorb_Absorb,HasDuration,unresolved
GA_Sune_SingleTargetAbsorb,5,GE_Sune_SingleTargetAbsorb_ManaCost,,unresolved
GA_Sune_SingleTargetDamageTransfer,0,GE_Sune_SingleTargetDamageTransfer_Buff,HasDuration,unresolved
GA_Sune_SingleTargetDamageTransfer,1,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Sune_SingleTargetDamageTransfer,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_SingleTargetDamageTransfer,3,GE_Sune_SingleTargetDamageTransfer_Buff,HasDuration,unresolved
GA_Sune_SingleTargetFillerMelee,0,GE_Sune_AoeMeleeDamageBoostAndManaRefundDebuff_Debuff,HasDuration,unresolved
GA_Sune_SingleTargetFillerMelee,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Sune_SingleTargetFillerMelee,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_SingleTargetInterrupt,0,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Sune_SingleTargetInterrupt,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_SingleTargetInterrupt,2,GE_Sune_SingleTargetInterrupt_Lockout,,unresolved
GA_Sune_SingleTargetTaunt,0,GE_Sune_SingleTargetTaunt_Taunt,HasDuration,unresolved
GA_Sune_SingleTargetTaunt,1,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Sune_SingleTargetTaunt,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_SingleTargetTaunt,3,GE_Sune_SingleTargetTaunt_Taunt,HasDuration,unresolved
GA_Sune_TargetedCastedHealOrDamage,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Sune_TargetedCastedHealOrDamage,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Sune_TargetedCastedHealOrDamage,2,GE_Sune_TargetedCastedHealOrDamage_ManaCost,,unresolved
GA_Sune_TargetedCastedHealOrDamage,3,GE_Sune_TargetedCastedHealOrDamage_ManaCost,,unresolved
GA_Sune_TargetedLeapAoe,0,GE_Sune_Talent_TargetedLeapAoe_MoveSpeedAndArmorBuff_Buff,HasDuration,unresolved
GA_Sune_TargetedLeapAoe,1,GE_Sune_Talent_TargetedLeapAoe_ParryBuff,HasDuration,unresolved
GA_Sune_TargetedLeapAoe,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_CastedSingleTargetDamage_C,0,GE_Vigor_Talent_CastedSingleTargetDamage_GlobalCooldown,HasDuration,unresolved
GA_Vigor_CastedSingleTargetDamage_C,1,GE_Vigor_CastedSingleTargetDamage_ResourceCost,,unresolved
GA_Vigor_CastedSingleTargetDamage_C,2,GE_Vigor_CastedSingleTargetDamage_ResourceCost,,unresolved
GA_Vigor_CastedSingleTargetHeal_C,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Vigor_CastedSingleTargetHeal_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_CastedSingleTargetHeal_C,2,GE_Vigor_CastedSingleTargetHeal_ResourceCost,,unresolved
GA_Vigor_CastedSingleTargetHeal_C,3,GE_Vigor_CastedSingleTargetHeal_ResourceCost,,unresolved
GA_Vigor_ChargedMovementSpeedSelfBuff_C,0,GE_Vigor_ChargedMovementSpeedSelfBuff_SelfBuff,HasDuration,unresolved
GA_Vigor_ChargedMovementSpeedSelfBuff_C,1,GE_PartyHealAndSelfBuff_SelfBuff,HasDuration,unresolved
GA_Vigor_ChargedMovementSpeedSelfBuff_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_ChargedMovementSpeedSelfBuff_C,3,GE_Vigor_ChargedMovementSpeedSelfBuff_Cost,,unresolved
GA_Vigor_ChargedMovementSpeedSelfBuff_C,4,GE_Vigor_ChargedMovementSpeedSelfBuff_Cost,,unresolved
GA_Vigor_ChargedMovementSpeedSelfBuff_C,5,GE_Vigor_ChargedMovementSpeedSelfBuff_SelfBuff,HasDuration,unresolved
GA_Vigor_DamageReductionAndImmunityBuff_C,0,GE_Vigor_DamageReductionAndImmunityBuff,HasDuration,unresolved
GA_Vigor_DamageReductionAndImmunityBuff_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Vigor_DamageReductionAndImmunityBuff_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_DamageReductionAndImmunityBuff_C,3,GE_Vigor_DamageReductionAndImmunityBuff_CastingCost,,unresolved
GA_Vigor_DamageReductionAndImmunityBuff_C,4,GE_Vigor_DamageReductionAndImmunityBuff,HasDuration,unresolved
GA_Vigor_DamageReductionAndImmunityBuff_C,5,GE_Vigor_DamageReductionAndImmunityBuff_CastingCost,,unresolved
GA_Vigor_InstantAoeHeal_C,0,GE_Vigor_Talent_InstantAoeHeal_DamageReduction_AoeBuff,Infinite,unresolved
GA_Vigor_InstantAoeHeal_C,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Vigor_InstantAoeHeal_C,2,GE_Shared_Cooldown_HasteScale,HasDuration,unresolved
GA_Vigor_InstantAoeHeal_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_InstantAoeHeal_C,4,GE_Vigor_InstantAoeHeal_Cost,,unresolved
GA_Vigor_InstantAoeHeal_C,5,GE_Vigor_InstantAoeHeal_Cost,,unresolved
GA_Vigor_InstantFrontalConeDamageHeal_C,0,GE_Vigor_Talent_InstantFrontalConeDamageHeal_DotProc_Proc,Infinite,unresolved
GA_Vigor_InstantFrontalConeDamageHeal_C,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Vigor_InstantFrontalConeDamageHeal_C,2,GE_Shared_Cooldown_HasteScale,HasDuration,unresolved
GA_Vigor_InstantFrontalConeDamageHeal_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_InstantFrontalConeDamageHeal_C,4,GE_Vigor_InstantFrontalConeDamageHeal_Cost,,unresolved
GA_Vigor_InstantFrontalConeDamageHeal_C,5,GE_Vigor_InstantFrontalConeDamageHeal_Cost,,unresolved
GA_Vigor_InstantResourceGain,0,GE_Vigor_InstantResourceGain,,unresolved
GA_Vigor_InstantResourceGain,1,GE_Vigor_InstantResourceGain_Buff,HasDuration,unresolved
GA_Vigor_InstantResourceGain,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Vigor_InstantResourceGain,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_InstantResourceGain,4,GE_Vigor_InstantResourceGain_ManaCost,,unresolved
GA_Vigor_InstantResourceGain,5,GE_Vigor_InstantResourceGain,,unresolved
GA_Vigor_InstantResourceGain,6,GE_Vigor_InstantResourceGain_Buff,HasDuration,unresolved
GA_Vigor_InstantResourceGain,7,GE_Vigor_InstantResourceGain_ManaCost,,unresolved
GA_Vigor_PartyHealAndSelfBuff_C,0,GE_PartyHealAndSelfBuff_SelfBuff,HasDuration,unresolved
GA_Vigor_PartyHealAndSelfBuff_C,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Vigor_PartyHealAndSelfBuff_C,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Vigor_PartyHealAndSelfBuff_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_PartyHealAndSelfBuff_C,4,GE_Vigor_PartyHealAndSelfBuff_ResourceCost,,unresolved
GA_Vigor_PartyHealAndSelfBuff_C,5,GE_PartyHealAndSelfBuff_SelfBuff,HasDuration,unresolved
GA_Vigor_PartyHealAndSelfBuff_C,6,GE_Vigor_PartyHealAndSelfBuff_ResourceCost,,unresolved
GA_Vigor_Passive_Echo_Monitor_C,0,GE_Vigor_CastedSingleTargetDamageDoubleHit_Passive,HasDuration,unresolved
GA_Vigor_Passive_Echo_Monitor_C,1,GE_Vigor_MetaResource_Gain,,unresolved
GA_Vigor_Passive_Echo_Monitor_C,2,GE_Vigor_Shared_Absorb_DamageReduction,Infinite,unresolved
GA_Vigor_Passive_Echo_Monitor_C,3,GE_Vigor_StackForDoubleHitBuff_Passive,Infinite,unresolved
GA_Vigor_SingleAllyDispel_C,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Vigor_SingleAllyDispel_C,1,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Vigor_SingleAllyDispel_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_SingleAllyDispel_C,3,GE_Vigor_SingleAllyDispel_ResourceCost,,unresolved
GA_Vigor_SingleAllyDispel_C,4,GE_Vigor_SingleAllyDispel_ResourceCost,,unresolved
GA_Vigor_SingleTargetAbsorb,0,GE_Vigor_SingleTargetAbsorb_Absorb,HasDuration,unresolved
GA_Vigor_SingleTargetAbsorb,1,GE_Vigor_Talent_SpiritProcBuff_NextRuneSpenderIncreasedPower_Proc,HasDuration,unresolved
GA_Vigor_SingleTargetAbsorb,2,GE_GlobalCooldown,HasDuration,unresolved
GA_Vigor_SingleTargetAbsorb,3,GE_Shared_Cooldown_HasteScale,HasDuration,unresolved
GA_Vigor_SingleTargetAbsorb,4,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_SingleTargetAbsorb,5,GE_Vigor_SingleTargetAbsorb_Cost,,unresolved
GA_Vigor_SingleTargetAbsorb,6,GE_Vigor_SingleTargetAbsorb_Absorb,HasDuration,unresolved
GA_Vigor_SingleTargetAbsorb,7,GE_Vigor_SingleTargetAbsorb_Cost,,unresolved
GA_Vigor_SingleTargetAbsorb,8,GE_Vigor_SingleTargetAbsorb_UponRemovalBuff,HasDuration,unresolved
GA_Vigor_SingleTargetChargedHot_C,0,GE_Vigor_SingleTargetEchoProccer_Buff,HasDuration,unresolved
GA_Vigor_SingleTargetChargedHot_C,1,GE_Vigor_Talent_SpiritProcBuff_NextRuneSpenderIncreasedPower_Proc,HasDuration,unresolved
GA_Vigor_SingleTargetChargedHot_C,2,GE_GlobalCooldown,HasDuration,unresolved
GA_Vigor_SingleTargetChargedHot_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_SingleTargetChargedHot_C,4,GE_Vigor_SingleTargetChargedHot_ResourceCost,,unresolved
GA_Vigor_SingleTargetChargedHot_C,5,GE_Vigor_SingleTargetChargedHot_ResourceCost,,unresolved
GA_Vigor_SingleTargetChargedHot_C,6,GE_Vigor_SingleTargetEchoProccer_Buff,HasDuration,unresolved
GA_Vigor_SingleTargetDot_C,0,GE_Vigor_SingleTargetDot_Dot,HasDuration,unresolved
GA_Vigor_SingleTargetDot_C,1,GE_Vigor_Talent_SpiritProcBuff_NextRuneSpenderIncreasedPower_Proc,HasDuration,unresolved
GA_Vigor_SingleTargetDot_C,2,GE_GlobalCooldown,HasDuration,unresolved
GA_Vigor_SingleTargetDot_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_SingleTargetDot_C,4,GE_Vigor_SingleTargetDot_ResourceCost,,unresolved
GA_Vigor_SingleTargetDot_C,5,GE_Vigor_SingleTargetDot_BuffActiveAdditionalDirectDamage,,unresolved
GA_Vigor_SingleTargetDot_C,6,GE_Vigor_SingleTargetDot_Dot,HasDuration,unresolved
GA_Vigor_SingleTargetDot_C,7,GE_Vigor_SingleTargetDot_ResourceCost,,unresolved
GA_Vigor_SkillshotAoeProjectile,0,GE_Vigor_Talent_SpiritProcBuff_NextRuneSpenderIncreasedPower_Proc,HasDuration,unresolved
GA_Vigor_SkillshotAoeProjectile,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Vigor_SkillshotAoeProjectile,2,GE_Shared_Cooldown_HasteScale,HasDuration,unresolved
GA_Vigor_SkillshotAoeProjectile,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Vigor_SkillshotAoeProjectile,4,GE_Vigor_SkillshotAoeProjectile_ResourceCost,,unresolved
GA_Vigor_SkillshotAoeProjectile,5,GE_Vigor_SkillshotAoeProjectile_ResourceCost,,unresolved
