id,hero,numeric_id,name,description,tier_row,unlock_level,point_cost,icon_id,icon_kind,icon_width,icon_height,provenance_origin,provenance_dev_name,provenance_source
Talent.ID.Talent16,Meiko,16,Peacefield,"Your <rt.absorb>Serenity</> applies <rt.effect>Peacefield</> on you, healing you for <rt.heal>45% of the initial heal's value over 9 seconds</>.",6,0,1,T_Icon_Elements_77,TalentIcon,256,256,datamine,,
Talent.ID.Talent17,Meiko,17,Guardian's Fluidity,Your <rt.absorb>Finishing Moves</> reduce the cooldown of your <rt.absorb>Stone Shield</> ability by <rt.bold>1 second</>.,3,0,2,T_Nhance_RPG_Icons_NatureStone,TalentIcon,256,256,datamine,,
Talent.ID.Talent18,Meiko,18,Conclusive Strikes,Your <bold>Finishers</> deal <rt.warning>10% more damage</>.,6,0,1,T_Icon_Elements_71,TalentIcon,256,256,datamine,,
Talent.ID.Talent2,Meiko,2,Resonance of Earth,When you activate <rt.absorb>Stone Shield</> you take <rt.bold>10% reduced damage</> for 8 seconds.,1,0,2,T_Nhance_RPG_Energy_19,TalentIcon,256,256,datamine,,
Talent.ID.Talent3,Meiko,3,Perfect Storm,"Your <rt.absorb>Lashing Stormkick</> has a <rt.bold>25% chance to deal damage an additional time</> for <rt.warning>100% of the initial hit</>.

The chance for <rt.effect>Perfect Storm</> to trigger is increased by your Haste.",2,0,1,Tex_blue_6,TalentIcon,256,256,datamine,,
Talent.ID.Talent4,Meiko,4,Slipstream,"You <rt.absorb>Start each Dungeon</> with <rt.mana>50 Spirit Points</>.

Each time you cast <rt.absorb>Gust</> you release a burst of winds at your starting location, causing all enemies within 750 radius to have <rt.effect>50% reduced movement speed</> for 6 seconds.",4,0,1,Meiko_AbilityIcon_10,TalentIcon,1024,1024,datamine,,
Talent.ID.Talent5,Meiko,5,Will of Stone,Your <rt.absorb>Shatter Earth</> now also activates your <bold>Spirited Strikes</> and <bold>Spirited Vortex</> buffs.,2,0,1,T_Meiko_SlamStun,TalentIcon,256,256,datamine,,
Talent.ID.Talent6,Meiko,6,Debilitating Vortex,Enemies hit by <rt.absorb>Spirited Vortex</> have <rt.effect>20% reduced attack speed</> for 5 seconds.,3,0,2,Meiko_AbilityIcon_07,TalentIcon,1024,1024,datamine,,
Talent.ID.Talent7,Meiko,7,Warden of the Temple,"Each time you consume <rt.effect>Earthfall</> or <rt.effect>Stormfall</>, you gain 1 stack of <rt.effect>Warden of the Temple</>. At <rt.bold>3 stacks</>, your next <rt.absorb>Palm Finisher</> is enhanced.

<rt.absorb>Double Palm Strike:</> Deals <rt.warning>300% increased damage</> and grants <rt.absorb>25 Serenity</> charges.

<rt.absorb>Spirited Vortex:</> Deals <rt.warning>50% increased damage</> and its <rt.bold>Dodge Bonus</> is increased to <rt.bold>+30%</>.",5,0,3,Meiko_AbilityIcon_01,TalentIcon,1024,1024,datamine,,
Talent.ID.Talent8,Meiko,8,Earthbourne,Each cast of <rt.absorb>Shatter Earth</> reduces the cooldown of <rt.absorb>Twin Souls: Bulwark</> by <rt.bold>20%</>.,4,0,1,T_Nhance_RPG_Tech_24,TalentIcon,256,256,datamine,,
Talent.ID.Talent9,Meiko,9,Forbidden Technique,"Your <rt.absorb>Double Palm Strike</> finisher applies <rt.effect>Forbidden Technique</> to the target for 30 seconds.

<rt.effect>Forbidden Technique</> accumulates <rt.warning>18% of all damage you deal to the target</>. 

The <rt.warning>accumulated damage</> erupts onto the target and nearby enemies every <rt.bold>6 seconds</>, or if the enemy dies while the effect is active.

Each strike from your <rt.absorb>Earthfist Barrage</> to a target afflicted by <rt.effect>Forbidden Technique</> adds 1 stack to the effect, up to 50 stacks. Each time <rt.effect>Forbidden Technique</> erupts, all additional stacks are consumed and you are granted <rt.heal>1.2% Damage Reduction for each stack consumed</> for 18 seconds.

You can only have one <rt.effect>Forbidden Technique</> active at any time.",5,0,3,Meiko_AbilityIcon_04,TalentIcon,1024,1024,datamine,,
Talent.ID.Talent97,Meiko,23,Thundering Kicks (old),Your <rt.absorb>Lashing Stormkick</> has <rt.warning>+20% increased critical strike chance</>.,4,0,1,Meiko_AbilityIcon_08,TalentIcon,1024,1024,datamine,,
Talent.ID.Talent98,Meiko,24,Magic Ward (old),You take 10% less <bold>Magic damage</>.,4,0,1,T_Arcane_Scroll,TalentIcon,256,256,datamine,,
Talent.ID.Talent99,Meiko,25,Spirited Advance (old),Your <bold>Movement Speed</> is increased by 20%.,4,0,1,Barbarian8,TalentIcon,256,256,datamine,,
Talent.ID.Talent1,Mosse,1,Nettle to the Petal,"Each time you deal damage with <rt.absorb>Nettlebolt</>, your <rt.absorb>Life Petal</> <rt.heal>triggers an additional tick of its healing</>.",1,0,2,T_Mosse_Lifepetal,TalentIcon,512,512,datamine,,
Talent.ID.Talent10,Mosse,10,Nurtured Haven,"The cooldown of your <rt.absorb>Safe Haven</> is reduced each time one of your plants wither.

<rt.absorb>Prickly Vine</> - 1 second
<rt.absorb>Life Petal</> - 2 seconds
<rt.absorb>Heart Bloom</> - 3 seconds",4,0,1,T_Mosse_LinkCD,TalentIcon,512,512,datamine,,
Talent.ID.Talent11,Mosse,11,Bloomin' Boomshrooms,"Your <rt.absorb>Shroomsplosion</> ability can now target allies, sending up to 5 <bold>Boomshrooms</> to detonate on them, instantly healing them for <rt.heal>231% Intellect</> each.

When targeting allies in this way, the <bold>Boomshroom</> still deals its normal damage to nearby enemies.",2,0,1,T_Mosse_Boomshroom,TalentIcon,256,256,datamine,,
Talent.ID.Talent12,Mosse,12,In Bloom,The first four pulses of <rt.absorb>Heart Bloom</> have <rt.heal>50% increased healing</>.,6,0,1,Tex_p_24,TalentIcon,256,256,datamine,,
Talent.ID.Talent13,Mosse,13,Natural Protector,"Your <rt.absorb>Ironleaf Ward</> and <rt.absorb>Safe Haven</> abilities shield players for 15 seconds, absorbing up to <rt.heal>1755% intellect</> damage.

Damage dealt to the shield is <rt.heal>reduced by 50%</>.",5,0,3,Druid17,TalentIcon,256,256,datamine,,
Talent.ID.Talent14,Mosse,14,Flutterswift,Your <rt.absorb>Fluttercall: Heal</> has <rt.heal>100% faster tick rate for the first 12 seconds</> each time it begins healing a player.,5,0,3,T_ArcaneWhirl,TalentIcon,256,256,datamine,,
Talent.ID.Talent15,Mosse,15,Flower Power,"Your <rt.absorb>Heart Bloom</> has 2 charges but only accumulates 8% of all <rt.meikoability1>Flutterfly Healing</>.

<rt.absorb>Heart Bloom</> gains <rt.meikoability2>Cooldown Acceleration</> equal to your Haste.",5,0,3,T_Mosse_Bigheal,TalentIcon,256,256,datamine,,
Talent.ID.Talent16,Mosse,16,Bluey's Gambit,"While your <bold>Blue Flutterfly</> is following you, you take 5% reduced damage.

While your <bold>Blue Flutterfly</> is following another player, they take 5% reduced damage.",4,0,1,T_Nhance_RPG_Elements_32,TalentIcon,256,256,datamine,,
Talent.ID.Talent17,Mosse,17,Shimmering Wings,Your <rt.absorb>Fluttercall: Heal</> has <rt.heal>25% increased healing</> on targets that have <rt.absorb>Flutterfly: Restore Life</> active.,3,0,2,Tex_wing_b_02,TalentIcon,256,256,datamine,,
Talent.ID.Talent18,Mosse,18,Symbiosis,"Each time your <rt.absorb>Prickly Vines</> deal damage, your <rt.absorb>Life Petal</> <rt.heal>triggers an additional tick of its healing at 25% power</>.

Your <rt.absorb>Prickly Vines</> deal <rt.warning>12% more damage</> for each player that has a <rt.effect>Pink Flutterfly</>.",3,0,2,T_Mosse_Vine,TalentIcon,256,256,datamine,,
Talent.ID.Talent2,Mosse,2,Synchronized Fluttering,"Hold down <rt.absorb>Fluttercall: Heal</> for 2 seconds to <rt.effect>Overcharge</> it, causing the ability to be cast on up to 4 allies within 4000 range in one cast. The <rt.mana>mana cost is increased by 100%</> when <rt.effect>Overcharged</>.

<rt.effect>Overcharged Abilities</>
Hold down the relevant ability button until a cast bar is displayed. Once the cast has completed, the overcharged version of the ability will trigger.",1,0,2,Sylvie_AbilityIcon_03,TalentIcon,256,256,datamine,,
Talent.ID.Talent3,Mosse,3,Verdant Restoration,The initial heal of your <rt.absorb>Fluttercall: Restore Life</> has +50% increased critical strike chance.,1,0,2,T_Nhance_RPG_Shadow_58,TalentIcon,256,256,datamine,,
Talent.ID.Talent4,Mosse,4,Sprouting Nettles,"Each tick of <rt.meikoability1>Flutterfly Healing</> has a chance to make your next <rt.absorb>Nettlebolt</> cast 3 <rt.absorb>Nettlebolts</> at once.

(2.0 PPM)",4,0,1,Sylvie_AbilityIcon_02,TalentIcon,256,256,datamine,,
Talent.ID.Talent5,Mosse,5,Natural Knowledge,"Each time your <rt.absorb>Nettlebolt</> deals damage, you replenish <rt.mana>1% of your maximum Mana</>.",2,0,1,Tex_blue_9,TalentIcon,256,256,datamine,,
Talent.ID.Talent6,Mosse,6,Trailing Restoration,The duration of your <rt.absorb>Fluttercall: Restore Life</> is increased by 9 seconds.,6,0,1,T_ArcaneAid,TalentIcon,256,256,datamine,,
Talent.ID.Talent7,Mosse,7,Every Other Flutter,"Your <rt.absorb>Fluttercall: Heal</>, <rt.absorb>Nettlebolt</>, <rt.absorb>Prickly Vine</>, <rt.absorb>Shroomsplosion</>, <rt.absorb>Life Petal</>, and <rt.absorb>Heart Bloom</> casts grant you <rt.effect>Every Other Flutter</> for 8 seconds.

<rt.effect>Every Other Flutter</> causes your next cast of <rt.absorb>Fluttercall: Restore Life</> to have <rt.mana>25% reduced Mana cost</>.",2,0,1,T_Nhance_RPG_Arcane_02,TalentIcon,256,256,datamine,,
Talent.ID.Talent8,Mosse,8,Saving Grace,"When your <rt.absorb>Fluttercall: Heal</> or <rt.absorb>Fluttercall: Restore Life</> heals an ally at 50% health or below they gain <rt.effect>Saving Grace</> for 8 seconds.

<rt.effect>SAVING GRACE</>
The <bold>healing over time portion</> of your <rt.absorb>Fluttercall: Restore Life</> and <rt.absorb>Fluttercall: Heal</> is <rt.heal>100% more powerful on allies with</> <rt.effect>Saving Grace</>.

<rt.effect>Saving Grace</> can not be applied more than once every 30 seconds.",3,0,2,T_Nhance_RPG_Arcane_04,TalentIcon,256,256,datamine,,
Talent.ID.Talent88,Mosse,39,Sprouting Nettles (old),"Each tick of <rt.meikoability1>Flutterfly Healing</> has a chance to make your next <rt.absorb>Nettlebolt</> <rt.bold>instant cast</> and have <rt.warning>+400% critical strike chance</>.

(2.0 PPM)

<rt.warning>GRIEVOUS CRITICAL STRIKE</>
Any critical strike chance you have beyond 100% causes a <rt.warning>grievous critical strike</>. <rt.warning>Grievous critical strikes</> increase the base damage of the hit by an amount equal to the overflowing critical strike chance.",2,0,1,Sylvie_AbilityIcon_02,TalentIcon,256,256,datamine,,
Talent.ID.Talent89,Mosse,40,Elusive Wildling (old),You take <rt.bold>20% reduced damage</> while <rt.absorb>Hidden Trail</> is active.,6,0,1,T_Mosse_Hide,TalentIcon,256,256,datamine,,
Talent.ID.Talent9,Mosse,9,Rowdy Rootsap,Your <rt.absorb>Enfeebling Rootsap</> causes the target and all enemies within a 700 radius of the target to have <rt.bold>50% reduced Attack Speed</> and <rt.bold>50% reduced Movement Speed</> while active.,6,0,1,T_Mosse_Rootheal,TalentIcon,256,256,datamine,,
Talent.ID.Talent90,Mosse,31,Spirited Fortitude (old),You take <rt.bold>10% less Area of effect damage</>.,6,0,1,Barbarian3,TalentIcon,256,256,datamine,,
Talent.ID.Talent91,Mosse,30,Will of Nature (old),Your healing is increased by 25% on players with <bold>30% or less health</>.,3,0,2,T_Icon_Fel_07,TalentIcon,256,256,datamine,,
Talent.ID.Talent92,Mosse,29,Magic Ward (old),You take <rt.bold>10% less magic damage</>.,4,0,1,T_Arcane_Scroll,TalentIcon,256,256,datamine,,
Talent.ID.Talent93,Mosse,28,Symbiosis (old),Your <rt.absorb>Prickly Vines</> deal <rt.warning>12% more damage</> for each player that has a <rt.effect>Pink Flutterfly</>.,3,0,2,T_Mosse_Vine,TalentIcon,256,256,datamine,,
Talent.ID.Talent94,Mosse,27,Spirited Advance (old),Your <bold>Movement Speed</> is increased by 20%.,6,0,1,Barbarian8,TalentIcon,256,256,datamine,,
Talent.ID.Talent95,Mosse,26,Bursting Petals (old),"Your <rt.absorb>Life Petal's</> healing is increased by 20% and its healing is front loaded, causing the first tick to heal for twice the amount and ramping down with each tick thereafter.

- NUUKED - waiting for new talent that procs ticks on Life Petal when Nettlebolt deals damage - Axel",1,0,2,T_Mosse_Lifepetal,TalentIcon,512,512,datamine,,
Talent.ID.Talent96,Mosse,22,Shroomageddon (old),Your <rt.absorb>Shroomsplosion</> deals 20% increased damage.,6,0,1,T_ArcaneRitual,TalentIcon,256,256,datamine,,
Talent.ID.Talent97,Mosse,23,In Bloom (old),Your <rt.absorb>Heart Bloom's</> mana cost is reduced by 25%.,6,0,1,T_Icon_Arcane_142,TalentIcon,256,256,datamine,,
Talent.ID.Talent98,Mosse,24,Heavy Nettle (old),Your <rt.absorb>Nettlebolt</> deals 40% increased damage.,4,0,1,T_EntagledOrb,TalentIcon,256,256,datamine,,
Talent.ID.Talent99,Mosse,25,Green Thumb (old),"The healing of your <rt.absorb>Life Petal</>, <rt.absorb>Heartbloom</>, and <rt.absorb>Rootsap Revival</> is increased by 20%.

- Nuked for new talent revision -",5,0,3,T_HealingSwirl,TalentIcon,256,256,datamine,,
Talent.ID.Talent1,Rime,1,Glacial Assault,"Your <rt.absorb>Cold Snap</> ability grants you <rt.bold>1 stack</> of <rt.effect>Glacial Assault</>.

Once you have <rt.bold>4 stacks</> of <rt.effect>Glacial Assault</>, your next <rt.absorb>Glacial Blast</> is <bold>instant cast</>, deals <rt.warning>40% more damage</> and has <rt.mana>no cost</>.

<rt.effect>Glacial Assault</> causes your <rt.absorb>Glacial Blast</> to explode on impact, dealing <rt.warning>30% of the initial damage</> to nearby enemies.",1,0,2,T_Rime_AnimaBolt,TalentIcon,256,256,datamine,,
Talent.ID.Talent10,Rime,10,Navir's Keeper,"Your <rt.absorb>Flight of the Navir</> ability grants <rt.bold>2 stacks</> of <rt.effect>Navir's Keeper</>.

<rt.effect>Navir's Keeper</> causes your next <rt.absorb>Cold Snap</> to <rt.bold>not require nor cost any charge</>.",4,0,1,T_Icon_Elements_74,TalentIcon,256,256,datamine,,
Talent.ID.Talent11,Rime,11,Harrowing Ice,"Each pulse of <rt.absorb>Bursting Ice</> grants you <rt.effect>Harrowing Ice</> for <rt.bold>12 seconds</>, stacking up to <rt.bold>30 times</>.

<rt.absorb>Bursting Ice</> gains <rt.warning>3% more damage per stack</> of <rt.effect>Harrowing Ice</> you have.

After 30 stacks, all <rt.effect>Harrowing Ice</> stacks are consumed and your <rt.absorb>Flight of the Navir</> ability cooldown is reduced by <rt.bold>5 seconds</>.",3,0,2,T_Rime_CastedDebuffAOEdamage,TalentIcon,256,256,datamine,,
Talent.ID.Talent12,Rime,12,Supreme Torrent,Your <rt.absorb>Freezing Torrent</> deals <rt.warning>20% more damage</> and its duration is increased by <rt.bold>0.8 seconds</>.,6,0,1,T_IceSpikes,TalentIcon,256,256,datamine,,
Talent.ID.Talent13,Rime,13,Cascading Blitz,"For each <rt.mana>Anima</> you generate while your <rt.absorb>Ice Blitz</> is active, you conjure <bold>1 Frost Swallow</> to attack your target.",3,0,2,T_Nhance_RPG_Icons_IcySpikes,TalentIcon,256,256,datamine,,
Talent.ID.Talent14,Rime,14,Greater Glacial Blast,Your <rt.absorb>Glacial Blast</> deals <rt.warning>40% more damage</> but its cast time is increased by <rt.bold>0.5 seconds</>.,4,0,1,T_Nhance_RPG_Icons_ArcaneBolt,TalentIcon,256,256,datamine,,
Talent.ID.Talent15,Rime,15,Bursting Swallows,Your <rt.absorb>Frost Swallow</> hits have a <rt.bold>12% chance</> to trigger a pulse of <rt.absorb>Bursting Ice</> on the target.,4,0,1,T_Icon_Frost_112,TalentIcon,256,256,datamine,,
Talent.ID.Talent16,Rime,16,Biting Cold,The power of your <rt.warning>critical strikes is increased by 10%</>.,6,0,1,T_Nhance_RPG_Frost_01,TalentIcon,256,256,datamine,,
Talent.ID.Talent17,Rime,17,Icy Talons,"Your <rt.absorb>Glacial Blast</> is replaced with <rt.absorb>Talon Strike</>

Your <rt.absorb>Ice Comet</> is replaced with <rt.absorb>Rising Talons</>.

Both abilities spend all <rt.mana>Winter Orbs</> and conjure ice spikes under the feet of the target/targets repeatedly, based on how many <rt.mana>Winter Orbs</> was spent.

Each <rt.absorb>Talon Strike</> ice spike deals <rt.warning>40% of Glacial Blast damage</>.

Each <rt.absorb>Rising Talons</> ice spike deals <rt.warning>40% of Ice Comet damage</>.

<rt.absorb>Talon Strike</> benefits from talents that affect <rt.absorb>Glacial Blast</>.

<rt.absorb>Rising Talons</> benefits from talents that affect <rt.absorb>Ice Comet</>.",5,0,3,T_Nhance_RPG_Icons_IcySpikes_2,TalentIcon,256,256,datamine,,
Talent.ID.Talent18,Rime,18,Frostweaver's Wrath,"Each time you generate <rt.mana>Winter Orbs</>, you have a <rt.bold>20% chance</> to gain  <rt.effect>Frostweaver's Wrath</> for <rt.bold>12 seconds</>, causing the next <rt.absorb>Glacial Blast</> or <rt.absorb>Ice Comet</> that deals damage to have <rt.warning>100% additional critical strike chance</>.

<rt.warning>GRIEVOUS CRITICAL STRIKE</>
Any critical strike chance you have beyond 100% causes a <rt.warning>grievous critical strike</>. <rt.warning>Grievous critical strikes</> increase the base damage of the hit by an amount equal to the overflowing critical strike chance.",5,0,3,T_Icon_Frost_115,TalentIcon,256,256,datamine,,
Talent.ID.Talent2,Rime,2,Burstbolter,"When your <rt.absorb>Frost Bolt</> deals damage to an enemy, it triggers a single pulse of <rt.absorb>Bursting Ice</>.

Your <rt.absorb>Bursting Ice</> deals <rt.warning>20% more damage</>.",2,0,1,Cryomancer7,TalentIcon,256,256,datamine,,
Talent.ID.Talent3,Rime,3,Coalescing Frost,"Each hit of <rt.absorb>Freezing Torrent</> infuses the target with <rt.effect>Coalescing Frost</> for <rt.bold>3 seconds</>. Once it expires, the afflicted enemy releases a pulse of frost damage in an area around them, dealing <rt.warning>56% Intellect</> damage for each stack of <rt.effect>Coalescing Frost</> that was infused.

<rt.absorb>Freezing Torrent</> critical strikes have a <rt.bold>50% chance</> to apply <rt.bold>2 stacks</> of <rt.effect>Coalescing Frost</>.",1,0,2,Cryomancer9,TalentIcon,256,256,datamine,,
Talent.ID.Talent4,Rime,4,Chilling Finesse,"Each tick of <rt.absorb>Freezing Torrent</> reduces the cooldown of <rt.absorb>Bursting Ice</> by <rt.bold>0.2 seconds</>.

Each time you cast <rt.absorb>Cold Snap</> the cooldown of <rt.absorb>Freezing Torrent</> is reduced by <rt.bold>1.5 seconds</>.",2,0,1,Cryomancer19,TalentIcon,256,256,datamine,,
Talent.ID.Talent5,Rime,5,Icy Flow,"Your <rt.absorb>Cold Snap</> grants you <rt.effect>Icy Flow</> for <rt.bold>15 seconds</>, causing your next <rt.absorb>Glacial Blast</> to apply <rt.warning>+50% Haste to you while casting</> or causing your next <rt.absorb>Ice Comet</> to have <rt.bold>0.5 seconds reduced impact delay</>.

Both abilities gain <rt.warning>+20% increased critical strike chance</> when consuming a stack of <rt.effect>Icy Flow</>.

You can have up to <rt.bold>2 stacks</> of <rt.effect>Icy Flow</>.",3,0,2,Tex_b_16,TalentIcon,256,256,datamine,,
Talent.ID.Talent50,Rime,32,Magic Ward (old),You take <rt.bold>10% reduced magic damage</>.,4,0,1,T_Arcane_Scroll,TalentIcon,256,256,datamine,,
Talent.ID.Talent52,Rime,34,Winter's Embrace (old),"While <rt.absorb>Bursting Ice</> is active on an enemy you gain <rt.effect>Winter's Embrace</>, causing you to deal <rt.warning>20% more damage</>.

<rt.effect>Winter's Embrace</> does not affect <rt.absorb>Bursting Ice</>.",1,0,2,Cryomancer8,TalentIcon,256,256,datamine,,
Talent.ID.Talent6,Rime,6,Avalanche,"Your <rt.absorb>Ice Comet</> ability has a <rt.bold>18% chance</> to cause 1 additional <rt.absorb>Ice Comet</> to strike the target, and a <rt.bold>9% chance</> to cause 2 additional <rt.absorb>Ice Comets</> to strike the target.",1,0,2,T_Rime_OnTargetPulsatingAOE,TalentIcon,256,256,datamine,,
Talent.ID.Talent7,Rime,7,Cold Shower,Each tick of <rt.absorb>Freezing Torrent</> has a  <rt.bold>7% chance</> to cast <rt.absorb>Ice Comet</> on the target.,2,0,1,T_Nhance_RPG_Icons_MagicRune_2,TalentIcon,256,258,datamine,,
Talent.ID.Talent8,Rime,8,Wisdom of the North,"The cooldown of <rt.absorb>Ice Blitz</>, <rt.absorb>Flight of the Navir</> & <rt.absorb>Winter's Blessing</> is reduced by <rt.bold>0.3 seconds</> for each <rt.mana>Winters Orb</> you spend or that overflows your maximum.",6,0,1,T_Nhance_RPG_Frost_04,TalentIcon,256,256,datamine,,
Talent.ID.Talent87,Rime,38,Cascading Blitz (old),"For each <rt.mana>Anima</> you generate while your <rt.absorb>Ice Blitz</> is active, you conjure <bold>1 Frost Swallow</> to attack your target.

The duration of <rt.absorb>Ice Blitz</> is extended by 0.2 seconds each time a <rt.absorb>Frost Swallow</> hits an enemy.",5,0,3,T_Nhance_RPG_Icons_IcySpikes,TalentIcon,256,256,datamine,,
Talent.ID.Talent88,Rime,39,Spirited Fortitude (old),You take <rt.bold>10% reduced area of effect damage</>.,6,0,1,Barbarian3,TalentIcon,256,256,datamine,,
Talent.ID.Talent89,Rime,40,Cascading Blitz (old),"For each <rt.mana>Anima</> you generate while your <rt.absorb>Ice Blitz</> is active, you conjure <bold>1 Frost Swallow</> to attack your target.

The duration of <rt.absorb>Ice Blitz</> is extended by 0.2 seconds each time a <rt.absorb>Frost Swallow</> hits an enemy.",5,0,3,T_Nhance_RPG_Icons_IcySpikes,TalentIcon,256,256,datamine,,
Talent.ID.Talent9,Rime,9,Soulfrost Torrent,"Each time you cast an ability you have a chance to gain <rt.effect>Soulfrost Torrent</> for <rt.bold>18 seconds</>, causing your next <rt.absorb>Freezing Torrent</> to have <rt.warning>40% increased tick rate</> and <rt.warning>+100% increased critical strike chance</>. (1.2 PPM)

<rt.warning>GRIEVOUS CRITICAL STRIKE</>
Any critical strike chance you have beyond 100% causes a <rt.warning>grievous critical strike</>. <rt.warning>Grievous critical strikes</> increase the base damage of the hit by an amount equal to the overflowing critical strike chance.",5,0,3,T_Nhance_RPG_Frost_31,TalentIcon,256,256,datamine,,
Talent.ID.Talent90,Rime,31,Talon's Edict (old),"Your <rt.absorb>Cold Snap</> critical strikes conjure <bold>3 Frost Swalllows</> to instantly attack your enemies.

Additionally, your <rt.absorb>Cold Snap</> and <rt.absorb>Freezing Torrent</> damage has a 15% chance to conjure <bold>1 Frost Swalllow</>.",2,0,1,T_Icon_Elements_74,TalentIcon,256,256,datamine,,
Talent.ID.Talent91,Rime,30,Soulfrost Torrent (old),"Your critical strikes have a chance to cause your next <rt.absorb>Freezing Torrent</> within 12 seconds to have 100% increased tick rate and deal 100% increased damage.

(1.5 PPM)",5,0,3,T_Nhance_RPG_Frost_31,TalentIcon,256,256,datamine,,
Talent.ID.Talent92,Rime,29,Chilling Finesse (old),"While <rt.absorb>Bursting Ice</> is active on an enemy, you gain 20% Haste.",1,0,2,T_Nhance_RPG_Icons_IceSwirl,TalentIcon,256,256,datamine,,
Talent.ID.Talent93,Rime,28,Wicked Blitz (old),Your <rt.absorb>Ice Blitz</> increases all damage you deal by an additional 10%.,6,0,1,T_Nhance_RPG_Icons_IcySpikes,TalentIcon,256,256,datamine,,
Talent.ID.Talent94,Rime,27,Talon's Edict (old),Your <rt.absorb>Cold Snap</> conjures an additional wave of <rt.absorb>3 Frost Swallows</> in waves.,2,0,1,T_Icon_Elements_74,TalentIcon,256,256,datamine,,
Talent.ID.Talent95,Rime,26,Greater Glacial Blast (old),Your <rt.absorb>Glacial Blast</> has 20% increased critical strike chance.,1,0,2,T_Rime_AnimaBolt,TalentIcon,256,256,datamine,,
Talent.ID.Talent96,Rime,22,Spirited Advance (old),Your <bold>Movement Speed</> is increased by 20%,4,0,1,Barbarian8,TalentIcon,256,256,datamine,,
Talent.ID.Talent97,Rime,23,Chillblain (old),Your <bold>Freezing Torrent</> deals 20% increased damage.,2,0,1,T_Rime_ChanneledBeam,TalentIcon,256,256,datamine,,
Talent.ID.Talent98,Rime,24,Coalescing Ice (old),When <bold>Bursting Ice</> deals damage to a single target it generates 2 additional Anima per tick.,2,0,1,T_Nhance_RPG_Icons_IceSwirl,TalentIcon,256,256,datamine,,
Talent.ID.Talent99,Rime,25,Harrowing Ice (old),Your <bold>Bursting Ice</> damage is increased by 30%.,1,0,2,Cryomancer8,TalentIcon,256,256,datamine,,
Talent.ID.Talent1,Sune,1,Sun's Verdict,"Your <rt.absorb>Brilliant Flare</> and <rt.absorb>Brilliant Flash</> has a 15% chance to grant you <rt.effect>Sun's Verdict</> for 12 seconds.

<rt.effect>Sun's Verdict</>
Your next <rt.absorb>Sun Strike</> resets the cooldown of your <rt.absorb>Blinding Slash</> ability and causes your target and all enemies near it to be hit by Sun Beams from above, <rt.warning>dealing 124% Strength magic damage</> to each of them.",4,0,1,T_HolyFire_00,TalentIcon,256,256,datamine,,
Talent.ID.Talent10,Sune,10,Sun's Touch,"Your <rt.absorb>Brilliant Flash</> applies <rt.effect>Sun's Touch</> to the target, causing an additional <rt.warning>30% of the damage</> or <rt.heal>30% of the healing</> to be dealt over 12 seconds.

Additional <rt.absorb>Brilliant Flash</> damage or healing is accumulated into any already existing <rt.effect>Sun's Touch</> on the target.",1,0,2,T_Sune_BrilliantFlare,TalentIcon,512,512,datamine,,
Talent.ID.Talent11,Sune,11,Magic Ward,"When you cast <rt.absorb>Solar Shield</> on yourself, it grants you <rt.effect>Magic Ward</>, reducing all Magic Damage taken by 30% for 4 seconds.",4,0,1,T_Nhance_RPG_Icons_ShadowBarrier,TalentIcon,256,256,datamine,,
Talent.ID.Talent12,Sune,12,Gleaming Strikes,"Your <rt.absorb>Sun Strike</> applies 2 stacks of <rt.effect>Sunstruck</> to the target.

Your <rt.absorb>Omnistrike</> deals <rt.warning>25% more damage</> to all enemies for every stack of <rt.effect>Sunstruck</> it consumes.",3,0,2,T_Sune_Sunstrike,TalentIcon,512,512,datamine,,
Talent.ID.Talent13,Sune,13,Vanguard of Vengeance,"Each time you <rt.bold>Parry</> an attack you automatically <rt.effect>counter-attack</> that enemy for <rt.warning>116% Strength physical damage</> and <rt.mana>gain 0.5% Mana</>.

Each successful <rt.bold>Parry</> also grants you the <rt.effect>Vanguard of Vengeance</> buff for 20 seconds, stacking up to 20 times - increasing your <rt.warning>Spirit by +0.5% per stack</>.

Your <rt.bold>Parry</> chance is increased by +10%.",5,0,3,T_Nhance_RPG_Icons_FireEnchantment,TalentIcon,256,256,datamine,,
Talent.ID.Talent14,Sune,14,Invictus,"Your <rt.absorb>Solar Shield</> gains additional benefits from your secondary stats.

<rt.bold>Critical Strike Chance</>
When you activate <rt.absorb>Solar Shield</> you <rt.warning>deal damage to all nearby enemies</> equal to 1% of the maximum absorb value for every 1% Critical Strike chance you have.

<rt.bold>Haste</>
While <rt.absorb>Solar Shield</> is active on anyone, <rt.bold>your</> Cooldown Recovery is increased by 1% for every 3% Haste you have.

<rt.bold>Expertise</>
While <rt.absorb>Solar Shield</> is active, the target's Armor is increased by an amount equal to your Expertise %.

<rt.bold>Spirit</>
Your <rt.absorb>Solar Shield</> ability cooldown is reduced by 2 seconds each time you trigger a <rt.effect>Spirit Refund</>.",5,0,3,T_Nhance_RPG_Icons_SoulBurn,TalentIcon,256,256,datamine,,
