id,modifiers_ordinal,attribute,op,value_known,value_curve_ref,value_default,value_unresolved_reason,magnitude_type,detail,detail_kind,detail_data_tag,detail_data_name,detail_calculation_class,detail_coefficient,detail_backing_attribute,detail_pre_add,detail_post_add,detail_source
GE_GemBonus_DamageHealingAbsorbBonusInBossBattleSmall,1,HealScale,MultiplyCompound,1.05,,,,ScalableFloat,registry::GemBonus.DamageHealingAsborbBonusInBossBattle.Small.Scaler,scalable_float_reference,,,,,,,,
GE_GemBonus_DamageHealingAbsorbBonusInBossBattleSmall,2,OutgoingAbsorptionMultiplier,MultiplyCompound,1.05,,,,ScalableFloat,registry::GemBonus.DamageHealingAsborbBonusInBossBattle.Small.Scaler,scalable_float_reference,,,,,,,,
GE_GemBonus_ExpertisePercentageBonusMedium,0,Expertise,Additive,0.06,,,,ScalableFloat,CT_GemConstants::GemBonus.ExpertisePercentageBonus.Medium.ExpertiseIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_ExpertisePercentageBonusSmall,0,Expertise,Additive,0.02,,,,ScalableFloat,CT_GemConstants::GemBonus.ExpertisePercentageBonus.Small.ExpertiseIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_ExpertiseStacksOnFirstDamage_ExpertiseEffect_Medium,0,Expertise,Additive,0.15,,,,ScalableFloat,registry::GemBonus.ExpertiseStacksOnFirstDamageExpertiseBonusPerStack.Medium,scalable_float_reference,,,,,,,,
GE_GemBonus_ExpertiseStacksOnFirstDamage_ExpertiseEffect_Small,0,Expertise,Additive,0.05,,,,ScalableFloat,registry::GemBonus.ExpertiseStacksOnFirstDamage.ExpertiseBonusPerStack.Small,scalable_float_reference,,,,,,,,
GE_GemBonus_HastePercentageBonusMedium,0,Haste,Additive,0.06,,,,ScalableFloat,CT_GemConstants::GemBonus.HastePercentageBonus.Medium.HasteIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_HastePercentageBonusSmall,0,Haste,Additive,0.02,,,,ScalableFloat,CT_GemConstants::GemBonus.HastePercentageBonus.Small.HasteIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_HastePercentageBonusWhenTargettingUnhealthyTargetsMedium,0,Haste,Additive,0.09,,,,ScalableFloat,CT_GemConstants::GemBonus.HastePercentageBonusWhenTargettingUnhealthyTargets.Medium.HastePercentageIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_HastePercentageBonusWhenTargettingUnhealthyTargetsSmall,0,Haste,Additive,0.03,,,,ScalableFloat,CT_GemConstants::GemBonus.HastePercentageBonusWhenTargettingUnhealthyTargets.Small.HastePercentageIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_HastePercentageBonusWhileNotHeroismMedium,0,Haste,Additive,0.06,,,,ScalableFloat,CT_GemConstants::GemBonus.HastePercentageBonusWhileNotHeroism.Medium.HastePercentageIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_HastePercentageBonusWhileNotHeroismSmall,0,Haste,Additive,0.02,,,,ScalableFloat,CT_GemConstants::GemBonus.HastePercentageBonusWhileNotHeroism.Small.HastePercentageIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_IncomingHealMultiplierForMissingHealth_IncHealBuff,0,IncomingDamageMultiplier,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.HealScale,None,,,,,,
GE_GemBonus_MagicResistBonusOnDamageTaken_Medium,0,MagicalIncomingDamageMultiplier,MultiplyCompound,0.76,,,,ScalableFloat,registry::GemBonus.MagicResistBonusOnDamageTaken.IncomingMagicDamageScale.Medium,scalable_float_reference,,,,,,,,
GE_GemBonus_MagicResistBonusOnDamageTaken_Small,0,MagicalIncomingDamageMultiplier,MultiplyCompound,0.92,,,,ScalableFloat,registry::GemBonus.MagicResistBonusOnDamageTaken.IncomingMagicDamageScale.Small,scalable_float_reference,,,,,,,,
GE_GemBonus_MaxHealthPercentageBonusMedium,0,Stamina,Multiplicitive,1.09,,,,ScalableFloat,CT_GemConstants::GemBonus.MaxHealthPercentageBonus.Medium.MaxHealthScaler,scalable_float_reference,,,,,,,,
GE_GemBonus_MaxHealthPercentageBonusSmall,0,Stamina,Multiplicitive,1.03,,,,ScalableFloat,CT_GemConstants::GemBonus.MaxHealthPercentageBonus.Small.MaxHealthScaler,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryAttributeAndStaminaBonusMedium,0,Armor,Additive,120.0,,,,ScalableFloat,registry::GemBonus.PrimaryAttributeAndStaminaBonus.Medium.ArmorIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryAttributeAndStaminaBonusMedium,1,PrimaryAttributeFlatBonus,Additive,12.0,,,,ScalableFloat,registry::GemBonus.PrimaryAttributeAndStaminaBonus.Medium.PrimaryAttributeIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryAttributeAndStaminaBonusSmall,0,Armor,Additive,40.0,,,,ScalableFloat,registry::GemBonus.PrimaryAttributeAndStaminaBonus.Small.ArmorIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryAttributeAndStaminaBonusSmall,1,PrimaryAttributeFlatBonus,Additive,4.0,,,,ScalableFloat,registry::GemBonus.PrimaryAttributeAndStaminaBonus.Small.PrimaryAttributeIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryAttributeBonusWhenHealthyMedium,0,PrimaryAttributeMultiplier,MultiplyCompound,1.06,,,,ScalableFloat,registry::GemBonus.PrimaryAttributeBonusWhenHealthy.Medium,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryAttributeBonusWhenHealthySmall,0,PrimaryAttributeMultiplier,MultiplyCompound,1.02,,,,ScalableFloat,registry::GemBonus.PrimaryAttributeBonusWhenHealthy.Small,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryAttributeBonusWhileHeroismMedium,0,PrimaryAttributeMultiplier,MultiplyCompound,1.24,,,,ScalableFloat,registry::GemBonus.PrimaryAttributeBonusWhileHeroism.Medium,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryAttributeBonusWhileHeroismSmall,0,PrimaryAttributeMultiplier,MultiplyCompound,1.08,,,,ScalableFloat,registry::GemBonus.PrimaryAttributeBonusWhileHeroism.Small,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryBonus_Medium,0,PrimaryAttributeMultiplier,MultiplyCompound,1.06,,,,ScalableFloat,registry::GemBonus.PrimaryBonus.Medium,scalable_float_reference,,,,,,,,
GE_GemBonus_PrimaryBonus_Small,0,PrimaryAttributeMultiplier,MultiplyCompound,1.02,,,,ScalableFloat,registry::GemBonus.PrimaryBonus.Small,scalable_float_reference,,,,,,,,
GE_GemBonus_SpiritPercentageBonusMedium,0,Spirit,Additive,0.06,,,,ScalableFloat,CT_GemConstants::GemBonus.SpiritPercentageBonus.Medium.SpiritIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_SpiritPercentageBonusSmall,0,Spirit,Additive,0.02,,,,ScalableFloat,CT_GemConstants::GemBonus.SpiritPercentageBonus.Small.SpiritIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndCritRatingBonusMedium,0,Stamina,Additive,24.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndCriticalBonus.Medium.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndCritRatingBonusMedium,1,CritRating,Additive,24.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndCriticalBonus.Medium.CritRatingIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndCritRatingBonusSmall,0,Stamina,Additive,8.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndCriticalBonus.Small.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndCritRatingBonusSmall,1,CritRating,Additive,8.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndCriticalBonus.Small.CritRatingIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndExpertiseRatingBonusMedium,0,Stamina,Additive,24.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndExpertiseBonus.Medium.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndExpertiseRatingBonusMedium,1,ExpertiseRating,Additive,24.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndExpertiseBonus.Medium.ExpertiseRatingIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndExpertiseRatingBonusSmall,0,Stamina,Additive,8.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndExpertiseBonus.Small.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndExpertiseRatingBonusSmall,1,ExpertiseRating,Additive,8.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndExpertiseBonus.Small.ExpertiseRatingIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndHasteRatingBonusMedium,0,Stamina,Additive,24.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndHasteBonus.Medium.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndHasteRatingBonusMedium,1,HasteRating,Additive,24.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndHasteBonus.Medium.HasteRatingIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndHasteRatingBonusSmall,0,Stamina,Additive,8.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndHasteBonus.Small.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndHasteRatingBonusSmall,1,HasteRating,Additive,8.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndHasteBonus.Small.HasteRatingIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndPrimaryAttributeBonusMedium,0,Stamina,Additive,36.0,,,,ScalableFloat,registry::GemBonus.StaminaAndPrimaryAttributeBonus.Medium.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndPrimaryAttributeBonusMedium,1,PrimaryAttributeFlatBonus,Additive,6.0,,,,ScalableFloat,registry::GemBonus.StaminaAndPrimaryAttributeBonus.Medium.PrimaryAttributeIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndPrimaryAttributeBonusSmall,0,Stamina,Additive,12.0,,,,ScalableFloat,registry::GemBonus.StaminaAndPrimaryAttributeBonus.Small.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndPrimaryAttributeBonusSmall,1,PrimaryAttributeFlatBonus,Additive,2.0,,,,ScalableFloat,registry::GemBonus.StaminaAndPrimaryAttributeBonus.Small.PrimaryAttributeIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndSpiritRatingBonusMedium,0,Stamina,Additive,24.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndSpiritBonus.Medium.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndSpiritRatingBonusMedium,1,SpiritRating,Additive,24.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndSpiritBonus.Medium.SpiritRatingIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndSpiritRatingBonusSmall,0,Stamina,Additive,8.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndSpiritBonus.Small.StaminaIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_StaminaAndSpiritRatingBonusSmall,1,SpiritRating,Additive,8.0,,,,ScalableFloat,CT_GemConstants::GemBonus.StaminaAndSpiritBonus.Small.SpiritRatingIncrease,scalable_float_reference,,,,,,,,
GE_Gunde_AbilityToBuffChance_Buff,0,Strength,Multiplicitive,1.06,,,,ScalableFloat,registry::Gunde.Talent.AbilityToBuffChance.StrengthMultiplier,scalable_float_reference,,,,,,,,
GE_Gunde_BoostedDotDamage_TargetDamageMod,0,IncomingDamageMultiplier,MultiplyCompound,1.2,,,,ScalableFloat,registry::Gunde.BoostedDotDamage.Debuff.BleedDamageScaler,scalable_float_reference,,,,,,,,
GE_Gunde_ClampedHealthWithEruption_SelfBuff,0,MinHealth,Override,1.0,,,,ScalableFloat,,,,,,,,,,
GE_Gunde_ClampedHealthWithEruption_SelfBuff,1,SizeScale,Override,1.15,,,,ScalableFloat,,,,,,,,,,
GE_Gunde_ClampedHealthWithEruption_SpiritPointCost,0,SpiritPoints,Additive,100.0,,,,ScalableFloat,registry::Gunde.ClampedHealthWithEruption.SpiritPointCost,scalable_float_reference,,,,,,,,
GE_Gunde_DamageBlockHealthDrain_SelfBuff,0,IncomingHealMultiplier,Multiplicitive,1.2,,,,ScalableFloat,registry::Gunde.Talent.DamageBlockHealthDrain.IncreasedIncomingHeal.HealingScaler,scalable_float_reference,,,,,,,,
GE_Gunde_DamageBlockHealthDrain_SelfBuff,1,DamageMitigationScale,Override,0.0,,,,ScalableFloat,registry::Gunde.DamageBlockHealthDrain.IncomingDamageNotBecomingDotScaler,scalable_float_reference,,,,,,,,
GE_Gunde_DamageReductionSelfBuff_SelfBuff,0,IncomingDamageMultiplier,MultiplyCompound,0.6,,,,ScalableFloat,registry::Gunde.DamageReductionSelfBuff.IncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_Gunde_DotTransfer_SelfBuff,0,ResourcesTertiary,Additive,1.0,,,,ScalableFloat,,,,,,,,,,
GE_Gunde_DurationalAoeDotAndBuff_SelfBuff,0,DamageScale,MultiplyCompound,1.15,,,,ScalableFloat,registry::Gunde.DurationalAoeDotAndBuff.SelfBuff.DamageMultiplier,scalable_float_reference,,,,,,,,
GE_Gunde_DurationalAoeDotAndBuff_SelfBuff,1,DamageScale,MultiplyCompound,1.15,,,,ScalableFloat,registry::Gunde.DurationalAoeDotAndBuff.SelfBuff.DamageMultiplier,scalable_float_reference,,,,,,,,
GE_Gunde_HealingStance,0,IncomingDamageMultiplier,MultiplyCompound,0.7,,,,ScalableFloat,registry::Gunde.HealingStance.IncomingDamageScaler,scalable_float_reference,,,,,,,,
GE_Gunde_HeavyMeleeDotBased_IncreasedCritChance,0,CritChance,Additive,0.3,,,,ScalableFloat,registry::Gunde.HeavyMeleeDotBased.Talent.IncreasedCritChance.AdditionalCritChance,scalable_float_reference,,,,,,,,
GE_Gunde_HeavySingleTargetMelee_InHealingStance_ResourceCost,0,Resources,Additive,30.0,,,,ScalableFloat,registry::Gunde.HeavySingleTargetMelee.InHealingStance.ResourceCost,scalable_float_reference,,,,,,,,
GE_Gunde_InstantSpinAoe_InHealingStance_ResourceCost,0,Resources,Additive,40.0,,,,ScalableFloat,registry::Gunde.InstantSpinAoe.InHealingStance.ResourceCost,scalable_float_reference,,,,,,,,
GE_Gunde_MaxOrbResource,0,MaxResourcesTertiary,Override,150.0,,,,ScalableFloat,registry::Gunde.DotTransfer.MaxStacks,scalable_float_reference,,,,,,,,
GE_Gunde_Talent_DashAttack_EmpoweredAbilities_Proc,0,DamageScale,MultiplyCompound,1.15,,,,ScalableFloat,registry::Gunde.DashAttack.Talent.DamageMultiplier,scalable_float_reference,,,,,,,,
GE_Gunde_Talent_DotTransfer_IncreasedDamageOnSelf_Buff,0,DamageScale,Multiplicitive,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.DamageScale,None,,,,,,
GE_Gunde_Talent_ExtraDotDamageBuff_Haste,0,Expertise,Additive,0.25,,,,ScalableFloat,registry::Gunde.ExtraDotDamageBuff.Talent.Haste.AdditionalHaste,scalable_float_reference,,,,,,,,
GE_Gunde_Talent_HeavyMeleeDotBased_IncreasedDamageLowHealthTarget,0,CritChance,Additive,1.0,,,,ScalableFloat,registry::Gunde.HeavyMeleeDotBased.Talent.LowHealthTarget.AddedCriticalStrikeChance,scalable_float_reference,,,,,,,,
GE_Gunde_Talent_HeavyMeleeDotBoost_GuaranteedSpiritProcBuff__Proc,0,SpiritRefundChanceFlatIncrease,Additive,1.0,,,,ScalableFloat,registry::Hero.Talent.AbilityCommitToSpiritRefund.AdditionalSpiritRefundChance,scalable_float_reference,,,,,,,,
GE_Gunde_Talent_InstantAoeDot_IncreasedCritChance,0,CritChance,Additive,0.1,,,,ScalableFloat,registry::Gunde.InstantAoeDot.Talent.IncreasedCritChance.AdditionalCritChance,scalable_float_reference,,,,,,,,
GE_Gunde_Talent_TargetedAoeProjectile_DamageCooldownReduction_IncreasedDamage,0,DamageScale,Multiplicitive,1.25,,,,ScalableFloat,registry::Gunde.TargetedAoeProjectile.Talent.DamageCooldownReduction.DamageMultiplier,scalable_float_reference,,,,,,,,
GE_HeroAttributesBase,0,Haste,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_HeroAttributesBase,1,CritChance,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_HeroAttributesBase,2,Expertise,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_HeroAttributesBase,3,Spirit,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_HeroAttributesBase,4,BlockDamageReductionFlat,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_HeroAttributesBase,5,BlockDamageReductionMultiplier,Multiplicitive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_IC_Assassin_PoisonDagger_ConvertHealingDebuff,0,HealScale,MultiplyCompound,0.3,,,,ScalableFloat,registry::IC_Assassin.PoisonDagger.ReducedHealingTakenDebuff.HealScaleMultiplier,scalable_float_reference,,,,,,,,
GE_IC_BossMagistrate_FrigidMist_Slow,0,MoveSpeed,Multiplicitive,0.4,,,,ScalableFloat,registry::IC_BossMagistrate.FrigidMist.MovementSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_IC_BossMagistrate_Frostbolt_Debuff,0,MoveSpeed,Multiplicitive,1.0,,,,ScalableFloat,registry::IC_BossMagistrate.Frostbolt.Debuff.MovementSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_IC_GlacialSprite_PassiveAOEPools_Slow,0,MoveSpeed,MultiplyCompound,0.5,,,,ScalableFloat,registry::IC_GreaterIceElemental.EarthBreaker.MovementSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_IC_GreaterIceElemental_EarthBreaker_Slow,0,MoveSpeed,MultiplyCompound,0.5,,,,ScalableFloat,registry::IC_GreaterIceElemental.EarthBreaker.MovementSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_IC_Healer_ChannelMultiTargetHeal_HasteBuff,0,Haste,Additive,0.2,,,,ScalableFloat,registry::IC_Healer.ChannelMultiTargetHeal.HasteBuffPercentage,scalable_float_reference,,,,,,,,
GE_Ink_AoeAttack_Activated,0,IncomingDamageMultiplier,MultiplyCompound,0.8,,,,ScalableFloat,registry::Ink.AoeAttack.Talent.ReducedIncomingDamage.IncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_Ink_AoeAttack_Activated,1,Expertise,Additive,0.2,,,,ScalableFloat,registry::Ink.AoeAttack.Talent.ReducedIncomingDamage.IncreasedStatBonus,scalable_float_reference,,,,,,,,
GE_Ink_AoeAttack_Cost,0,Resources,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Ink_CleaveAttack_Cost,0,Resources,Additive,0.0,,,,ScalableFloat,registry::Ink.CleaveAttack.Cost,scalable_float_reference,,,,,,,,
GE_Ink_EnhancedChargedBuff_Cost,0,SpiritPoints,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Ink_EnhancedChargedBuff_PulsatingSingleDamage_SelfBuff,0,Expertise,Additive,0.01,,,,ScalableFloat,registry::Ink.EnhancedChargedBuff.PulsatingSingleDamage.SelfBuff.CritChanceIncreasePerStack,scalable_float_reference,,,,,,,,
GE_Ink_EnhancedChargedBuff_PulsatingSingleDamage_SelfBuff,1,SizeScale,Override,1.2,,,,ScalableFloat,,,,,,,,,,
GE_Ink_HeavySingleTargetAttack_Cost,0,Resources,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Ink_MaxRage,0,MaxResources,Override,1.0,,,,AttributeBased,,attribute_based,,,,1.0,Strength,0.0,0.0,Source
GE_Ink_RageHandler_SetByCaller,0,Resources,Additive,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.Resource,None,,,,,,
GE_Ink_SecondChanceSingleTargetAttack_Cost,0,Resources,Additive,0.0,,,,ScalableFloat,registry::Ink.SecondChanceSingleTargetAttack.Cost,scalable_float_reference,,,,,,,,
GE_Ink_SelfDefenceBuff_SelfBuff_First,0,IncomingDamageMultiplier,MultiplyCompound,0.6,,,,ScalableFloat,registry::Ink.SelfDefenceBuff.FirstIncomingDamageReduction,scalable_float_reference,,,,,,,,
GE_Ink_Talent_AutoAttackBuffDurationalStatBonus,0,Spirit,Additive,0.015,,,,ScalableFloat,registry::Ink.Talent.AutoAttackBuffDurationalStatBonus.StatIncrease,scalable_float_reference,,,,,,,,
GE_Ink_Talent_AutoAttackBuff_CritStrikePowerIncrease,0,CritMultiplier,MultiplyCompound,1.1,,,,ScalableFloat,registry::Ink.AutoAttackBuff.Talent.GainToIncreasedDamage.PassiveCritStrikePowerScaler,scalable_float_reference,,,,,,,,
GE_Ink_Talent_AutoAttackBuff_StackingBuffConsumedBySpender_Buff,0,Expertise,Additive,0.05,,,,ScalableFloat,registry::Ink.AutoAttackBuff.Talent.StackingBuffConsumedByNextSpender.Buff.AddedExpertisePerStack,scalable_float_reference,,,,,,,,
GE_Ink_Talent_ChargedBuff_AddedHasteBuff,0,Haste,Additive,0.05,,,,ScalableFloat,registry::Ink.ChargedBuff.Talent.AddedHaste,scalable_float_reference,,,,,,,,
GE_Ink_Talent_ChargedBuff_LifestealAndStatBoost,0,IncomingDamageMultiplier,MultiplyCompound,0.9,,,,ScalableFloat,registry::Ink.ChargedBuff.Talent.LifestealAndStatboost.IncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_Ink_Talent_ChargedBuff_RageIncrease_Buff,0,Resources,Additive,1.0,,,,AttributeBased,,attribute_based,,,,1.0,MaxResources,0.0,0.0,Source
GE_Ink_Talent_IncreasedAttackSpeed,0,AttackSpeed,Multiplicitive,1.85,,,,ScalableFloat,registry::Ink.Talent.IncreasedAttackSpeed.SpeedIncrease,scalable_float_reference,,,,,,,,
GE_Ink_Talent_IncreasedMovementSpeed,0,MoveSpeed,MultiplyCompound,1.2,,,,ScalableFloat,registry::Ink.Talent.IncreasedMovementSpeed.SpeedMultiplier,scalable_float_reference,,,,,,,,
GE_Ink_Talent_MoveToLocationAoeDamage_TargetExtraInkDamage_Debuff_OwnerEffect,0,IncomingDamageMultiplier,MultiplyCompound,1.2,,,,ScalableFloat,registry::Ink.MoveToLocationAoeDamage.Talent.TargetExtraInkDamage.IncomingDamageScaler,scalable_float_reference,,,,,,,,
GE_Ink_Talent_PassiveFuryGeneration,0,Resources,Additive,1.0,,,,AttributeBased,,attribute_based,,,,1.0,MaxResources,0.0,0.0,Source
GE_JS_TutorialTroll_ThrowRocksMinHealth,0,MinHealth,Override,0.2,,,,AttributeBased,,attribute_based,,,,0.2,MaxHealth,0.0,0.0,Source
GE_LegendaryStat_IncreasedCooldownReduction,0,CooldownRecovery,Multiplicitive,1.1,,,,ScalableFloat,registry::LegendaryStat.IncreasedCooldownReduction.CooldownReductionMultiplier,scalable_float_reference,,,,,,,,
GE_LegendaryStat_IncreasedDamageReduction,0,IncomingDamageMultiplier,Multiplicitive,0.9,,,,ScalableFloat,registry::LegendaryStat.IncreasedDamageReduction.IncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_LegendaryStat_IncreasedPrimaryStat,0,PrimaryAttributeMultiplier,Additive,0.1,,,,ScalableFloat,registry::LegendaryStat.IncreasedPrimaryStat.AdditionalPrimaryStatMultiplier,scalable_float_reference,,,,,,,,
GE_Lisa_AoeStaggerRemovalSpender_Cost,0,Resources,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Lisa_CastedHeal_Cost,0,Mana,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Lisa_CastedProjectileDamageIncreaseDebuff_Cost,0,Mana,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Lisa_CastedProjectileDamageIncreaseDebuff_Debuff_OwnerEffect,0,IncomingDamageMultiplier,Multiplicitive,1.2,,,,ScalableFloat,registry::Lisa.CastedProjectileDamageIncreaseDebuff.Debuff.IncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_Lisa_CastedSingleTargetProjectile_Cost,0,Mana,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Lisa_ChanneledHealOrDamageProjectiles_Cost,0,Mana,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Lisa_InstantDamageSpender_Cost,0,Resources,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Lisa_InstantDamageSpender_SelfBuff_Buff,0,CooldownRecovery,Multiplicitive,2.0,,,,ScalableFloat,registry::Lisa.InstantDamageSpender.SelfBuff.CooldownRecoveryMultiplier,scalable_float_reference,,,,,,,,
GE_Lisa_InstantSelfBuff_Cost,0,Mana,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Lisa_InstantSelfBuff_SelfBuff,0,CooldownRecovery,Multiplicitive,1.5,,,,ScalableFloat,registry::Lisa.InstantSelfBuff.AdditionalCooldownRecovery,scalable_float_reference,,,,,,,,
GE_Lisa_InstantSingleTargetDamageAndDot_Cost,0,Mana,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Lisa_InstantSingleTargetDamageAndDot_Cost,1,Mana,AddFinal,10.0,,,,ScalableFloat,registry::Lisa.InstantSingleTargetDamageAndDot.Talent.ChargeUpMultiple.Cost,scalable_float_reference,,,,,,,,
GE_Lisa_Passive_ReducedIncomingDamage,0,IncomingDamageMultiplier,MultiplyCompound,0.9,,,,ScalableFloat,registry::Lisa.PassiveIncomingDamageReduction.DamageScale,scalable_float_reference,,,,,,,,
GE_Lisa_PauseResourcesAndPartyHealth_Cost,0,SpiritPoints,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Lisa_PauseResourcesAndPartyHealth_HealthBuff,0,Health,Override,1.0,,,,AttributeBased,,attribute_based,,,,1.0,Health,0.0,0.0,Target
GE_Lisa_PauseResourcesAndPartyHealth_SelfBuff,0,CooldownRecovery,MultiplyCompound,1.0,,,,ScalableFloat,registry::Lisa.PauseResourcesAndPartyHealth.CooldownRecoveryMultiplier,scalable_float_reference,,,,,,,,
GE_Lisa_PauseResourcesAndPartyHealth_SelfBuff,1,ManaRegenRate,Multiplicitive,1.0,,,,ScalableFloat,,,,,,,,,,
GE_Lisa_PauseResourcesAndPartyHealth_SelfBuff,2,OutOfCombatManaRegenRate,Multiplicitive,1.0,,,,ScalableFloat,,,,,,,,,,
